question_id,N,sign_entropy_gt,sign_entropy_ge,zero_mass,active_coordinates,cv_sigma,zero_variance_coordinates,top32_share,first32_share,first32_top32_intersection,corr_off_mass,corr_median_abs,corr_p95_abs,residual_mean_max_abs
1192316e,467,0.9973057066385859,0.9973057066385859,0.0,96,0.4936362323277795,0,0.7606854522887376,0.7606854522887376,32,0.14504981938851635,0.003758795994430398,0.012766650115746684,1.0935815660119315e-16
129d1232,451,0.9969158977964993,0.9969158977964993,0.0,96,0.48564235293451363,0,0.7515996908738991,0.7515996908738991,32,0.14353867658608696,0.003599990614981891,0.013282207163178392,2.6389336638540306e-16
1568498a,478,0.9954537510719851,0.9954537510719851,0.0,96,0.49595251790103506,0,0.7585546439920828,0.7585546439920828,32,0.15781589049501618,0.005171189674256834,0.01834473656237947,2.946852431994074e-16
15745da0,474,0.9977989517793726,0.9977989517793726,0.0,96,0.5005860167085813,0,0.7622637066226383,0.7622637066226382,32,0.1537003172096954,0.004790273396866711,0.017781160773867963,5.060415284182807e-16
157a136e,503,0.9970383822344727,0.9970383822344727,0.0,96,0.48518146927579986,0,0.7528274740317834,0.7528274740317835,32,0.15335283741106487,0.005092992395941468,0.017758770061750695,4.552355841529593e-16
16c90bf4,509,0.9971981230752828,0.9971981230752828,0.0,96,0.5026130872220486,0,0.7660012257277552,0.7660012257277553,32,0.1547982523014311,0.004907257336278488,0.017956932561673286,3.49971089000209e-16
184da446,473,0.9951696156031883,0.9951696156031883,0.0,96,0.49824104562679544,0,0.76123833805311,0.7612383380531098,32,0.1540270690798848,0.00512446796421287,0.018134454446857864,1.782107466060571e-16
18bc8abd,436,0.9967336116103919,0.9967336116103919,0.0,96,0.49498532720442057,0,0.7605685664176721,0.7605685664176723,32,0.15312707172460785,0.004426172997620319,0.015921830793396492,2.0931268950501804e-16
18dcd5a5,503,0.9985525937037742,0.9985525937037742,0.0,96,0.5017212058573378,0,0.7634088886192771,0.7634088886192772,32,0.15241531763966584,0.004917737267401503,0.0166471249815652,1.123466241618697e-16
1903aded,486,0.9974939355968792,0.9974939355968792,0.0,96,0.4926220883606174,0,0.7571247756621295,0.7571247756621294,32,0.14859496457339103,0.004257216111744339,0.014135452675799416,7.624216758614116e-17
195a1a1b,515,0.9965861865986824,0.9965861865986824,0.0,96,0.5020926288403785,0,0.7643006510499989,0.7643006510499989,32,0.14793528015162372,0.003820690316728206,0.01373540249796333,1.6410820922250492e-16
19b5f2b3,482,0.9977458768389055,0.9977458768389055,0.0,96,0.49922580331634153,0,0.7636153248928323,0.7636153248928322,32,0.14474828469574505,0.0036674460469230297,0.012590868447576498,1.8628482804265464e-16
1a1907b4,532,0.9974460702658888,0.9974460702658888,0.0,96,0.502234254579435,0,0.7628600963868633,0.7628600963868634,32,0.15204386525281233,0.004727624379520883,0.016952689810425713,2.008627182709987e-16
1a8a66a6,501,0.9975556121465102,0.9975556121465102,0.0,96,0.488975362940542,0,0.7545518831392438,0.7545518831392439,32,0.15531886890184626,0.005192362058563847,0.018327045479718015,3.263080646228629e-17
1b9b7252,466,0.9978621136344143,0.9978621136344143,0.0,96,0.48974596942668724,0,0.7563784057158615,0.7563784057158615,32,0.1486380253727457,0.004028411022567424,0.014370942597159894,1.0488748639296678e-16
1c0ddc50,548,0.9970076002904911,0.9970076002904911,0.0,96,0.5061767117663071,0,0.7647685339088549,0.7647685339088549,32,0.1522078663150228,0.00478452102237484,0.016471565056473805,1.4181680971489227e-16
1c549ce4,462,0.9963887964263938,0.9963887964263938,0.0,96,0.49096020279717567,0,0.7543089551321458,0.7543089551321458,32,0.15330967496853304,0.004628283838806624,0.017625372579098263,2.1093035927808034e-16
1cea1afa,485,0.9978614963067334,0.9978614963067334,0.0,96,0.4920267300735274,0,0.7541322526797741,0.7541322526797741,32,0.15311254884629774,0.0052042930559263005,0.01775052420489203,5.425213543013652e-16
