n,distribution,rotation_group,rotation_seed,objective_mean,stored_objective_mean,exact_match
500,heterogeneous,initial_haar,7312010,0.40918707487480166,0.40918707487480166,True
500,heterogeneous,initial_haar,7312011,0.40920729433416786,0.40920729433416786,True
500,heterogeneous,initial_haar,7312012,0.4099562202730323,0.4099562202730323,True
500,heterogeneous,initial_haar,7312013,0.41037343865347325,0.41037343865347325,True
500,heterogeneous,initial_haar,7312014,0.40996645480481536,0.40996645480481536,True
500,heterogeneous,initial_haar,7312015,0.40497230783952975,0.40497230783952975,True
500,heterogeneous,initial_haar,7312016,0.40810308913551413,0.40810308913551413,True
500,heterogeneous,initial_haar,7312017,0.4074744524880648,0.4074744524880648,True
500,heterogeneous,initial_haar,7312018,0.4121490759285032,0.4121490759285032,True
500,heterogeneous,initial_haar,7312019,0.4092122997405851,0.4092122997405851,True
500,heterogeneous,initial_haar,7312020,0.4098535679898985,0.4098535679898985,True
500,heterogeneous,null_haar,8312001,0.406134443044456,0.406134443044456,True
500,heterogeneous,null_haar,8312002,0.40998063170586,0.40998063170586,True
500,heterogeneous,null_haar,8312003,0.41447105252805894,0.41447105252805894,True
500,heterogeneous,null_haar,8312004,0.4102680293807886,0.4102680293807886,True
500,heterogeneous,null_haar,8312005,0.40455773481017104,0.40455773481017104,True
500,heterogeneous,null_haar,8312006,0.40806944255569305,0.40806944255569305,True
500,heterogeneous,null_haar,8312007,0.4104774957821392,0.4104774957821392,True
500,heterogeneous,null_haar,8312008,0.40730949212527434,0.40730949212527434,True
500,heterogeneous,null_haar,8312009,0.40980336270181617,0.40980336270181617,True
500,heterogeneous,null_haar,8312010,0.40754687986593224,0.40754687986593224,True
500,heterogeneous,null_haar,8312011,0.4067474029522119,0.4067474029522119,True
500,heterogeneous,null_haar,8312012,0.41169647557139555,0.41169647557139555,True
500,heterogeneous,null_haar,8312013,0.40900993307919997,0.40900993307919997,True
500,heterogeneous,null_haar,8312014,0.4087720845090386,0.4087720845090386,True
500,heterogeneous,null_haar,8312015,0.40597983136969445,0.40597983136969445,True
500,heterogeneous,null_haar,8312016,0.406747165655611,0.406747165655611,True
500,heterogeneous,null_haar,8312017,0.4107272199290622,0.4107272199290622,True
500,heterogeneous,null_haar,8312018,0.40836815061677423,0.40836815061677423,True
500,heterogeneous,null_haar,8312019,0.4105360008347081,0.4105360008347081,True
500,heterogeneous,null_haar,8312020,0.41254647889130924,0.41254647889130924,True
500,rotated_heterogeneous,initial_haar,7312001,0.4068616660165533,0.4068616660165533,True
500,rotated_heterogeneous,initial_haar,7312002,0.40945596111184235,0.40945596111184235,True
500,rotated_heterogeneous,initial_haar,7312003,0.40773016944792534,0.40773016944792534,True
500,rotated_heterogeneous,initial_haar,7312004,0.4086249702114721,0.4086249702114721,True
500,rotated_heterogeneous,initial_haar,7312005,0.40927350129289564,0.40927350129289564,True
500,rotated_heterogeneous,initial_haar,7312006,0.4098980516473736,0.4098980516473736,True
500,rotated_heterogeneous,initial_haar,7312007,0.40922916868685616,0.40922916868685616,True
500,rotated_heterogeneous,initial_haar,7312008,0.40728165003195227,0.40728165003195227,True
500,rotated_heterogeneous,initial_haar,7312009,0.40773520920270956,0.40773520920270956,True
500,rotated_heterogeneous,initial_haar,7312010,0.40808250252270994,0.40808250252270994,True
500,rotated_heterogeneous,initial_haar,7312011,0.41167388509525454,0.41167388509525454,True
500,rotated_heterogeneous,initial_haar,7312012,0.4075198401020533,0.4075198401020533,True
500,rotated_heterogeneous,initial_haar,7312013,0.4078292304676795,0.4078292304676795,True
500,rotated_heterogeneous,initial_haar,7312014,0.406404402186058,0.406404402186058,True
500,rotated_heterogeneous,initial_haar,7312015,0.41188452694915617,0.41188452694915617,True
500,rotated_heterogeneous,initial_haar,7312016,0.4118265860805224,0.4118265860805224,True
500,rotated_heterogeneous,initial_haar,7312017,0.40494217304852487,0.40494217304852487,True
500,rotated_heterogeneous,initial_haar,7312018,0.40711153607272765,0.40711153607272765,True
500,rotated_heterogeneous,initial_haar,7312019,0.4110614400798813,0.4110614400798813,True
500,rotated_heterogeneous,initial_haar,7312020,0.41058711075475096,0.41058711075475096,True
500,rotated_heterogeneous,null_haar,8312001,0.40800705553109384,0.40800705553109384,True
500,rotated_heterogeneous,null_haar,8312002,0.4081845279423193,0.4081845279423193,True
500,rotated_heterogeneous,null_haar,8312003,0.40929573041500833,0.40929573041500833,True
500,rotated_heterogeneous,null_haar,8312004,0.41216343470986705,0.41216343470986705,True
500,rotated_heterogeneous,null_haar,8312005,0.4107755633225819,0.4107755633225819,True
500,rotated_heterogeneous,null_haar,8312006,0.40884872516797677,0.40884872516797677,True
500,rotated_heterogeneous,null_haar,8312007,0.4094233416229034,0.4094233416229034,True
500,rotated_heterogeneous,null_haar,8312008,0.40769095656229887,0.40769095656229887,True
500,rotated_heterogeneous,null_haar,8312009,0.407502808144605,0.407502808144605,True
500,rotated_heterogeneous,null_haar,8312010,0.40914064798664806,0.40914064798664806,True
500,rotated_heterogeneous,null_haar,8312011,0.4064128492028324,0.4064128492028324,True
500,rotated_heterogeneous,null_haar,8312012,0.40839848777739096,0.40839848777739096,True
500,rotated_heterogeneous,null_haar,8312013,0.4063165035336759,0.4063165035336759,True
500,rotated_heterogeneous,null_haar,8312014,0.4081775938200687,0.4081775938200687,True
500,rotated_heterogeneous,null_haar,8312015,0.40797440008968083,0.40797440008968083,True
500,rotated_heterogeneous,null_haar,8312016,0.40674473308028847,0.40674473308028847,True
