distribution,n,data_seed,initialization_seed,iteration,objective_before,objective_after_procrustes_fixed_B,objective_after_sign,relative_change,stable_steps,binary_entries_changed,cross_min_singular_value
gaussian,100,5212100,7312007,10,0.15218969529647444,0.15218969529647444,0.15218969529647444,0.0,4,0,0.043004871413878
gaussian,100,5212100,7312007,11,0.15218969529647444,0.15218969529647444,0.15218969529647444,0.0,5,0,0.043004871413878
gaussian,100,5212100,7312008,1,0.4003096427362487,0.19011060936324495,0.18351830888515142,0.5415591100160787,0,111,0.023154228711220626
gaussian,100,5212100,7312008,2,0.18351830888515142,0.16063633864470558,0.16006352654011427,0.127806225370764,0,23,0.055605392103475794
gaussian,100,5212100,7312008,3,0.16006352654011427,0.15509343634977266,0.15494781379451947,0.03196051502909209,0,11,0.10905375303932428
gaussian,100,5212100,7312008,4,0.15494781379451947,0.15252715791721716,0.15243343273398507,0.01622727677764323,0,9,0.16607979955621302
gaussian,100,5212100,7312008,5,0.15243343273398507,0.15058215396342325,0.15055868101713468,0.012298822398902889,0,2,0.21114858969149422
gaussian,100,5212100,7312008,6,0.15055868101713468,0.1501086997221678,0.15010182152164944,0.0030344281206425164,0,2,0.18345044957991058
gaussian,100,5212100,7312008,7,0.15010182152164944,0.14969316897099866,0.1496901974736162,0.002742298819963848,0,1,0.17502853051329006
gaussian,100,5212100,7312008,8,0.1496901974736162,0.1494541945964918,0.1494541945964918,0.00157660876334927,0,0,0.10917660573738193
gaussian,100,5212100,7312008,9,0.1494541945964918,0.1494541945964918,0.1494541945964918,0.0,1,0,0.10917660573738193
gaussian,100,5212100,7312008,10,0.1494541945964918,0.1494541945964918,0.1494541945964918,0.0,2,0,0.10917660573738193
gaussian,100,5212100,7312008,11,0.1494541945964918,0.1494541945964918,0.1494541945964918,0.0,3,0,0.10917660573738193
gaussian,100,5212100,7312008,12,0.1494541945964918,0.1494541945964918,0.1494541945964918,0.0,4,0,0.10917660573738193
gaussian,100,5212100,7312008,13,0.1494541945964918,0.1494541945964918,0.1494541945964918,0.0,5,0,0.10917660573738193
gaussian,100,5212100,7312009,1,0.4042288690477691,0.19175533785845864,0.18444318173426938,0.5437159593060309,0,128,0.016937992059366448
gaussian,100,5212100,7312009,2,0.18444318173426938,0.1587898263339387,0.15781860801424852,0.14435108671232622,0,30,0.021757883147253895
gaussian,100,5212100,7312009,3,0.15781860801424852,0.15133049393306441,0.15113834351061958,0.04232875063139458,0,11,0.034726747151508336
gaussian,100,5212100,7312009,4,0.15113834351061958,0.14886938221233742,0.14885797452674254,0.01508795803175395,0,2,0.04025363382833836
gaussian,100,5212100,7312009,5,0.14885797452674254,0.14845173185193833,0.14845173185193833,0.002729062222536365,0,0,0.046300721937186026
gaussian,100,5212100,7312009,6,0.14845173185193833,0.14845173185193833,0.14845173185193833,0.0,1,0,0.046300721937186026
gaussian,100,5212100,7312009,7,0.14845173185193833,0.14845173185193833,0.14845173185193833,0.0,2,0,0.046300721937186026
gaussian,100,5212100,7312009,8,0.14845173185193833,0.14845173185193833,0.14845173185193833,0.0,3,0,0.046300721937186026
gaussian,100,5212100,7312009,9,0.14845173185193833,0.14845173185193833,0.14845173185193833,0.0,4,0,0.046300721937186026
gaussian,100,5212100,7312009,10,0.14845173185193833,0.14845173185193833,0.14845173185193833,0.0,5,0,0.046300721937186026
gaussian,100,5212100,7312010,1,0.400286368877216,0.1844541179832243,0.17853005457449012,0.5539941690363869,0,119,0.025550330404047267
gaussian,100,5212100,7312010,2,0.17853005457449012,0.15362157102361196,0.15293490733206602,0.1433660416641207,0,26,0.09669672811375317
gaussian,100,5212100,7312010,3,0.15293490733206602,0.1472870027722576,0.14715617048076046,0.03778559749448337,0,9,0.12809745822186414
gaussian,100,5212100,7312010,4,0.14715617048076046,0.14511269120215703,0.1450775680677749,0.0141251461368882,0,4,0.15696735328420147
gaussian,100,5212100,7312010,5,0.1450775680677749,0.14425501592601317,0.1442503113602397,0.005702168285235742,0,1,0.17579137688407373
gaussian,100,5212100,7312010,6,0.1442503113602397,0.1440583336651387,0.14405640399575032,0.0013442422595894914,0,1,0.16327273845221946
gaussian,100,5212100,7312010,7,0.14405640399575032,0.1438480758406956,0.14384769308587686,0.0014488138262816292,0,1,0.158893336409444
gaussian,100,5212100,7312010,8,0.14384769308587686,0.14365329916856667,0.14365329916856667,0.0013513871035396743,0,0,0.16162689680766396
gaussian,100,5212100,7312010,9,0.14365329916856667,0.14365329916856667,0.14365329916856667,0.0,1,0,0.16162689680766396
gaussian,100,5212100,7312010,10,0.14365329916856667,0.14365329916856667,0.14365329916856667,0.0,2,0,0.16162689680766396
gaussian,100,5212100,7312010,11,0.14365329916856667,0.14365329916856667,0.14365329916856667,0.0,3,0,0.16162689680766396
gaussian,100,5212100,7312010,12,0.14365329916856667,0.14365329916856667,0.14365329916856667,0.0,4,0,0.16162689680766396
gaussian,100,5212100,7312010,13,0.14365329916856667,0.14365329916856667,0.14365329916856667,0.0,5,0,0.16162689680766396
gaussian,100,5212100,7312011,1,0.40539671894046453,0.18870833877093074,0.1827233784191779,0.5492726756725128,0,113,0.11762263859262494
gaussian,100,5212100,7312011,2,0.1827233784191779,0.15953978595199736,0.15909465187309754,0.12931419477082298,0,16,0.20967837811987822
gaussian,100,5212100,7312011,3,0.15909465187309754,0.1555390228558311,0.15546536461245442,0.02281212610175006,0,7,0.20426247718930443
gaussian,100,5212100,7312011,4,0.15546536461245442,0.15384903585144055,0.15381175905756553,0.010636488448800229,0,1,0.1871043514766943
gaussian,100,5212100,7312011,5,0.15381175905756553,0.15358610881571513,0.15358610881571513,0.001467054555730963,0,0,0.19024603211195773
gaussian,100,5212100,7312011,6,0.15358610881571513,0.15358610881571513,0.15358610881571513,0.0,1,0,0.19024603211195773
gaussian,100,5212100,7312011,7,0.15358610881571513,0.15358610881571513,0.15358610881571513,0.0,2,0,0.19024603211195773
gaussian,100,5212100,7312011,8,0.15358610881571513,0.15358610881571513,0.15358610881571513,0.0,3,0,0.19024603211195773
gaussian,100,5212100,7312011,9,0.15358610881571513,0.15358610881571513,0.15358610881571513,0.0,4,0,0.19024603211195773
gaussian,100,5212100,7312011,10,0.15358610881571513,0.15358610881571513,0.15358610881571513,0.0,5,0,0.19024603211195773
gaussian,100,5212100,7312012,1,0.3998620422004326,0.18916933147112364,0.18188370929393655,0.545133845930876,0,126,0.05265465368110739
gaussian,100,5212100,7312012,2,0.18188370929393655,0.15624533102111052,0.15574157069410974,0.1437299618602968,0,22,0.16733683977062397
gaussian,100,5212100,7312012,3,0.15574157069410974,0.15116257837083338,0.15108032199393898,0.029929380315072508,0,5,0.18991129205478585
gaussian,100,5212100,7312012,4,0.15108032199393898,0.15002032561861461,0.15002032561861461,0.007016111438833757,0,0,0.17403054896259304
gaussian,100,5212100,7312012,5,0.15002032561861461,0.15002032561861461,0.15002032561861461,0.0,1,0,0.17403054896259304
gaussian,100,5212100,7312012,6,0.15002032561861461,0.15002032561861461,0.15002032561861461,0.0,2,0,0.17403054896259304
gaussian,100,5212100,7312012,7,0.15002032561861461,0.15002032561861461,0.15002032561861461,0.0,3,0,0.17403054896259304
gaussian,100,5212100,7312012,8,0.15002032561861461,0.15002032561861461,0.15002032561861461,0.0,4,0,0.17403054896259304
gaussian,100,5212100,7312012,9,0.15002032561861461,0.15002032561861461,0.15002032561861461,0.0,5,0,0.17403054896259304
gaussian,100,5212100,7312013,1,0.4110893314597925,0.19417474088642,0.18728807047713444,0.5444102871459398,0,123,0.05518680294759291
gaussian,100,5212100,7312013,2,0.18728807047713444,0.16217209703569577,0.16163245613510013,0.1369847757877699,0,23,0.03558482411813084
gaussian,100,5212100,7312013,3,0.16163245613510013,0.15679768323014162,0.1567225592734158,0.03037692415921964,0,9,0.0862116857180626
gaussian,100,5212100,7312013,4,0.1567225592734158,0.1547828892682616,0.15476691117301783,0.01247840840185731,0,3,0.08360093585477553
gaussian,100,5212100,7312013,5,0.15476691117301783,0.1541277452571554,0.15410864812003108,0.004253254445653809,0,3,0.08219608677683789
gaussian,100,5212100,7312013,6,0.15410864812003108,0.15347897256320897,0.15347743195635763,0.0040959165586983565,0,1,0.07843397810726341
gaussian,100,5212100,7312013,7,0.15347743195635763,0.153282008969762,0.15328194420494692,0.0012737231065104992,0,1,0.07810484167406456
gaussian,100,5212100,7312013,8,0.15328194420494692,0.15309053891040955,0.15308571916593025,0.0012801575556368775,0,3,0.0871312779486922
gaussian,100,5212100,7312013,9,0.15308571916593025,0.15246340478801643,0.15246340478801643,0.0040651367175490415,0,0,0.05959295854849531
gaussian,100,5212100,7312013,10,0.15246340478801643,0.15246340478801643,0.15246340478801643,0.0,1,0,0.05959295854849531
gaussian,100,5212100,7312013,11,0.15246340478801643,0.15246340478801643,0.15246340478801643,0.0,2,0,0.05959295854849531
gaussian,100,5212100,7312013,12,0.15246340478801643,0.15246340478801643,0.15246340478801643,0.0,3,0,0.05959295854849531
gaussian,100,5212100,7312013,13,0.15246340478801643,0.15246340478801643,0.15246340478801643,0.0,4,0,0.05959295854849531
gaussian,100,5212100,7312013,14,0.15246340478801643,0.15246340478801643,0.15246340478801643,0.0,5,0,0.05959295854849531
gaussian,100,5212100,7312014,1,0.40298186835730526,0.1851500348100337,0.17859942045031693,0.5568053193600235,0,112,0.02161661005739554
gaussian,100,5212100,7312014,2,0.17859942045031693,0.15606783417937733,0.155575137585646,0.12891577591135497,0,19,0.13457126842869957
gaussian,100,5212100,7312014,3,0.155575137585646,0.1515106124252102,0.1514537978343362,0.02649099216795451,0,5,0.1762423813506196
gaussian,100,5212100,7312014,4,0.1514537978343362,0.15029333860095864,0.15027112049992666,0.007808832471161862,0,3,0.1734085631202004
gaussian,100,5212100,7312014,5,0.15027112049992666,0.149621957898441,0.149619439360837,0.00433670246765738,0,1,0.141899597093415
gaussian,100,5212100,7312014,6,0.149619439360837,0.14940258462002998,0.14940258462002998,0.0014493754403398552,0,0,0.13502186739564206
gaussian,100,5212100,7312014,7,0.14940258462002998,0.14940258462002998,0.14940258462002998,0.0,1,0,0.13502186739564206
gaussian,100,5212100,7312014,8,0.14940258462002998,0.14940258462002998,0.14940258462002998,0.0,2,0,0.13502186739564206
gaussian,100,5212100,7312014,9,0.14940258462002998,0.14940258462002998,0.14940258462002998,0.0,3,0,0.13502186739564206
gaussian,100,5212100,7312014,10,0.14940258462002998,0.14940258462002998,0.14940258462002998,0.0,4,0,0.13502186739564206
gaussian,100,5212100,7312014,11,0.14940258462002998,0.14940258462002998,0.14940258462002998,0.0,5,0,0.13502186739564206
gaussian,100,5212100,7312015,1,0.4029489892208239,0.19428080737430029,0.18665213022343521,0.5367847166353202,0,122,0.02529627340718692
gaussian,100,5212100,7312015,2,0.18665213022343521,0.16181113292909027,0.16098716043730066,0.13750161734244262,0,28,0.10460650637740614
gaussian,100,5212100,7312015,3,0.16098716043730066,0.1552350422702405,0.15516347173534786,0.03617486441858781,0,8,0.15006883573821478
gaussian,100,5212100,7312015,4,0.15516347173534786,0.15338208581995705,0.15334616642659413,0.011712198034943394,0,4,0.1853500306748512
gaussian,100,5212100,7312015,5,0.15334616642659413,0.15251425325578752,0.1525137407800403,0.005428408586609911,0,1,0.1739745784142487
gaussian,100,5212100,7312015,6,0.1525137407800403,0.15229733356177386,0.15229613023757232,0.0014268258148740225,0,1,0.1721692908722703
gaussian,100,5212100,7312015,7,0.15229613023757232,0.15209086205286465,0.15209086205286465,0.0013478227213486573,0,0,0.1734557253088732
gaussian,100,5212100,7312015,8,0.15209086205286465,0.15209086205286465,0.15209086205286465,0.0,1,0,0.1734557253088732
gaussian,100,5212100,7312015,9,0.15209086205286465,0.15209086205286465,0.15209086205286465,0.0,2,0,0.1734557253088732
gaussian,100,5212100,7312015,10,0.15209086205286465,0.15209086205286465,0.15209086205286465,0.0,3,0,0.1734557253088732
gaussian,100,5212100,7312015,11,0.15209086205286465,0.15209086205286465,0.15209086205286465,0.0,4,0,0.1734557253088732
gaussian,100,5212100,7312015,12,0.15209086205286465,0.15209086205286465,0.15209086205286465,0.0,5,0,0.1734557253088732
gaussian,100,5212100,7312016,1,0.40373585345777374,0.18940572310144735,0.1816463538873409,0.5500861458509553,0,123,0.08597531692032541
gaussian,100,5212100,7312016,2,0.1816463538873409,0.15747084312065135,0.1569741204268722,0.1358256465514893,0,22,0.09869764188387105
gaussian,100,5212100,7312016,3,0.1569741204268722,0.15230107638736315,0.1522534116314304,0.03007316609008152,0,4,0.05307413258436767
gaussian,100,5212100,7312016,4,0.1522534116314304,0.15137841190333767,0.151365123145667,0.005834276396470862,0,2,0.0343378122910648
gaussian,100,5212100,7312016,5,0.151365123145667,0.15094577128865028,0.15093504315092127,0.0028413414253416914,0,2,0.023660381929266207
gaussian,100,5212100,7312016,6,0.15093504315092127,0.15052070183882355,0.1505186642875486,0.0027586626318205844,0,1,0.012435296156779433
gaussian,100,5212100,7312016,7,0.1505186642875486,0.15032849299784318,0.15032752386469753,0.0012698785479913258,0,2,0.010802184597573497
gaussian,100,5212100,7312016,8,0.15032752386469753,0.14989378956348176,0.14989323311810585,0.0028889636137595476,0,1,0.01134362779962964
gaussian,100,5212100,7312016,9,0.14989323311810585,0.14967198030489695,0.14967198030489695,0.0014760693902343264,0,0,0.023194019213195718
gaussian,100,5212100,7312016,10,0.14967198030489695,0.14967198030489695,0.14967198030489695,0.0,1,0,0.023194019213195718
gaussian,100,5212100,7312016,11,0.14967198030489695,0.14967198030489695,0.14967198030489695,0.0,2,0,0.023194019213195718
gaussian,100,5212100,7312016,12,0.14967198030489695,0.14967198030489695,0.14967198030489695,0.0,3,0,0.023194019213195718
gaussian,100,5212100,7312016,13,0.14967198030489695,0.14967198030489695,0.14967198030489695,0.0,4,0,0.023194019213195718
gaussian,100,5212100,7312016,14,0.14967198030489695,0.14967198030489695,0.14967198030489695,0.0,5,0,0.023194019213195718
gaussian,100,5212100,7312017,1,0.3976007776915361,0.18846957011307072,0.1824501044547659,0.5411223652175221,0,124,0.1252866315417009
gaussian,100,5212100,7312017,2,0.1824501044547659,0.15668557743794378,0.1562163108926499,0.14378612520126036,0,22,0.11450908947216983
gaussian,100,5212100,7312017,3,0.1562163108926499,0.1513866514741172,0.15125861315370498,0.03173610816063753,0,9,0.1870335690405384
gaussian,100,5212100,7312017,4,0.15125861315370498,0.1493416699459306,0.1492858005942206,0.013042646090372693,0,6,0.22961962760591637
gaussian,100,5212100,7312017,5,0.1492858005942206,0.14796683363070784,0.14796216492766684,0.00886645388432888,0,2,0.25033367108546706
gaussian,100,5212100,7312017,6,0.14796216492766684,0.1475701522657876,0.14755808998966835,0.0027309342100801633,0,3,0.2519949111032462
gaussian,100,5212100,7312017,7,0.14755808998966835,0.14691754749618452,0.14691566746958243,0.004353692299289745,0,1,0.24928801705558787
gaussian,100,5212100,7312017,8,0.14691566746958243,0.14669253923114972,0.14663336099887955,0.0019215545596001497,0,1,0.24027650170989018
gaussian,100,5212100,7312017,9,0.14663336099887955,0.14637263153761396,0.14637263153761396,0.0017781046515573536,0,0,0.23879429087419532
gaussian,100,5212100,7312017,10,0.14637263153761396,0.14637263153761396,0.14637263153761396,0.0,1,0,0.23879429087419532
gaussian,100,5212100,7312017,11,0.14637263153761396,0.14637263153761396,0.14637263153761396,0.0,2,0,0.23879429087419532
gaussian,100,5212100,7312017,12,0.14637263153761396,0.14637263153761396,0.14637263153761396,0.0,3,0,0.23879429087419532
gaussian,100,5212100,7312017,13,0.14637263153761396,0.14637263153761396,0.14637263153761396,0.0,4,0,0.23879429087419532
gaussian,100,5212100,7312017,14,0.14637263153761396,0.14637263153761396,0.14637263153761396,0.0,5,0,0.23879429087419532
gaussian,100,5212100,7312018,1,0.4070632567252836,0.19284631585436662,0.18661484107764076,0.541558128879261,0,118,0.03493229430651239
gaussian,100,5212100,7312018,2,0.18661484107764076,0.1630343830070301,0.16241350050741502,0.12968604442428466,0,33,0.19804607067124838
gaussian,100,5212100,7312018,3,0.16241350050741502,0.15588604557618418,0.15565872574486037,0.04158998323077372,0,11,0.1861119591028834
gaussian,100,5212100,7312018,4,0.15565872574486037,0.1534561873934086,0.15339817585176893,0.014522474614090659,0,4,0.13682874988911228
gaussian,100,5212100,7312018,5,0.15339817585176893,0.15255113056913183,0.1525385070116909,0.005604165990270669,0,2,0.11579161432021273
gaussian,100,5212100,7312018,6,0.1525385070116909,0.15208752405896733,0.15208752405896733,0.002956518728015288,0,0,0.11452076047338393
gaussian,100,5212100,7312018,7,0.15208752405896733,0.15208752405896733,0.15208752405896733,0.0,1,0,0.11452076047338393
gaussian,100,5212100,7312018,8,0.15208752405896733,0.15208752405896733,0.15208752405896733,0.0,2,0,0.11452076047338393
