distribution,n,data_seed,initialization_seed,iteration,objective_before,objective_after_procrustes_fixed_B,objective_after_sign,relative_change,stable_steps,binary_entries_changed,cross_min_singular_value
gaussian,500,5212500,7312006,6,0.2827738413446284,0.27868059339470935,0.2777439072629401,0.017787833760613266,0,281,124.0488655612108
gaussian,500,5212500,7312006,7,0.2777439072629401,0.27495519074698155,0.27435378210315736,0.012205938892381654,0,214,120.74770779232198
gaussian,500,5212500,7312006,8,0.27435378210315736,0.27223296041936756,0.27184242237116935,0.009153727398019767,0,157,123.63504082420597
gaussian,500,5212500,7312006,9,0.27184242237116935,0.2702990560130764,0.2700459899403817,0.006608359413214844,0,131,123.40595674494274
gaussian,500,5212500,7312006,10,0.2700459899403817,0.2687302017201192,0.26853488184016194,0.005595743527068737,0,107,123.469946314225
gaussian,500,5212500,7312006,11,0.26853488184016194,0.267535230692543,0.2673743594407565,0.004321682127300764,0,84,124.11094786126756
gaussian,500,5212500,7312006,12,0.2673743594407565,0.26656181408757884,0.2664775079689305,0.003354291240573197,0,62,123.06921837825556
gaussian,500,5212500,7312006,13,0.2664775079689305,0.265875759753183,0.2657959758887936,0.0025575594928497454,0,60,124.93707396702352
gaussian,500,5212500,7312006,14,0.2657959758887936,0.2652417000348575,0.26514431057944954,0.0024517500957829553,0,68,126.59589374459064
gaussian,500,5212500,7312006,15,0.26514431057944954,0.26448864789680065,0.2643987839496143,0.002811776832797027,0,56,127.73195467433062
gaussian,500,5212500,7312006,16,0.2643987839496143,0.2638640892928256,0.2637653922662983,0.002395592271092675,0,73,127.47208615375004
gaussian,500,5212500,7312006,17,0.2637653922662983,0.2630802680169467,0.2629925347656454,0.002930094407050355,0,53,127.65893578542064
gaussian,500,5212500,7312006,18,0.2629925347656454,0.26248307958301764,0.26241173666878587,0.0022084204685774347,0,52,126.93639424373967
gaussian,500,5212500,7312006,19,0.26241173666878587,0.2619238173302683,0.261851423256157,0.0021352452437601063,0,57,127.23150212303132
gaussian,500,5212500,7312006,20,0.261851423256157,0.2613088880181785,0.2612382247326769,0.0023417803724529165,0,53,127.11629260486514
gaussian,500,5212500,7312006,21,0.2612382247326769,0.2607343437051246,0.26069208971533314,0.0020905631934323415,0,29,126.39597604311625
gaussian,500,5212500,7312006,22,0.26069208971533314,0.2604337934410286,0.2604020285294323,0.0011126581793010877,0,29,126.90622786098736
gaussian,500,5212500,7312006,23,0.2604020285294323,0.26013103068914706,0.26010404856694336,0.0011443073779866737,0,22,127.90231477588269
gaussian,500,5212500,7312006,24,0.26010404856694336,0.2598880811080954,0.2598629315592571,0.0009270021324723702,0,21,128.13379347377716
gaussian,500,5212500,7312006,25,0.2598629315592571,0.2596685554239996,0.25965578701593184,0.0007971300180535002,0,15,128.50231925048655
gaussian,500,5212500,7312006,26,0.25965578701593184,0.2595168643232085,0.25950514869571045,0.0005801462079955218,0,22,128.6498936714126
gaussian,500,5212500,7312006,27,0.25950514869571045,0.2593030477654436,0.25928523477908894,0.0008474356587020273,0,17,128.65996671070977
gaussian,500,5212500,7312006,28,0.25928523477908894,0.2591364542885796,0.25912123171466134,0.0006325198755236822,0,12,129.04222421791218
gaussian,500,5212500,7312006,29,0.25912123171466134,0.25902031313134893,0.2590151245198797,0.0004094886168899511,0,12,128.658995627413
gaussian,500,5212500,7312006,30,0.2590151245198797,0.25889549763347425,0.2588926055645537,0.0004730185372499258,0,6,128.70020015648663
gaussian,500,5212500,7312006,31,0.2588926055645537,0.25884243351878095,0.25884095899874726,0.0001994903087084895,0,3,128.54516117754943
gaussian,500,5212500,7312006,32,0.25884095899874726,0.25881111498398135,0.2588091741490215,0.00012279683187977497,0,4,128.80764066060237
gaussian,500,5212500,7312006,33,0.2588091741490215,0.2587660114705192,0.25875762702049127,0.0001991704069213036,0,7,128.54687762557705
gaussian,500,5212500,7312006,34,0.25875762702049127,0.25869479321646127,0.2586916338462801,0.0002550385662872128,0,8,128.5286125654839
gaussian,500,5212500,7312006,35,0.2586916338462801,0.25861572472476163,0.258612047037164,0.00030765126777684826,0,6,128.24134998827017
gaussian,500,5212500,7312006,36,0.258612047037164,0.25855684695849507,0.2585459601009049,0.00025554469335913786,0,15,128.26378470796686
gaussian,500,5212500,7312006,37,0.2585459601009049,0.2584159948297571,0.25839396223706246,0.0005878949482836063,0,13,127.78043972763778
gaussian,500,5212500,7312006,38,0.25839396223706246,0.25827778029528825,0.2582678820093567,0.00048793797894588483,0,19,127.98683703862744
gaussian,500,5212500,7312006,39,0.2582678820093567,0.2580833403982383,0.2580718578807622,0.0007589953774716113,0,12,128.1786706556717
gaussian,500,5212500,7312006,40,0.2580718578807622,0.2579628463140887,0.2579504806454599,0.0004703234064304353,0,11,128.53944169628468
gaussian,500,5212500,7312006,41,0.2579504806454599,0.2578537910567648,0.2578463611963123,0.00040364122946013464,0,11,128.72902299515272
gaussian,500,5212500,7312006,42,0.2578463611963123,0.25773906158480564,0.2577306914691229,0.0004485994165391348,0,14,128.48248567892858
gaussian,500,5212500,7312006,43,0.2577306914691229,0.25760030076773405,0.25758505353230277,0.0005650779734069864,0,13,128.1134299829195
gaussian,500,5212500,7312006,44,0.25758505353230277,0.2574581953613493,0.25744735282253667,0.0005345834623468519,0,9,128.02295047996986
gaussian,500,5212500,7312006,45,0.25744735282253667,0.2573651812771484,0.2573572100327051,0.0003501406747564653,0,8,128.0634375441325
gaussian,500,5212500,7312006,46,0.2573572100327051,0.25727937730687284,0.2572762083062356,0.0003147443448708,0,6,128.42596555441105
gaussian,500,5212500,7312006,47,0.2572762083062356,0.25722403778823083,0.2572229218899896,0.0002071175434247562,0,4,128.19909398301016
gaussian,500,5212500,7312006,48,0.2572229218899896,0.2571835980039829,0.2571821566908177,0.00015848198470171343,0,2,128.2539095608077
gaussian,500,5212500,7312006,49,0.2571821566908177,0.2571646810879682,0.25716451969237014,6.857784643565872e-05,0,1,128.18994341858846
gaussian,500,5212500,7312006,50,0.25716451969237014,0.25715721405679076,0.25715710865493957,2.8818273373934815e-05,0,1,128.1893255369334
gaussian,500,5212500,7312006,51,0.25715710865493957,0.25714671109274106,0.2571462918240029,4.206312239725685e-05,0,1,128.20694194670185
gaussian,500,5212500,7312006,52,0.2571462918240029,0.25713461130753495,0.25713461130753495,4.542362398106177e-05,0,0,128.15920188789414
gaussian,500,5212500,7312006,53,0.25713461130753495,0.25713461130753495,0.25713461130753495,0.0,1,0,128.15920188789414
gaussian,500,5212500,7312006,54,0.25713461130753495,0.25713461130753495,0.25713461130753495,0.0,2,0,128.15920188789414
gaussian,500,5212500,7312006,55,0.25713461130753495,0.25713461130753495,0.25713461130753495,0.0,3,0,128.15920188789414
gaussian,500,5212500,7312006,56,0.25713461130753495,0.25713461130753495,0.25713461130753495,0.0,4,0,128.15920188789414
gaussian,500,5212500,7312006,57,0.25713461130753495,0.25713461130753495,0.25713461130753495,0.0,5,0,128.15920188789414
gaussian,500,5212500,7312007,1,0.4022725327377866,0.3571498267157894,0.3403419176627697,0.15395188593546144,0,1739,98.48769241280364
gaussian,500,5212500,7312007,2,0.3403419176627697,0.3202610353467169,0.31329074538925683,0.07948234075685248,0,1035,107.8852218338954
gaussian,500,5212500,7312007,3,0.31329074538925683,0.3011695958105047,0.2972051394882242,0.051344018735844335,0,715,105.08719609908488
gaussian,500,5212500,7312007,4,0.2972051394882242,0.2895095085064466,0.2873662777362849,0.033104615111573796,0,495,108.56347746586358
gaussian,500,5212500,7312007,5,0.2873662777362849,0.2820989914353977,0.28076493763212323,0.022971867667157933,0,352,107.62849105468646
gaussian,500,5212500,7312007,6,0.28076493763212323,0.2771071852125289,0.27633688844129917,0.015771375258494674,0,257,106.01373412986074
gaussian,500,5212500,7312007,7,0.27633688844129917,0.2737592968360459,0.2731942553528362,0.011372470415329796,0,218,104.93767130211243
gaussian,500,5212500,7312007,8,0.2731942553528362,0.27100169034962557,0.2705317368784755,0.009745880164727551,0,162,105.6760956048708
gaussian,500,5212500,7312007,9,0.2705317368784755,0.26889649712981784,0.268623012758644,0.007055453610934073,0,132,106.83627435935159
gaussian,500,5212500,7312007,10,0.268623012758644,0.2673589712090877,0.26711317475166063,0.005620657707163472,0,124,108.15639078039298
gaussian,500,5212500,7312007,11,0.26711317475166063,0.26594187237999684,0.2657547534179995,0.005085564704639143,0,99,107.88710861933059
gaussian,500,5212500,7312007,12,0.2657547534179995,0.26482353087736027,0.2646735458961731,0.004068440951367602,0,82,107.46724060811259
gaussian,500,5212500,7312007,13,0.2646735458961731,0.2638851992282677,0.26375872198041506,0.0034564236960686044,0,78,106.28743801461258
gaussian,500,5212500,7312007,14,0.26375872198041506,0.2629580953209888,0.262777011875325,0.003722000537911946,0,88,107.61224044102215
gaussian,500,5212500,7312007,15,0.262777011875325,0.26193862133175183,0.26181650201351353,0.0036552278867801775,0,71,108.82263692289669
gaussian,500,5212500,7312007,16,0.26181650201351353,0.26113065977316297,0.26102510853207606,0.003022702829467285,0,67,108.13114601387907
gaussian,500,5212500,7312007,17,0.26102510853207606,0.26036075454409174,0.26027312998858754,0.002880866701741498,0,55,107.2970481666667
gaussian,500,5212500,7312007,18,0.26027312998858754,0.25974279805146255,0.2596634820667867,0.002342339072141564,0,62,108.19560848367955
gaussian,500,5212500,7312007,19,0.2596634820667867,0.2590512113704352,0.25898443814421185,0.0026150921075616894,0,48,108.9479720281763
gaussian,500,5212500,7312007,20,0.25898443814421185,0.25852050573453605,0.2584522431432043,0.0020549304229283273,0,48,108.35654185293464
gaussian,500,5212500,7312007,21,0.2584522431432043,0.25798536502431807,0.2579490113744562,0.0019470977021827619,0,30,107.77511897551703
gaussian,500,5212500,7312007,22,0.2579490113744562,0.2576799050765096,0.257648438846816,0.0011652400838391929,0,32,108.01434022755814
gaussian,500,5212500,7312007,23,0.257648438846816,0.2573488707281665,0.2573116906373939,0.0013070065975532695,0,30,109.38147342518633
gaussian,500,5212500,7312007,24,0.2573116906373939,0.25701411691787773,0.25698310526934826,0.0012769935451890817,0,23,109.33920740610569
gaussian,500,5212500,7312007,25,0.25698310526934826,0.2567607509729792,0.2567389272089339,0.0009501716471145153,0,19,109.48369682613335
gaussian,500,5212500,7312007,26,0.2567389272089339,0.2565761703759233,0.2565679067678461,0.0006661258693685468,0,14,110.34762413562832
gaussian,500,5212500,7312007,27,0.2565679067678461,0.2564341668882725,0.25641345817564404,0.0006019793907497198,0,23,110.3895292636345
gaussian,500,5212500,7312007,28,0.25641345817564404,0.2561924139899448,0.2561739929650859,0.0009339026596415479,0,24,110.20460886825211
gaussian,500,5212500,7312007,29,0.2561739929650859,0.2559523453609538,0.2559392266943112,0.000916432882422728,0,22,110.35431693562506
gaussian,500,5212500,7312007,30,0.2559392266943112,0.2557336423567525,0.25570907675989457,0.0008992366562531623,0,18,109.17905923423896
gaussian,500,5212500,7312007,31,0.25570907675989457,0.25555177654644196,0.2555469882080899,0.0006338787572912788,0,8,109.84689159943837
gaussian,500,5212500,7312007,32,0.2555469882080899,0.25546892356577955,0.2554614497261222,0.00033472702052755475,0,11,110.0600143473018
gaussian,500,5212500,7312007,33,0.2554614497261222,0.25535916980549744,0.2553511565687573,0.0004317409044816045,0,13,110.45168035963809
gaussian,500,5212500,7312007,34,0.2553511565687573,0.2552256640108199,0.25521767571848725,0.000522734465211237,0,13,110.42203192270024
gaussian,500,5212500,7312007,35,0.25521767571848725,0.2551016789393597,0.255093670442312,0.0004858804384380237,0,12,110.88901534633642
gaussian,500,5212500,7312007,36,0.255093670442312,0.2549814741121774,0.2549746094971357,0.00046673421951194677,0,12,111.90450907372453
gaussian,500,5212500,7312007,37,0.2549746094971357,0.2548655377999223,0.254861078351117,0.0004452645157202312,0,10,111.56153332937043
gaussian,500,5212500,7312007,38,0.254861078351117,0.2547731101108382,0.254770753146409,0.0003544095681159121,0,3,111.50294539555992
gaussian,500,5212500,7312007,39,0.254770753146409,0.25474061353925787,0.2547384128906272,0.00012693865124785048,0,2,111.68194464020567
gaussian,500,5212500,7312007,40,0.2547384128906272,0.2547236413021374,0.25472355807092845,5.8314015268438794e-05,0,1,111.55888955558389
gaussian,500,5212500,7312007,41,0.25472355807092845,0.25471500703469724,0.2547148353651925,3.424381239799517e-05,0,2,111.5589807258245
gaussian,500,5212500,7312007,42,0.2547148353651925,0.25469668456830186,0.2546947571151322,7.882638650219743e-05,0,2,111.4156575900176
gaussian,500,5212500,7312007,43,0.2546947571151322,0.25467778092160936,0.2546772622942859,6.868936386616809e-05,0,4,111.35798774794817
gaussian,500,5212500,7312007,44,0.2546772622942859,0.2546443528469359,0.25464374323159134,0.00013161388022076944,0,1,111.50714073277899
gaussian,500,5212500,7312007,45,0.25464374323159134,0.2546364774570239,0.2546364774570239,2.8533096769773146e-05,0,0,111.51354344503828
gaussian,500,5212500,7312007,46,0.2546364774570239,0.2546364774570239,0.2546364774570239,0.0,1,0,111.51354344503828
gaussian,500,5212500,7312007,47,0.2546364774570239,0.2546364774570239,0.2546364774570239,0.0,2,0,111.51354344503828
gaussian,500,5212500,7312007,48,0.2546364774570239,0.2546364774570239,0.2546364774570239,0.0,3,0,111.51354344503828
gaussian,500,5212500,7312007,49,0.2546364774570239,0.2546364774570239,0.2546364774570239,0.0,4,0,111.51354344503828
gaussian,500,5212500,7312007,50,0.2546364774570239,0.2546364774570239,0.2546364774570239,0.0,5,0,111.51354344503828
gaussian,500,5212500,7312008,1,0.4023591460318114,0.35845126360129864,0.34111313118954334,0.15221728012472172,0,1819,109.38827612459363
gaussian,500,5212500,7312008,2,0.34111313118954334,0.31977323689255155,0.3127256200282167,0.08322022392492658,0,1035,114.59621464951925
gaussian,500,5212500,7312008,3,0.3127256200282167,0.30128680999770224,0.2976064012152569,0.048346594729256974,0,643,108.89667685010734
gaussian,500,5212500,7312008,4,0.2976064012152569,0.2906106333186095,0.28854693716295937,0.030441092716096727,0,507,112.90468492330582
gaussian,500,5212500,7312008,5,0.28854693716295937,0.2831363985886634,0.2815072866501171,0.024396899104378898,0,366,112.86910861447538
gaussian,500,5212500,7312008,6,0.2815072866501171,0.27779897201527487,0.2768723900039182,0.0164645707802212,0,270,112.45252944441127
gaussian,500,5212500,7312008,7,0.2768723900039182,0.27420392774768915,0.2735687291291439,0.011932070491852213,0,218,111.62838422860979
gaussian,500,5212500,7312008,8,0.2735687291291439,0.27138256488690243,0.2708666523697859,0.009877140446422848,0,203,116.08814325497573
gaussian,500,5212500,7312008,9,0.2708666523697859,0.2688198697005665,0.2683990814322077,0.009109910415289866,0,165,116.95260099015525
gaussian,500,5212500,7312008,10,0.2683990814322077,0.2667781721232883,0.26653104751170686,0.006959911749819687,0,118,118.55988232912368
gaussian,500,5212500,7312008,11,0.26653104751170686,0.2654037152376727,0.265147683033936,0.005190256409847017,0,117,118.3473602534328
gaussian,500,5212500,7312008,12,0.265147683033936,0.2640103850518583,0.2637992078867174,0.005085751200194332,0,99,119.1165255716265
gaussian,500,5212500,7312008,13,0.2637992078867174,0.26283356366651073,0.26265588509581145,0.004334064533646849,0,89,118.11418794062398
gaussian,500,5212500,7312008,14,0.26265588509581145,0.2617724385511336,0.26162216099031077,0.003935659408977629,0,77,119.41340632156654
gaussian,500,5212500,7312008,15,0.26162216099031077,0.2608571788099775,0.2607700111041178,0.0032571777672325553,0,61,117.77212393275876
gaussian,500,5212500,7312008,16,0.2607700111041178,0.260184159614058,0.26011816234673235,0.0024997075186117875,0,57,118.80283170192276
gaussian,500,5212500,7312008,17,0.26011816234673235,0.25955554771875766,0.2594880977801644,0.002422224426328529,0,50,119.96319381911596
gaussian,500,5212500,7312008,18,0.2594880977801644,0.2590107219274028,0.25895934270729115,0.002037685263395821,0,47,119.64816786426219
gaussian,500,5212500,7312008,19,0.25895934270729115,0.25851656434596293,0.2584581566082552,0.001935385276299675,0,46,119.94325894488873
gaussian,500,5212500,7312008,20,0.2584581566082552,0.25801495065444197,0.2579589717606138,0.0019313952176717598,0,38,119.31222224430574
gaussian,500,5212500,7312008,21,0.2579589717606138,0.2575832634867416,0.2575458847205899,0.001601367214345997,0,43,118.56521753924662
gaussian,500,5212500,7312008,22,0.2575458847205899,0.2571381726476882,0.25709306669384735,0.0017582033090291225,0,36,119.84191774775474
gaussian,500,5212500,7312008,23,0.25709306669384735,0.2567559327129054,0.25673563366529745,0.0013902865337692778,0,24,119.20011189950334
gaussian,500,5212500,7312008,24,0.25673563366529745,0.2565210912027616,0.25650598706813993,0.0008944866510307053,0,23,118.86021856149958
gaussian,500,5212500,7312008,25,0.25650598706813993,0.2562920114530282,0.2562745113801221,0.0009024182658019409,0,20,118.7235856994616
gaussian,500,5212500,7312008,26,0.2562745113801221,0.25609286126749103,0.25608284893585326,0.000747879464238017,0,16,118.64477168740513
gaussian,500,5212500,7312008,27,0.25608284893585326,0.25593992515580927,0.25592059498702124,0.000633599436691121,0,21,118.97353876469269
gaussian,500,5212500,7312008,28,0.25592059498702124,0.2557288258073555,0.2557107050204939,0.0008201370684448653,0,26,118.40520453314747
gaussian,500,5212500,7312008,29,0.2557107050204939,0.2554661091702411,0.25544839577828,0.0010258046967290984,0,26,117.86018614679045
gaussian,500,5212500,7312008,30,0.25544839577828,0.2552217376364952,0.2552001763098294,0.0009717010267155921,0,17,117.31688928256413
gaussian,500,5212500,7312008,31,0.2552001763098294,0.25503394227292037,0.2550240833078494,0.0006900191235219674,0,15,117.34577638065215
gaussian,500,5212500,7312008,32,0.2550240833078494,0.254883344448517,0.2548662692374638,0.0006188202633204514,0,14,117.8480185688257
gaussian,500,5212500,7312008,33,0.2548662692374638,0.25473576637815415,0.2547277695350434,0.0005434210766092822,0,7,117.77333977908417
gaussian,500,5212500,7312008,34,0.2547277695350434,0.25466034305719554,0.2546569641584221,0.0002779648907166205,0,7,117.09923460296518
gaussian,500,5212500,7312008,35,0.2546569641584221,0.25459458333757173,0.25458945234118396,0.0002651088591322855,0,6,116.91739048741422
gaussian,500,5212500,7312008,36,0.25458945234118396,0.25453358077449056,0.25453124564712915,0.0002286296369293962,0,4,116.69434728622555
gaussian,500,5212500,7312008,37,0.25453124564712915,0.25449283800091,0.2544925066760938,0.00015219731053786552,0,1,116.59003939599721
gaussian,500,5212500,7312008,38,0.2544925066760938,0.2544859656471145,0.2544859656471145,2.5702245872469258e-05,0,0,116.65645185073558
gaussian,500,5212500,7312008,39,0.2544859656471145,0.2544859656471145,0.2544859656471145,0.0,1,0,116.65645185073558
gaussian,500,5212500,7312008,40,0.2544859656471145,0.2544859656471145,0.2544859656471145,0.0,2,0,116.65645185073558
gaussian,500,5212500,7312008,41,0.2544859656471145,0.2544859656471145,0.2544859656471145,0.0,3,0,116.65645185073558
gaussian,500,5212500,7312008,42,0.2544859656471145,0.2544859656471145,0.2544859656471145,0.0,4,0,116.65645185073558
gaussian,500,5212500,7312008,43,0.2544859656471145,0.2544859656471145,0.2544859656471145,0.0,5,0,116.65645185073558
gaussian,500,5212500,7312009,1,0.40381774495667516,0.3614898792043879,0.3444437706165462,0.14703161285420752,0,1806,86.28335457923447
gaussian,500,5212500,7312009,2,0.3444437706165462,0.3227881790294145,0.31494367849163935,0.08564559629602932,0,1089,97.12027178762226
gaussian,500,5212500,7312009,3,0.31494367849163935,0.3027075722790487,0.298756623977225,0.05139666429229197,0,717,105.41635853276675
gaussian,500,5212500,7312009,4,0.298756623977225,0.2910216869729926,0.2885884798824869,0.03403487413726177,0,511,108.1120007789711
gaussian,500,5212500,7312009,5,0.2885884798824869,0.2831497129432585,0.2815429051195554,0.024413915502796594,0,421,110.80306389817085
gaussian,500,5212500,7312009,6,0.2815429051195554,0.2770998356809096,0.2759708385698127,0.01979118084107479,0,321,110.34542968624484
gaussian,500,5212500,7312009,7,0.2759708385698127,0.27271643341043666,0.2719559900275996,0.014548089801877478,0,238,113.64192055233869
gaussian,500,5212500,7312009,8,0.2719559900275996,0.26956731971660003,0.2690401260544523,0.01072182294220247,0,208,113.89084836602903
gaussian,500,5212500,7312009,9,0.2690401260544523,0.2670265221750351,0.26663058874351087,0.008956051821257988,0,178,114.49011422200974
gaussian,500,5212500,7312009,10,0.26663058874351087,0.26487511960734084,0.2645014557988484,0.007985328895292817,0,159,115.88673309685821
gaussian,500,5212500,7312009,11,0.2645014557988484,0.2629427706074822,0.26270811987752296,0.006780060684010874,0,115,115.69098247853117
gaussian,500,5212500,7312009,12,0.26270811987752296,0.26161067352975304,0.2614443915689669,0.004810389222629266,0,95,115.8906691583289
gaussian,500,5212500,7312009,13,0.2614443915689669,0.2605383149528525,0.26037198115175125,0.004101868128744239,0,91,116.16335629803416
gaussian,500,5212500,7312009,14,0.26037198115175125,0.2594889169291636,0.2593715625030194,0.003842266914844344,0,64,116.92557535810799
gaussian,500,5212500,7312009,15,0.2593715625030194,0.25875750877764386,0.25865612723872083,0.0027583411897371788,0,57,116.64675228432675
gaussian,500,5212500,7312009,16,0.25865612723872083,0.2580880562800458,0.2580157170372201,0.0024759135162867748,0,51,117.02849223936595
gaussian,500,5212500,7312009,17,0.2580157170372201,0.2575589612059856,0.257483541711492,0.002062569411813429,0,51,117.60803959249655
gaussian,500,5212500,7312009,18,0.257483541711492,0.2570080662819265,0.25695947646955375,0.002035334912883386,0,49,117.4182397906694
gaussian,500,5212500,7312009,19,0.25695947646955375,0.25644740259867854,0.256388890940508,0.0022205272865792546,0,46,117.87290332085804
gaussian,500,5212500,7312009,20,0.256388890940508,0.255934086816243,0.25588941474293747,0.0019481194982290076,0,47,117.94967474348974
gaussian,500,5212500,7312009,21,0.25588941474293747,0.25544855289222296,0.25539628324780145,0.00192712737113966,0,43,117.29263662887915
gaussian,500,5212500,7312009,22,0.25539628324780145,0.2549892413529088,0.25494210147298363,0.0017783413644165817,0,34,117.35042465801008
gaussian,500,5212500,7312009,23,0.25494210147298363,0.2546148980569786,0.25458534621463846,0.0013993579572927877,0,25,116.57680512748398
gaussian,500,5212500,7312009,24,0.25458534621463846,0.2543456725110805,0.2543142958780548,0.0010646737552409038,0,24,116.35802279552962
gaussian,500,5212500,7312009,25,0.2543142958780548,0.254092171056992,0.25407756698996703,0.0009308516741870548,0,24,115.32130331369035
gaussian,500,5212500,7312009,26,0.25407756698996703,0.2538588367465247,0.2538403325050967,0.0009337088971719767,0,19,115.1400363251874
gaussian,500,5212500,7312009,27,0.2538403325050967,0.25366204955184407,0.2536484579515784,0.000755886787669627,0,15,114.4853413134776
gaussian,500,5212500,7312009,28,0.2536484579515784,0.253506875809684,0.253500123409385,0.0005848036427713909,0,14,113.81547160787633
gaussian,500,5212500,7312009,29,0.253500123409385,0.253364385179011,0.2533557483289042,0.00056952666743938,0,8,113.8364687776259
gaussian,500,5212500,7312009,30,0.2533557483289042,0.2532784593632235,0.2532773801639041,0.0003093206509699067,0,5,113.3746691656609
gaussian,500,5212500,7312009,31,0.2532773801639041,0.2532368460799876,0.25323424874327033,0.0001702932200493698,0,8,113.50335573916854
gaussian,500,5212500,7312009,32,0.25323424874327033,0.2531619073044997,0.2531500996711873,0.00033229735906832315,0,10,113.95969015810175
gaussian,500,5212500,7312009,33,0.2531500996711873,0.25306102164120525,0.2530524786330418,0.00038562512229810454,0,8,114.09857348625417
gaussian,500,5212500,7312009,34,0.2530524786330418,0.2529744044686812,0.25297169717238444,0.00031922809487481337,0,7,113.93286942646193
gaussian,500,5212500,7312009,35,0.25297169717238444,0.252903126963969,0.25289794724352077,0.00029153430873102184,0,9,114.26015950838807
gaussian,500,5212500,7312009,36,0.25289794724352077,0.252812375812429,0.2528028704152435,0.000375949387148249,0,14,114.53846242446717
gaussian,500,5212500,7312009,37,0.2528028704152435,0.2526718039975004,0.2526587916933025,0.0005699251820374554,0,21,114.25689670187906
gaussian,500,5212500,7312009,38,0.2526587916933025,0.252442585912635,0.25241867590429773,0.0009503559618707545,0,18,113.91153104043127
gaussian,500,5212500,7312009,39,0.25241867590429773,0.25225477020683107,0.2522418100545213,0.000700684484390129,0,17,114.30917682280281
gaussian,500,5212500,7312009,40,0.2522418100545213,0.2520765331424958,0.2520687960200502,0.0006859054588676935,0,8,114.5212450049653
gaussian,500,5212500,7312009,41,0.2520687960200502,0.2519806660169076,0.25196938305248195,0.000394388235029143,0,9,114.35382491769973
gaussian,500,5212500,7312009,42,0.25196938305248195,0.25188705223309893,0.2518809926153157,0.0003507983235718397,0,7,114.36558878174408
gaussian,500,5212500,7312009,43,0.2518809926153157,0.25181629201189026,0.25181038030691194,0.00028033996400679106,0,7,113.74604745839757
gaussian,500,5212500,7312009,44,0.25181038030691194,0.2517457223248341,0.25174550946523816,0.00025761782177015455,0,2,114.22698558317525
gaussian,500,5212500,7312009,45,0.25174550946523816,0.25172600758249974,0.25172600758249974,7.746665582969664e-05,0,0,114.45953760890036
gaussian,500,5212500,7312009,46,0.25172600758249974,0.25172600758249974,0.25172600758249974,0.0,1,0,114.45953760890036
gaussian,500,5212500,7312009,47,0.25172600758249974,0.25172600758249974,0.25172600758249974,0.0,2,0,114.45953760890036
gaussian,500,5212500,7312009,48,0.25172600758249974,0.25172600758249974,0.25172600758249974,0.0,3,0,114.45953760890036
gaussian,500,5212500,7312009,49,0.25172600758249974,0.25172600758249974,0.25172600758249974,0.0,4,0,114.45953760890036
gaussian,500,5212500,7312009,50,0.25172600758249974,0.25172600758249974,0.25172600758249974,0.0,5,0,114.45953760890036
gaussian,500,5212500,7312010,1,0.4043509588310823,0.3605315415073563,0.34364474650722704,0.15013248020815326,0,1775,96.99879320924826
gaussian,500,5212500,7312010,2,0.34364474650722704,0.3227253901803189,0.31511709699919416,0.0830149443516458,0,1058,113.72489355032738
gaussian,500,5212500,7312010,3,0.31511709699919416,0.3033015856204111,0.29914485997250706,0.050686672284011115,0,704,121.1769113019242
gaussian,500,5212500,7312010,4,0.29914485997250706,0.2914639404488622,0.28930932738351073,0.03287882863807276,0,487,119.1920069573689
gaussian,500,5212500,7312010,5,0.28930932738351073,0.2840217912486171,0.282730580630323,0.02273949067831769,0,345,120.48629781624803
gaussian,500,5212500,7312010,6,0.282730580630323,0.27927809969386497,0.27830123867068096,0.015666299520084578,0,299,120.50963865816897
gaussian,500,5212500,7312010,7,0.27830123867068096,0.2751827745528564,0.2743830873394966,0.014078813841790909,0,243,125.0849717634664
gaussian,500,5212500,7312010,8,0.2743830873394966,0.2719161199740508,0.271392103842983,0.010900757497537886,0,200,125.43704399981793
gaussian,500,5212500,7312010,9,0.271392103842983,0.2693800931568079,0.2689902910689018,0.008849972936098344,0,162,124.63294856643834
gaussian,500,5212500,7312010,10,0.2689902910689018,0.26740186674128746,0.2670916196480678,0.007058512830664408,0,132,124.73910397571592
gaussian,500,5212500,7312010,11,0.2670916196480678,0.26582863005846363,0.26565031912752085,0.005396277586118564,0,96,125.3384638830871
gaussian,500,5212500,7312010,12,0.26565031912752085,0.2647170889248293,0.2645905643897761,0.003989284640144027,0,81,125.03924480156059
gaussian,500,5212500,7312010,13,0.2645905643897761,0.2638241239770989,0.26369875012441557,0.003370544476585131,0,76,125.47747739656798
gaussian,500,5212500,7312010,14,0.26369875012441557,0.26299148399362093,0.26289381352752167,0.003052485446040699,0,65,125.70217217837988
gaussian,500,5212500,7312010,15,0.26289381352752167,0.26229767164780543,0.26220909204750614,0.0026045553177075614,0,69,124.60855331777219
gaussian,500,5212500,7312010,16,0.26220909204750614,0.26154808480095526,0.2614606756889851,0.002854273101961791,0,62,124.00054984702179
gaussian,500,5212500,7312010,17,0.2614606756889851,0.26087747712893977,0.2608052546870857,0.002506767031685699,0,47,125.1545144193778
gaussian,500,5212500,7312010,18,0.2608052546870857,0.2603585469088199,0.2603270956647206,0.0018333948943581803,0,23,125.12414237603019
gaussian,500,5212500,7312010,19,0.2603270956647206,0.2601112554126311,0.26008116867810416,0.0009446845553610595,0,21,125.77090910693764
