ITQ96_fractional_R3,HAAR96_min_seed_fractional_R3,HAAR96_max_seed_fractional_R3,ITQ_vs_HAAR_envelope,ITQ_native_rank_spearman_mean,HAAR96_native_rank_spearman_mean
0.14220856478786312,0.12991972305653088,0.14360296073813988,WITHIN,0.2682885763103745,0.25975666351188714
