gold_cardinality_stratum,questions_valid,native_fractional_R3,haar96_mean_fractional_R3,native_minus_haar_pp
multi,432,0.1270830327080327,0.07546804463190557,5.1614988076127135
one,1103,0.2794197642792384,0.16208522212148685,11.733454215775158
