question_id,geometry,method,itq_seed,gold_mean,gold_median,non_gold_mean,non_gold_median,nearest_gold,nearest_non_gold,separation_non_gold_minus_gold_mean,gold_minus_non_gold_mean
1d4e3b97,HAMMING,SIGN96_CENTERED,,28.0,28.0,48.20127118644068,48.0,25.0,25.0,20.201271186440678,
1d4e3b97,HAMMING,ITQ96_CENTERED,101.0,7.5,7.5,48.07415254237288,49.0,7.0,5.0,40.57415254237288,
1d4e3b97,HAMMING,ITQ96_CENTERED,202.0,7.0,7.0,48.19703389830509,49.0,6.0,7.0,41.19703389830509,
1d4e3b97,HAMMING,ITQ96_CENTERED,303.0,10.0,10.0,47.95338983050848,49.0,9.0,7.0,37.95338983050848,
1d4e3b97,HAMMING,ITQ96_CENTERED,404.0,9.0,9.0,48.184322033898304,49.0,7.0,5.0,39.184322033898304,
1d4e3b97,HAMMING,ITQ96_CENTERED,505.0,12.0,12.0,48.067796610169495,49.0,12.0,8.0,36.067796610169495,
1d4e3b97,COSINE,FLOAT96_UNCENTERED,,0.8617186318332735,0.8617186318332735,0.09315025571182868,0.058953763422777195,0.8773926759981113,0.8683136167728623,-0.7685683761214448,0.7685683761214448
1d4e3b97,COSINE,FLOAT96_CENTERED,,0.851061471924815,0.851061471924815,-0.0028821393061108243,-0.031866521864904115,0.8689368619489325,0.8518332225648363,-0.8539436112309258,0.8539436112309258
1da05512,HAMMING,SIGN96_CENTERED,,24.5,24.5,47.56956521739131,48.0,24.0,25.0,23.069565217391307,
1da05512,HAMMING,ITQ96_CENTERED,101.0,9.5,9.5,48.143478260869564,49.0,6.0,9.0,38.643478260869564,
1da05512,HAMMING,ITQ96_CENTERED,202.0,13.0,13.0,48.05652173913043,49.0,12.0,10.0,35.05652173913043,
1da05512,HAMMING,ITQ96_CENTERED,303.0,9.0,9.0,48.31739130434783,49.0,6.0,5.0,39.31739130434783,
1da05512,HAMMING,ITQ96_CENTERED,404.0,12.0,12.0,48.05434782608695,49.0,10.0,11.0,36.05434782608695,
1da05512,HAMMING,ITQ96_CENTERED,505.0,8.0,8.0,48.18695652173913,49.0,6.0,8.0,40.18695652173913,
1da05512,COSINE,FLOAT96_UNCENTERED,,0.8114832667983529,0.8114832667983529,0.0873269535440582,0.06535851960127213,0.8283070886329797,0.8372325866746085,-0.7241563132542947,0.7241563132542947
1da05512,COSINE,FLOAT96_CENTERED,,0.7921936616359357,0.7921936616359357,-0.004477695128779885,-0.02552108782994529,0.8109348862363628,0.8249475404852232,-0.7966713567647157,0.7966713567647157
1de5cff2,HAMMING,SIGN96_CENTERED,,29.0,29.0,47.19703389830509,47.0,29.0,22.0,18.197033898305087,
1de5cff2,HAMMING,ITQ96_CENTERED,101.0,5.0,5.0,47.86652542372882,49.0,5.0,1.0,42.86652542372882,
1de5cff2,HAMMING,ITQ96_CENTERED,202.0,2.0,2.0,47.889830508474574,49.0,2.0,2.0,45.889830508474574,
1de5cff2,HAMMING,ITQ96_CENTERED,303.0,4.0,4.0,47.644067796610166,49.0,4.0,1.0,43.644067796610166,
1de5cff2,HAMMING,ITQ96_CENTERED,404.0,4.0,4.0,48.09322033898305,49.0,4.0,2.0,44.09322033898305,
1de5cff2,HAMMING,ITQ96_CENTERED,505.0,7.0,7.0,47.97457627118644,49.0,7.0,3.0,40.97457627118644,
1de5cff2,COSINE,FLOAT96_UNCENTERED,,0.9265447839431703,0.9265447839431703,0.08459797459162385,0.04814154624677401,0.9265447839431703,0.9504961393217141,-0.8419468093515464,0.8419468093515464
1de5cff2,COSINE,FLOAT96_CENTERED,,0.9190931275419356,0.9190931275419356,-0.0017057861669727314,-0.031732090840237634,0.9190931275419356,0.9465988337545074,-0.9207989137089083,0.9207989137089083
1e043500,HAMMING,SIGN96_CENTERED,,10.0,10.0,47.587426326129666,48.0,10.0,14.0,37.587426326129666,
1e043500,HAMMING,ITQ96_CENTERED,101.0,11.0,11.0,47.95677799607073,48.0,11.0,13.0,36.95677799607073,
1e043500,HAMMING,ITQ96_CENTERED,202.0,10.0,10.0,47.8762278978389,48.0,10.0,11.0,37.8762278978389,
1e043500,HAMMING,ITQ96_CENTERED,303.0,11.0,11.0,48.30058939096267,49.0,11.0,11.0,37.30058939096267,
1e043500,HAMMING,ITQ96_CENTERED,404.0,15.0,15.0,48.03536345776031,49.0,15.0,19.0,33.03536345776031,
1e043500,HAMMING,ITQ96_CENTERED,505.0,8.0,8.0,47.92927308447937,49.0,8.0,10.0,39.92927308447937,
1e043500,COSINE,FLOAT96_UNCENTERED,,0.8565660670929182,0.8565660670929182,0.0725509464625423,0.050021150945276704,0.8565660670929182,0.8199664027246897,-0.7840151206303758,0.7840151206303758
1e043500,COSINE,FLOAT96_CENTERED,,0.8453996828188765,0.8453996828188765,-0.0014458720700524547,-0.025372697615410573,0.8453996828188765,0.8000226716071638,-0.8468455548889289,0.8468455548889289
1f2b8d4f,HAMMING,SIGN96_CENTERED,,39.5,39.5,47.667307692307695,48.0,38.0,21.0,8.167307692307695,
1f2b8d4f,HAMMING,ITQ96_CENTERED,101.0,15.5,15.5,48.065384615384616,49.0,14.0,9.0,32.565384615384616,
1f2b8d4f,HAMMING,ITQ96_CENTERED,202.0,18.0,18.0,48.026923076923076,49.0,17.0,4.0,30.026923076923076,
1f2b8d4f,HAMMING,ITQ96_CENTERED,303.0,18.0,18.0,48.488461538461536,50.0,15.0,11.0,30.488461538461536,
1f2b8d4f,HAMMING,ITQ96_CENTERED,404.0,13.5,13.5,47.99423076923077,49.0,11.0,9.0,34.49423076923077,
1f2b8d4f,HAMMING,ITQ96_CENTERED,505.0,13.5,13.5,48.27884615384615,50.0,12.0,8.0,34.77884615384615,
1f2b8d4f,COSINE,FLOAT96_UNCENTERED,,0.8085659737028952,0.8085659737028952,0.0906746039158638,0.04950029027692414,0.8361698126797553,0.8960017887055466,-0.7178913697870314,0.7178913697870314
1f2b8d4f,COSINE,FLOAT96_CENTERED,,0.7877800856413099,0.7877800856413099,-0.0021635942893629724,-0.041781637361525306,0.8180977702450103,0.885546954683838,-0.7899436799306728,0.7899436799306728
1faac195,HAMMING,SIGN96_CENTERED,,23.0,23.0,48.32048681541582,48.0,23.0,30.0,25.32048681541582,
1faac195,HAMMING,ITQ96_CENTERED,101.0,7.0,7.0,48.294117647058826,49.0,7.0,10.0,41.294117647058826,
1faac195,HAMMING,ITQ96_CENTERED,202.0,7.0,7.0,47.66328600405679,48.0,7.0,9.0,40.66328600405679,
1faac195,HAMMING,ITQ96_CENTERED,303.0,8.0,8.0,48.630831643002026,49.0,8.0,9.0,40.630831643002026,
1faac195,HAMMING,ITQ96_CENTERED,404.0,8.0,8.0,47.953346855983774,49.0,8.0,6.0,39.953346855983774,
1faac195,HAMMING,ITQ96_CENTERED,505.0,7.0,7.0,48.05882352941177,49.0,7.0,12.0,41.05882352941177,
1faac195,COSINE,FLOAT96_UNCENTERED,,0.8684460547819903,0.8684460547819903,0.062031642578504846,0.034724581219650906,0.8684460547819903,0.8318696613426582,-0.8064144122034855,0.8064144122034855
1faac195,COSINE,FLOAT96_CENTERED,,0.8630677207918402,0.8630677207918402,-0.0030388722196972346,-0.021745492193758688,0.8630677207918402,0.8234913759461928,-0.8661065930115375,0.8661065930115375
2133c1b5,HAMMING,SIGN96_CENTERED,,25.5,25.5,48.629558541266796,49.0,22.0,23.0,23.129558541266796,
2133c1b5,HAMMING,ITQ96_CENTERED,101.0,26.0,26.0,48.26487523992323,50.0,20.0,22.0,22.264875239923228,
2133c1b5,HAMMING,ITQ96_CENTERED,202.0,24.5,24.5,47.550863723608444,48.0,18.0,15.0,23.050863723608444,
2133c1b5,HAMMING,ITQ96_CENTERED,303.0,24.5,24.5,48.257197696737045,49.0,18.0,18.0,23.757197696737045,
2133c1b5,HAMMING,ITQ96_CENTERED,404.0,20.5,20.5,48.05566218809981,49.0,18.0,19.0,27.55566218809981,
2133c1b5,HAMMING,ITQ96_CENTERED,505.0,28.0,28.0,48.119001919385795,49.0,26.0,24.0,20.119001919385795,
2133c1b5,COSINE,FLOAT96_UNCENTERED,,0.6646871571446018,0.6646871571446018,0.10937896548170616,0.07956320740702255,0.7055040758961785,0.7323593287499828,-0.5553081916628957,0.5553081916628957
2133c1b5,COSINE,FLOAT96_CENTERED,,0.6219063375422731,0.6219063375422731,-0.0021882047132539516,-0.04254997187512391,0.6698078803553145,0.6961696022759597,-0.6240945422555271,0.6240945422555271
21436231,HAMMING,SIGN96_CENTERED,,7.0,7.0,47.61643835616438,48.0,7.0,15.0,40.61643835616438,
21436231,HAMMING,ITQ96_CENTERED,101.0,2.0,2.0,48.09001956947162,49.0,2.0,5.0,46.09001956947162,
21436231,HAMMING,ITQ96_CENTERED,202.0,1.0,1.0,48.02739726027397,49.0,1.0,5.0,47.02739726027397,
21436231,HAMMING,ITQ96_CENTERED,303.0,1.0,1.0,48.054794520547944,49.0,1.0,4.0,47.054794520547944,
21436231,HAMMING,ITQ96_CENTERED,404.0,2.0,2.0,48.20156555772994,49.0,2.0,7.0,46.20156555772994,
21436231,HAMMING,ITQ96_CENTERED,505.0,5.0,5.0,48.05675146771037,49.0,5.0,5.0,43.05675146771037,
21436231,COSINE,FLOAT96_UNCENTERED,,0.9467641302120211,0.9467641302120211,0.0562626656989452,0.029369470205061567,0.9467641302120211,0.8991304614368567,-0.8905014645130759,0.8905014645130759
21436231,COSINE,FLOAT96_CENTERED,,0.9446044142688019,0.9446044142688019,-0.0019997000648343936,-0.030380782131460896,0.9446044142688019,0.8940351629744926,-0.9466041143336363,0.9466041143336363
21d02d0d,HAMMING,SIGN96_CENTERED,,22.5,22.5,48.01414141414141,48.0,19.0,24.0,25.514141414141413,
21d02d0d,HAMMING,ITQ96_CENTERED,101.0,21.5,21.5,48.153535353535354,49.0,19.0,20.0,26.653535353535354,
21d02d0d,HAMMING,ITQ96_CENTERED,202.0,20.5,20.5,48.23232323232323,49.0,16.0,21.0,27.732323232323232,
21d02d0d,HAMMING,ITQ96_CENTERED,303.0,23.5,23.5,47.892929292929296,49.0,23.0,20.0,24.392929292929296,
21d02d0d,HAMMING,ITQ96_CENTERED,404.0,19.0,19.0,48.55353535353535,50.0,18.0,25.0,29.553535353535352,
21d02d0d,HAMMING,ITQ96_CENTERED,505.0,22.0,22.0,47.94949494949495,49.0,19.0,18.0,25.949494949494948,
21d02d0d,COSINE,FLOAT96_UNCENTERED,,0.7157313960034453,0.7157313960034453,0.12486086401459656,0.08776564913484575,0.7647382518014076,0.7326103498561864,-0.5908705319888488,0.5908705319888488
21d02d0d,COSINE,FLOAT96_CENTERED,,0.6605955113538247,0.6605955113538247,-0.0015384056204801263,-0.04229668412409758,0.7223821528166557,0.6809531760552082,-0.6621339169743048,0.6621339169743048
22d2cb42,HAMMING,SIGN96_CENTERED,,28.0,28.0,47.851694915254235,48.0,28.0,11.0,19.851694915254235,
22d2cb42,HAMMING,ITQ96_CENTERED,101.0,16.0,16.0,48.09110169491525,49.0,16.0,7.0,32.09110169491525,
22d2cb42,HAMMING,ITQ96_CENTERED,202.0,17.0,17.0,48.067796610169495,49.0,17.0,6.0,31.067796610169495,
22d2cb42,HAMMING,ITQ96_CENTERED,303.0,16.0,16.0,47.6271186440678,49.0,16.0,8.0,31.6271186440678,
22d2cb42,HAMMING,ITQ96_CENTERED,404.0,21.0,21.0,48.00847457627118,49.0,21.0,6.0,27.008474576271183,
22d2cb42,HAMMING,ITQ96_CENTERED,505.0,18.0,18.0,47.82203389830509,49.0,18.0,3.0,29.822033898305087,
22d2cb42,COSINE,FLOAT96_UNCENTERED,,0.7448553670819241,0.7448553670819241,0.04549191683819833,0.017333026584786256,0.7448553670819241,0.9177128901163683,-0.6993634502437258,0.6993634502437258
22d2cb42,COSINE,FLOAT96_CENTERED,,0.7367777517516209,0.7367777517516209,-0.001665358397245361,-0.02131028300410087,0.7367777517516209,0.9158946104554513,-0.7384431101488662,0.7384431101488662
2311e44b,HAMMING,SIGN96_CENTERED,,26.5,26.5,47.86965376782077,48.0,17.0,10.0,21.369653767820772,
2311e44b,HAMMING,ITQ96_CENTERED,101.0,19.5,19.5,48.33197556008147,49.0,5.0,5.0,28.831975560081467,
2311e44b,HAMMING,ITQ96_CENTERED,202.0,18.0,18.0,48.29327902240326,49.0,6.0,2.0,30.29327902240326,
2311e44b,HAMMING,ITQ96_CENTERED,303.0,18.0,18.0,48.17107942973524,49.0,7.0,4.0,30.171079429735236,
2311e44b,HAMMING,ITQ96_CENTERED,404.0,16.5,16.5,47.77800407331976,48.0,6.0,4.0,31.278004073319757,
2311e44b,HAMMING,ITQ96_CENTERED,505.0,17.0,17.0,48.14256619144603,49.0,7.0,5.0,31.14256619144603,
2311e44b,COSINE,FLOAT96_UNCENTERED,,0.7841761052859075,0.7841761052859075,0.05127325669562692,0.022839175290461103,0.9168855895802535,0.9322826173857593,-0.7329028485902807,0.7329028485902807
2311e44b,COSINE,FLOAT96_CENTERED,,0.7705234932928726,0.7705234932928726,-0.0032887239859326015,-0.02288194817033135,0.9136164969789159,0.9302432570409986,-0.7738122172788052,0.7738122172788052
2318644b,HAMMING,SIGN96_CENTERED,,30.0,30.0,47.550863723608444,47.0,22.0,22.0,17.550863723608444,
2318644b,HAMMING,ITQ96_CENTERED,101.0,26.0,26.0,48.397312859884835,50.0,17.0,19.0,22.397312859884835,
2318644b,HAMMING,ITQ96_CENTERED,202.0,29.0,29.0,48.02495201535508,49.0,20.0,20.0,19.024952015355083,
2318644b,HAMMING,ITQ96_CENTERED,303.0,28.0,28.0,48.00383877159309,49.0,22.0,22.0,20.003838771593088,
2318644b,HAMMING,ITQ96_CENTERED,404.0,29.0,29.0,48.076775431861805,49.0,22.0,21.0,19.076775431861805,
2318644b,HAMMING,ITQ96_CENTERED,505.0,30.0,30.0,48.36468330134357,50.0,22.0,23.0,18.364683301343568,
2318644b,COSINE,FLOAT96_UNCENTERED,,0.5594894019401985,0.5594894019401985,0.10163261027826724,0.062169088746685024,0.6966203558631401,0.6673330069671186,-0.4578567916619312,0.4578567916619312
2318644b,COSINE,FLOAT96_CENTERED,,0.516109056794976,0.516109056794976,-0.0022885207929369406,-0.038511366615725705,0.6649739091974534,0.6188269691411118,-0.5183975775879129,0.5183975775879129
25e5aa4f,HAMMING,SIGN96_CENTERED,,48.0,48.0,47.26732673267327,48.0,48.0,19.0,-0.7326732673267315,
25e5aa4f,HAMMING,ITQ96_CENTERED,101.0,33.0,33.0,47.984158415841584,49.0,33.0,7.0,14.984158415841584,
25e5aa4f,HAMMING,ITQ96_CENTERED,202.0,28.0,28.0,47.9009900990099,49.0,28.0,9.0,19.900990099009903,
25e5aa4f,HAMMING,ITQ96_CENTERED,303.0,30.0,30.0,48.01980198019802,49.0,30.0,5.0,18.019801980198018,
25e5aa4f,HAMMING,ITQ96_CENTERED,404.0,28.0,28.0,48.0019801980198,49.0,28.0,10.0,20.0019801980198,
25e5aa4f,HAMMING,ITQ96_CENTERED,505.0,26.0,26.0,48.0019801980198,49.0,26.0,11.0,22.0019801980198,
25e5aa4f,COSINE,FLOAT96_UNCENTERED,,0.5050624657590987,0.5050624657590987,0.07444570148160157,0.03677832039486491,0.5050624657590987,0.8976691151138367,-0.4306167642774972,0.4306167642774972
25e5aa4f,COSINE,FLOAT96_CENTERED,,0.4555681116495704,0.4555681116495704,-0.00015803151521148344,-0.03533593796688062,0.4555681116495704,0.8878731097182216,-0.4557261431647819,0.4557261431647819
2698e78f,HAMMING,SIGN96_CENTERED,,30.0,30.0,48.13655462184874,48.0,27.0,15.0,18.136554621848738,
2698e78f,HAMMING,ITQ96_CENTERED,101.0,15.5,15.5,47.911764705882355,49.0,8.0,5.0,32.411764705882355,
2698e78f,HAMMING,ITQ96_CENTERED,202.0,17.0,17.0,47.6827731092437,48.0,8.0,8.0,30.682773109243698,
2698e78f,HAMMING,ITQ96_CENTERED,303.0,16.5,16.5,48.02731092436975,49.0,10.0,8.0,31.52731092436975,
2698e78f,HAMMING,ITQ96_CENTERED,404.0,17.5,17.5,48.16596638655462,49.0,11.0,10.0,30.665966386554622,
2698e78f,HAMMING,ITQ96_CENTERED,505.0,15.5,15.5,48.075630252100844,49.0,14.0,11.0,32.575630252100844,
2698e78f,COSINE,FLOAT96_UNCENTERED,,0.7769012153865767,0.7769012153865767,0.04756420048096334,0.013531149917093317,0.8389465686033555,0.877745851426681,-0.7293370149056134,0.7293370149056134
2698e78f,COSINE,FLOAT96_CENTERED,,0.7638395419370948,0.7638395419370948,-0.0034311217508327836,-0.026989564194899125,0.8310165319096401,0.8740194418078194,-0.7672706636879276,0.7672706636879276
26bdc477,HAMMING,SIGN96_CENTERED,,19.5,19.5,48.59475806451613,48.0,16.0,21.0,29.094758064516128,
26bdc477,HAMMING,ITQ96_CENTERED,101.0,16.5,16.5,47.97379032258065,49.0,16.0,6.0,31.473790322580648,
26bdc477,HAMMING,ITQ96_CENTERED,202.0,13.5,13.5,48.042338709677416,49.0,12.0,14.0,34.542338709677416,
26bdc477,HAMMING,ITQ96_CENTERED,303.0,15.5,15.5,48.020161290322584,49.0,15.0,14.0,32.520161290322584,
26bdc477,HAMMING,ITQ96_CENTERED,404.0,15.5,15.5,48.48991935483871,50.0,15.0,12.0,32.98991935483871,
26bdc477,HAMMING,ITQ96_CENTERED,505.0,14.0,14.0,48.15120967741935,49.0,13.0,15.0,34.15120967741935,
26bdc477,COSINE,FLOAT96_UNCENTERED,,0.8153909116206951,0.8153909116206951,0.06826336319791357,0.034297865334075445,0.8708801976876166,0.8658559141160589,-0.7471275484227815,0.7471275484227815
26bdc477,COSINE,FLOAT96_CENTERED,,0.7986481740072062,0.7986481740072062,-0.0023285319011513337,-0.02312445664958384,0.8600378843338597,0.8524427253326522,-0.8009767059083576,0.8009767059083576
27016adc,HAMMING,SIGN96_CENTERED,,32.5,32.5,48.149284253578735,48.0,21.0,23.0,15.649284253578735,
27016adc,HAMMING,ITQ96_CENTERED,101.0,19.5,19.5,48.280163599182,50.0,6.0,7.0,28.780163599182004,
27016adc,HAMMING,ITQ96_CENTERED,202.0,24.5,24.5,47.85889570552147,49.0,12.0,7.0,23.35889570552147,
27016adc,HAMMING,ITQ96_CENTERED,303.0,19.0,19.0,48.210633946830264,49.0,9.0,9.0,29.210633946830264,
27016adc,HAMMING,ITQ96_CENTERED,404.0,22.5,22.5,48.194274028629856,49.0,12.0,6.0,25.694274028629856,
27016adc,HAMMING,ITQ96_CENTERED,505.0,25.0,25.0,48.057259713701434,49.0,10.0,6.0,23.057259713701434,
27016adc,COSINE,FLOAT96_UNCENTERED,,0.6784765615093354,0.6784765615093354,0.0770734444753276,0.041997989898764236,0.8469757678575192,0.8955909060093588,-0.6014031170340078,0.6014031170340078
27016adc,COSINE,FLOAT96_CENTERED,,0.6491287157928456,0.6491287157928456,-0.00276205214865581,-0.03336040398953302,0.8368702552794892,0.8858022358647861,-0.6518907679415014,0.6518907679415014
2788b940,HAMMING,SIGN96_CENTERED,,43.2,44.0,48.5,49.0,38.0,33.0,5.299999999999997,
2788b940,HAMMING,ITQ96_CENTERED,101.0,28.8,27.0,48.01914893617021,49.0,26.0,20.0,19.21914893617021,
2788b940,HAMMING,ITQ96_CENTERED,202.0,30.0,29.0,48.39148936170213,49.0,26.0,19.0,18.391489361702128,
2788b940,HAMMING,ITQ96_CENTERED,303.0,26.0,26.0,48.00425531914894,49.0,24.0,20.0,22.00425531914894,
2788b940,HAMMING,ITQ96_CENTERED,404.0,26.2,27.0,48.55106382978723,50.0,19.0,20.0,22.351063829787233,
2788b940,HAMMING,ITQ96_CENTERED,505.0,27.4,27.0,47.8,49.0,26.0,19.0,20.4,
2788b940,COSINE,FLOAT96_UNCENTERED,,0.6077626036472997,0.6162723239230152,0.08819616556111058,0.03515983788074062,0.6362876758242861,0.6874772881215807,-0.5195664380861892,0.5195664380861892
2788b940,COSINE,FLOAT96_CENTERED,,0.564631902328468,0.5764967079542878,-0.005163221937777266,-0.0493240701356741,0.5954508959102149,0.6622461910404495,-0.5697951242662453,0.5697951242662453
28bcfaac,HAMMING,SIGN96_CENTERED,,18.0,18.0,48.170340681362724,48.0,18.0,25.0,30.170340681362724,
28bcfaac,HAMMING,ITQ96_CENTERED,101.0,3.0,3.0,48.33266533066132,49.0,3.0,5.0,45.33266533066132,
28bcfaac,HAMMING,ITQ96_CENTERED,202.0,5.0,5.0,48.18236472945892,49.0,5.0,6.0,43.18236472945892,
28bcfaac,HAMMING,ITQ96_CENTERED,303.0,5.0,5.0,48.31663326653307,49.0,5.0,6.0,43.31663326653307,
28bcfaac,HAMMING,ITQ96_CENTERED,404.0,7.0,7.0,48.11823647294589,49.0,7.0,7.0,41.11823647294589,
28bcfaac,HAMMING,ITQ96_CENTERED,505.0,1.0,1.0,47.83967935871743,48.0,1.0,2.0,46.83967935871743,
28bcfaac,COSINE,FLOAT96_UNCENTERED,,0.9518141881719311,0.9518141881719311,0.10166129625382946,0.08729339561986908,0.9518141881719311,0.8864033320919769,-0.8501528919181016,0.8501528919181016
28bcfaac,COSINE,FLOAT96_CENTERED,,0.945719507999194,0.945719507999194,-0.00219120605327819,-0.01964104929379219,0.945719507999194,0.8733293635469651,-0.9479107140524722,0.9479107140524722
28dc39ac,HAMMING,SIGN96_CENTERED,,36.2,35.0,48.3075117370892,48.0,31.0,34.0,12.107511737089197,
28dc39ac,HAMMING,ITQ96_CENTERED,101.0,27.6,26.0,48.24178403755869,49.0,23.0,22.0,20.641784037558686,
28dc39ac,HAMMING,ITQ96_CENTERED,202.0,28.6,28.0,48.42723004694836,50.0,21.0,21.0,19.827230046948358,
28dc39ac,HAMMING,ITQ96_CENTERED,303.0,26.4,27.0,48.46478873239437,49.0,19.0,24.0,22.06478873239437,
28dc39ac,HAMMING,ITQ96_CENTERED,404.0,26.0,24.0,48.21830985915493,50.0,21.0,22.0,22.218309859154928,
28dc39ac,HAMMING,ITQ96_CENTERED,505.0,24.8,26.0,48.732394366197184,50.5,17.0,19.0,23.932394366197183,
28dc39ac,COSINE,FLOAT96_UNCENTERED,,0.6145759115299156,0.6163828038086483,0.09515930519574281,0.03956401575796071,0.7650885976800903,0.6730494049451985,-0.5194166063341729,0.5194166063341729
28dc39ac,COSINE,FLOAT96_CENTERED,,0.5737713708183649,0.5758008796866325,-0.0062798319473442565,-0.05639436965462205,0.7354017224531431,0.6255747779053259,-0.5800512027657092,0.5800512027657092
29f2956b,HAMMING,SIGN96_CENTERED,,32.0,32.0,48.06060606060606,48.0,32.0,29.0,16.060606060606062,
29f2956b,HAMMING,ITQ96_CENTERED,101.0,18.0,18.0,48.21212121212121,49.0,18.0,14.0,30.21212121212121,
29f2956b,HAMMING,ITQ96_CENTERED,202.0,14.0,14.0,48.04646464646465,49.0,14.0,11.0,34.04646464646465,
29f2956b,HAMMING,ITQ96_CENTERED,303.0,14.0,14.0,48.18787878787879,49.0,14.0,10.0,34.18787878787879,
29f2956b,HAMMING,ITQ96_CENTERED,404.0,18.0,18.0,48.13131313131313,49.0,18.0,16.0,30.131313131313128,
29f2956b,HAMMING,ITQ96_CENTERED,505.0,14.0,14.0,48.02424242424242,49.0,14.0,14.0,34.02424242424242,
29f2956b,COSINE,FLOAT96_UNCENTERED,,0.7973990519164454,0.7973990519164454,0.10182928758591456,0.08008608702633584,0.7973990519164454,0.806499315512594,-0.6955697643305309,0.6955697643305309
29f2956b,COSINE,FLOAT96_CENTERED,,0.7753116134459086,0.7753116134459086,-0.0011659234324646465,-0.024594499420901344,0.7753116134459086,0.7834765122994669,-0.7764775368783733,0.7764775368783733
2a1811e2,HAMMING,SIGN96_CENTERED,,28.0,28.0,48.56603773584906,49.0,23.0,20.0,20.566037735849058,
2a1811e2,HAMMING,ITQ96_CENTERED,101.0,23.0,23.0,48.37735849056604,49.0,9.0,8.0,25.37735849056604,
2a1811e2,HAMMING,ITQ96_CENTERED,202.0,23.5,23.5,47.924528301886795,49.0,13.0,9.0,24.424528301886795,
2a1811e2,HAMMING,ITQ96_CENTERED,303.0,26.0,26.0,47.735849056603776,49.0,17.0,11.0,21.735849056603776,
2a1811e2,HAMMING,ITQ96_CENTERED,404.0,24.0,24.0,47.9601677148847,49.0,11.0,7.0,23.960167714884697,
2a1811e2,HAMMING,ITQ96_CENTERED,505.0,23.0,23.0,48.0503144654088,49.0,8.0,10.0,25.050314465408803,
2a1811e2,COSINE,FLOAT96_UNCENTERED,,0.643914505255567,0.643914505255567,0.06712742613069046,0.02735179962790313,0.8078317532233025,0.8234967287933015,-0.5767870791248766,0.5767870791248766
2a1811e2,COSINE,FLOAT96_CENTERED,,0.6133873441421767,0.6133873441421767,-0.002141220981427793,-0.02778356090863449,0.794335860011355,0.8122036327675335,-0.6155285651236044,0.6155285651236044
2b8f3739,HAMMING,SIGN96_CENTERED,,36.333333333333336,35.0,48.13319672131148,48.0,34.0,29.0,11.799863387978142,
2b8f3739,HAMMING,ITQ96_CENTERED,101.0,32.0,29.0,48.13934426229508,49.0,29.0,19.0,16.139344262295083,
2b8f3739,HAMMING,ITQ96_CENTERED,202.0,29.0,24.0,48.01229508196721,49.0,24.0,23.0,19.01229508196721,
2b8f3739,HAMMING,ITQ96_CENTERED,303.0,34.666666666666664,31.0,47.96516393442623,49.0,30.0,19.0,13.298497267759565,
2b8f3739,HAMMING,ITQ96_CENTERED,404.0,31.666666666666668,29.0,48.13319672131148,50.0,26.0,23.0,16.46653005464481,
2b8f3739,HAMMING,ITQ96_CENTERED,505.0,29.666666666666668,26.0,48.243852459016395,50.0,26.0,19.0,18.577185792349727,
2b8f3739,COSINE,FLOAT96_UNCENTERED,,0.524403260170514,0.6026132661132942,0.1032887286791187,0.054109585030847104,0.633613741836266,0.7241457014650879,-0.42111453149139527,0.42111453149139527
2b8f3739,COSINE,FLOAT96_CENTERED,,0.46578855911003086,0.5551673880211121,-0.0021177853065926762,-0.05206409007708622,0.5798838018894213,0.6794257998101785,-0.46790634441662354,0.46790634441662354
2bf43736,HAMMING,SIGN96_CENTERED,,8.0,8.0,48.280922431865825,48.0,8.0,11.0,40.280922431865825,
2bf43736,HAMMING,ITQ96_CENTERED,101.0,0.0,0.0,47.77568134171908,49.0,0.0,1.0,47.77568134171908,
2bf43736,HAMMING,ITQ96_CENTERED,202.0,0.0,0.0,48.34591194968554,49.0,0.0,0.0,48.34591194968554,
2bf43736,HAMMING,ITQ96_CENTERED,303.0,1.0,1.0,48.343815513626836,49.0,1.0,2.0,47.343815513626836,
2bf43736,HAMMING,ITQ96_CENTERED,404.0,0.0,0.0,47.893081761006286,48.0,0.0,3.0,47.893081761006286,
2bf43736,HAMMING,ITQ96_CENTERED,505.0,0.0,0.0,47.890985324947586,49.0,0.0,0.0,47.890985324947586,
2bf43736,COSINE,FLOAT96_UNCENTERED,,0.9862702187151402,0.9862702187151402,0.06129743333470794,0.03222096896682186,0.9862702187151402,0.9683611001442606,-0.9249727853804323,0.9249727853804323
2bf43736,COSINE,FLOAT96_CENTERED,,0.9858801133332783,0.9858801133332783,-0.0028769155091749954,-0.02571264297903823,0.9858801133332783,0.9671522508213247,-0.9887570288424533,0.9887570288424533
2c63a862,HAMMING,SIGN96_CENTERED,,43.5,43.5,48.0607210626186,48.0,34.0,28.0,4.560721062618597,
2c63a862,HAMMING,ITQ96_CENTERED,101.0,35.5,35.5,47.98481973434535,49.0,35.0,24.0,12.48481973434535,
2c63a862,HAMMING,ITQ96_CENTERED,202.0,29.0,29.0,47.64326375711575,49.0,27.0,22.0,18.643263757115747,
2c63a862,HAMMING,ITQ96_CENTERED,303.0,32.0,32.0,47.992409867172675,49.0,29.0,28.0,15.992409867172675,
2c63a862,HAMMING,ITQ96_CENTERED,404.0,33.5,33.5,48.036053130929794,49.0,29.0,29.0,14.536053130929794,
