metric,FLOAT96_UNCENTERED,FLOAT96_CENTERED,centered_minus_uncentered_pp
Fractional_R3,0.4401063829787234,0.44159574468085105,0.14893617021276562
ANY_R3,0.6106382978723405,0.6127659574468085,0.21276595744680327
ALL_R3,0.28936170212765955,0.2872340425531915,-0.21276595744680327
