archive_quartile,n_questions,sign_minus_centered_float_fractional_r3_pp,centered_minus_uncentered_float_fractional_r3_pp,sign_minus_centered_float_any_r3_pp,centered_minus_uncentered_float_any_r3_pp,sign_minus_centered_float_all_r3_pp,centered_minus_uncentered_float_all_r3_pp
Q1,124,9.368279569892474,0.2688172043010752,7.862903225806452,0.8064516129032258,11.088709677419354,-0.8064516129032258
Q2,115,12.130434782608695,0.0,15.782608695652172,0.0,9.173913043478262,0.0
Q3,114,11.969298245614034,-0.5555555555555555,10.482456140350877,-1.7543859649122806,12.412280701754383,0.0
Q4,117,6.8091168091168095,0.8547008547008548,6.23931623931624,1.7094017094017095,6.239316239316239,0.0
