reuse_tertile,n_questions,sign_minus_centered_float_fractional_r3_pp,centered_minus_uncentered_float_fractional_r3_pp,sign_minus_centered_float_any_r3_pp,centered_minus_uncentered_float_any_r3_pp,sign_minus_centered_float_all_r3_pp,centered_minus_uncentered_float_all_r3_pp
low,189,15.213403880070548,-0.5291005291005291,16.084656084656086,-0.5291005291005291,13.5978835978836,-1.0582010582010581
medium,148,7.76463963963964,0.33783783783783783,7.2972972972972965,0.0,7.972972972972972,0.6756756756756757
high,133,5.213032581453634,0.9022556390977442,4.473684210526316,1.5037593984962405,6.203007518796992,0.0
