question_type,n_questions,sign_minus_centered_float_fractional_r3_pp,centered_minus_uncentered_float_fractional_r3_pp,sign_minus_centered_float_any_r3_pp,centered_minus_uncentered_float_any_r3_pp,sign_minus_centered_float_all_r3_pp,centered_minus_uncentered_float_all_r3_pp
single-session-user,64,10.1171875,0.0,9.609375,0.0,10.625,0.0
single-session-assistant,56,4.196428571428572,0.0,4.196428571428572,0.0,4.196428571428572,0.0
single-session-preference,30,8.111111111111112,0.0,10.333333333333334,0.0,10.333333333333334,0.0
temporal-reasoning,127,12.4501312335958,0.8136482939632546,10.905511811023622,0.7874015748031495,14.015748031496065,0.0
knowledge-update,72,10.706018518518519,-0.6944444444444444,11.597222222222221,-1.3888888888888888,10.277777777777779,0.0
multi-session,121,10.247933884297519,0.13774104683195598,11.033057851239668,0.8264462809917356,6.859504132231406,-0.8264462809917356
