method,ANY_R3,ALL_R3,Fractional_R3
FLOAT96_UNCENTERED,0.6106382978723405,0.28936170212765955,0.4401063829787234
FLOAT96_CENTERED,0.6127659574468085,0.2872340425531915,0.44159574468085105
SIGN96_CENTERED,0.7130851063829787,0.38457446808510637,0.5419751773049645
ITQ96_CENTERED,0.5427659574468086,0.22672340425531914,0.376141134751773
