question_id,method,itq_seed,N_archive,min_hamming_distance,candidates_at_min_distance,top3_boundary_distance,candidates_at_top3_boundary_distance,slots_remaining_at_boundary,top3_boundary_tie,boundary_tie_size_median,boundary_tie_size_p90,boundary_tie_size_max
3fdac837,ITQ96_CENTERED,303.0,453,13.0,1.0,15.0,2.0,1.0,1.0,,,
3fdac837,ITQ96_CENTERED,404.0,453,12.0,1.0,14.0,1.0,1.0,0.0,,,
3fdac837,ITQ96_CENTERED,505.0,453,14.0,1.0,16.0,3.0,2.0,1.0,,,
3fe836c9,SIGN96_CENTERED,,449,25.0,2.0,32.0,2.0,1.0,1.0,,,
3fe836c9,ITQ96_CENTERED,101.0,449,23.0,1.0,27.0,1.0,1.0,0.0,,,
3fe836c9,ITQ96_CENTERED,202.0,449,21.0,1.0,25.0,1.0,1.0,0.0,,,
3fe836c9,ITQ96_CENTERED,303.0,449,25.0,1.0,29.0,2.0,1.0,1.0,,,
3fe836c9,ITQ96_CENTERED,404.0,449,22.0,1.0,27.0,2.0,1.0,1.0,,,
3fe836c9,ITQ96_CENTERED,505.0,449,22.0,1.0,26.0,1.0,1.0,0.0,,,
4100d0a0,SIGN96_CENTERED,,523,15.0,1.0,22.0,3.0,2.0,1.0,,,
4100d0a0,ITQ96_CENTERED,101.0,523,7.0,1.0,10.0,2.0,2.0,0.0,,,
4100d0a0,ITQ96_CENTERED,202.0,523,7.0,1.0,11.0,4.0,1.0,1.0,,,
4100d0a0,ITQ96_CENTERED,303.0,523,9.0,2.0,10.0,1.0,1.0,0.0,,,
4100d0a0,ITQ96_CENTERED,404.0,523,5.0,1.0,8.0,3.0,2.0,1.0,,,
4100d0a0,ITQ96_CENTERED,505.0,523,9.0,1.0,11.0,6.0,1.0,1.0,,,
41275add,SIGN96_CENTERED,,531,16.0,1.0,26.0,1.0,1.0,0.0,,,
41275add,ITQ96_CENTERED,101.0,531,23.0,1.0,29.0,2.0,2.0,0.0,,,
41275add,ITQ96_CENTERED,202.0,531,23.0,1.0,29.0,3.0,1.0,1.0,,,
41275add,ITQ96_CENTERED,303.0,531,25.0,1.0,26.0,3.0,2.0,1.0,,,
41275add,ITQ96_CENTERED,404.0,531,20.0,1.0,26.0,4.0,1.0,1.0,,,
41275add,ITQ96_CENTERED,505.0,531,20.0,1.0,26.0,1.0,1.0,0.0,,,
41698283,SIGN96_CENTERED,,476,21.0,1.0,32.0,1.0,1.0,0.0,,,
41698283,ITQ96_CENTERED,101.0,476,18.0,1.0,20.0,1.0,1.0,0.0,,,
41698283,ITQ96_CENTERED,202.0,476,18.0,1.0,20.0,2.0,2.0,0.0,,,
41698283,ITQ96_CENTERED,303.0,476,20.0,1.0,24.0,1.0,1.0,0.0,,,
41698283,ITQ96_CENTERED,404.0,476,20.0,2.0,21.0,1.0,1.0,0.0,,,
41698283,ITQ96_CENTERED,505.0,476,19.0,1.0,20.0,3.0,2.0,1.0,,,
42ec0761,SIGN96_CENTERED,,521,20.0,1.0,22.0,1.0,1.0,0.0,,,
42ec0761,ITQ96_CENTERED,101.0,521,12.0,1.0,17.0,3.0,1.0,1.0,,,
42ec0761,ITQ96_CENTERED,202.0,521,14.0,1.0,18.0,1.0,1.0,0.0,,,
42ec0761,ITQ96_CENTERED,303.0,521,9.0,1.0,13.0,2.0,2.0,0.0,,,
42ec0761,ITQ96_CENTERED,404.0,521,12.0,1.0,14.0,2.0,2.0,0.0,,,
42ec0761,ITQ96_CENTERED,505.0,521,19.0,3.0,19.0,3.0,3.0,0.0,,,
4388e9dd,SIGN96_CENTERED,,477,21.0,1.0,28.0,2.0,1.0,1.0,,,
4388e9dd,ITQ96_CENTERED,101.0,477,7.0,2.0,8.0,2.0,1.0,1.0,,,
4388e9dd,ITQ96_CENTERED,202.0,477,9.0,2.0,10.0,2.0,1.0,1.0,,,
4388e9dd,ITQ96_CENTERED,303.0,477,13.0,1.0,14.0,2.0,2.0,0.0,,,
4388e9dd,ITQ96_CENTERED,404.0,477,8.0,4.0,8.0,4.0,3.0,1.0,,,
4388e9dd,ITQ96_CENTERED,505.0,477,12.0,1.0,13.0,2.0,2.0,0.0,,,
45dc21b6,SIGN96_CENTERED,,485,15.0,1.0,29.0,1.0,1.0,0.0,,,
45dc21b6,ITQ96_CENTERED,101.0,485,15.0,1.0,28.0,4.0,1.0,1.0,,,
45dc21b6,ITQ96_CENTERED,202.0,485,14.0,1.0,21.0,1.0,1.0,0.0,,,
45dc21b6,ITQ96_CENTERED,303.0,485,16.0,2.0,24.0,1.0,1.0,0.0,,,
45dc21b6,ITQ96_CENTERED,404.0,485,11.0,1.0,23.0,1.0,1.0,0.0,,,
45dc21b6,ITQ96_CENTERED,505.0,485,13.0,1.0,25.0,1.0,1.0,0.0,,,
46a3abf7,SIGN96_CENTERED,,503,33.0,2.0,34.0,3.0,1.0,1.0,,,
46a3abf7,ITQ96_CENTERED,101.0,503,17.0,1.0,19.0,1.0,1.0,0.0,,,
46a3abf7,ITQ96_CENTERED,202.0,503,20.0,4.0,20.0,4.0,3.0,1.0,,,
46a3abf7,ITQ96_CENTERED,303.0,503,20.0,1.0,22.0,2.0,1.0,1.0,,,
46a3abf7,ITQ96_CENTERED,404.0,503,19.0,1.0,22.0,2.0,1.0,1.0,,,
46a3abf7,ITQ96_CENTERED,505.0,503,20.0,3.0,20.0,3.0,3.0,0.0,,,
488d3006,SIGN96_CENTERED,,509,11.0,1.0,14.0,1.0,1.0,0.0,,,
488d3006,ITQ96_CENTERED,101.0,509,2.0,1.0,4.0,2.0,2.0,0.0,,,
488d3006,ITQ96_CENTERED,202.0,509,2.0,1.0,6.0,1.0,1.0,0.0,,,
488d3006,ITQ96_CENTERED,303.0,509,3.0,2.0,6.0,3.0,1.0,1.0,,,
488d3006,ITQ96_CENTERED,404.0,509,0.0,2.0,1.0,1.0,1.0,0.0,,,
488d3006,ITQ96_CENTERED,505.0,509,0.0,1.0,5.0,2.0,1.0,1.0,,,
4adc0475,SIGN96_CENTERED,,490,17.0,1.0,24.0,2.0,2.0,0.0,,,
4adc0475,ITQ96_CENTERED,101.0,490,14.0,1.0,19.0,2.0,1.0,1.0,,,
4adc0475,ITQ96_CENTERED,202.0,490,11.0,1.0,16.0,1.0,1.0,0.0,,,
4adc0475,ITQ96_CENTERED,303.0,490,13.0,1.0,17.0,1.0,1.0,0.0,,,
4adc0475,ITQ96_CENTERED,404.0,490,9.0,1.0,15.0,1.0,1.0,0.0,,,
4adc0475,ITQ96_CENTERED,505.0,490,17.0,1.0,18.0,3.0,2.0,1.0,,,
4b24c848,SIGN96_CENTERED,,514,17.0,1.0,24.0,2.0,1.0,1.0,,,
4b24c848,ITQ96_CENTERED,101.0,514,12.0,1.0,17.0,1.0,1.0,0.0,,,
4b24c848,ITQ96_CENTERED,202.0,514,15.0,1.0,19.0,1.0,1.0,0.0,,,
4b24c848,ITQ96_CENTERED,303.0,514,13.0,1.0,17.0,1.0,1.0,0.0,,,
4b24c848,ITQ96_CENTERED,404.0,514,14.0,1.0,18.0,1.0,1.0,0.0,,,
4b24c848,ITQ96_CENTERED,505.0,514,18.0,1.0,20.0,1.0,1.0,0.0,,,
4baee567,SIGN96_CENTERED,,514,12.0,2.0,14.0,1.0,1.0,0.0,,,
4baee567,ITQ96_CENTERED,101.0,514,4.0,2.0,5.0,1.0,1.0,0.0,,,
4baee567,ITQ96_CENTERED,202.0,514,3.0,2.0,6.0,1.0,1.0,0.0,,,
4baee567,ITQ96_CENTERED,303.0,514,2.0,2.0,3.0,1.0,1.0,0.0,,,
4baee567,ITQ96_CENTERED,404.0,514,3.0,2.0,4.0,1.0,1.0,0.0,,,
4baee567,ITQ96_CENTERED,505.0,514,3.0,2.0,5.0,1.0,1.0,0.0,,,
4bc144e2,SIGN96_CENTERED,,530,25.0,3.0,25.0,3.0,3.0,0.0,,,
4bc144e2,ITQ96_CENTERED,101.0,530,11.0,3.0,11.0,3.0,3.0,0.0,,,
4bc144e2,ITQ96_CENTERED,202.0,530,6.0,1.0,7.0,2.0,2.0,0.0,,,
4bc144e2,ITQ96_CENTERED,303.0,530,5.0,1.0,8.0,2.0,2.0,0.0,,,
4bc144e2,ITQ96_CENTERED,404.0,530,8.0,1.0,9.0,2.0,2.0,0.0,,,
4bc144e2,ITQ96_CENTERED,505.0,530,7.0,1.0,8.0,2.0,2.0,0.0,,,
4c36ccef,SIGN96_CENTERED,,521,17.0,1.0,26.0,1.0,1.0,0.0,,,
4c36ccef,ITQ96_CENTERED,101.0,521,5.0,1.0,9.0,2.0,2.0,0.0,,,
4c36ccef,ITQ96_CENTERED,202.0,521,12.0,1.0,16.0,1.0,1.0,0.0,,,
4c36ccef,ITQ96_CENTERED,303.0,521,9.0,2.0,10.0,1.0,1.0,0.0,,,
4c36ccef,ITQ96_CENTERED,404.0,521,9.0,1.0,10.0,2.0,2.0,0.0,,,
4c36ccef,ITQ96_CENTERED,505.0,521,7.0,1.0,10.0,1.0,1.0,0.0,,,
4d6b87c8,SIGN96_CENTERED,,516,16.0,1.0,24.0,1.0,1.0,0.0,,,
4d6b87c8,ITQ96_CENTERED,101.0,516,12.0,1.0,14.0,1.0,1.0,0.0,,,
4d6b87c8,ITQ96_CENTERED,202.0,516,9.0,1.0,16.0,1.0,1.0,0.0,,,
4d6b87c8,ITQ96_CENTERED,303.0,516,10.0,1.0,13.0,1.0,1.0,0.0,,,
4d6b87c8,ITQ96_CENTERED,404.0,516,7.0,1.0,15.0,1.0,1.0,0.0,,,
4d6b87c8,ITQ96_CENTERED,505.0,516,11.0,1.0,15.0,2.0,1.0,1.0,,,
4dfccbf7,SIGN96_CENTERED,,521,28.0,1.0,31.0,2.0,1.0,1.0,,,
4dfccbf7,ITQ96_CENTERED,101.0,521,10.0,1.0,15.0,2.0,2.0,0.0,,,
4dfccbf7,ITQ96_CENTERED,202.0,521,10.0,1.0,11.0,2.0,2.0,0.0,,,
4dfccbf7,ITQ96_CENTERED,303.0,521,13.0,1.0,14.0,2.0,2.0,0.0,,,
4dfccbf7,ITQ96_CENTERED,404.0,521,11.0,1.0,16.0,2.0,1.0,1.0,,,
4dfccbf7,ITQ96_CENTERED,505.0,521,14.0,1.0,15.0,3.0,2.0,1.0,,,
4dfccbf8,SIGN96_CENTERED,,455,32.0,2.0,33.0,1.0,1.0,0.0,,,
4dfccbf8,ITQ96_CENTERED,101.0,455,22.0,2.0,23.0,2.0,1.0,1.0,,,
4dfccbf8,ITQ96_CENTERED,202.0,455,25.0,3.0,25.0,3.0,3.0,0.0,,,
4dfccbf8,ITQ96_CENTERED,303.0,455,22.0,3.0,22.0,3.0,3.0,0.0,,,
4dfccbf8,ITQ96_CENTERED,404.0,455,29.0,2.0,30.0,6.0,1.0,1.0,,,
4dfccbf8,ITQ96_CENTERED,505.0,455,26.0,1.0,27.0,3.0,2.0,1.0,,,
4f54b7c9,SIGN96_CENTERED,,491,27.0,1.0,29.0,2.0,2.0,0.0,,,
4f54b7c9,ITQ96_CENTERED,101.0,491,9.0,1.0,14.0,4.0,1.0,1.0,,,
4f54b7c9,ITQ96_CENTERED,202.0,491,7.0,1.0,12.0,1.0,1.0,0.0,,,
4f54b7c9,ITQ96_CENTERED,303.0,491,11.0,1.0,14.0,1.0,1.0,0.0,,,
4f54b7c9,ITQ96_CENTERED,404.0,491,7.0,1.0,10.0,2.0,2.0,0.0,,,
4f54b7c9,ITQ96_CENTERED,505.0,491,9.0,1.0,11.0,1.0,1.0,0.0,,,
4fd1909e,SIGN96_CENTERED,,554,10.0,1.0,24.0,1.0,1.0,0.0,,,
4fd1909e,ITQ96_CENTERED,101.0,554,7.0,1.0,10.0,1.0,1.0,0.0,,,
4fd1909e,ITQ96_CENTERED,202.0,554,5.0,2.0,8.0,1.0,1.0,0.0,,,
4fd1909e,ITQ96_CENTERED,303.0,554,8.0,1.0,12.0,2.0,1.0,1.0,,,
4fd1909e,ITQ96_CENTERED,404.0,554,5.0,2.0,11.0,2.0,1.0,1.0,,,
4fd1909e,ITQ96_CENTERED,505.0,554,9.0,2.0,11.0,1.0,1.0,0.0,,,
5025383b,SIGN96_CENTERED,,446,23.0,1.0,26.0,1.0,1.0,0.0,,,
5025383b,ITQ96_CENTERED,101.0,446,5.0,2.0,7.0,1.0,1.0,0.0,,,
5025383b,ITQ96_CENTERED,202.0,446,11.0,2.0,13.0,1.0,1.0,0.0,,,
5025383b,ITQ96_CENTERED,303.0,446,11.0,2.0,12.0,2.0,1.0,1.0,,,
5025383b,ITQ96_CENTERED,404.0,446,9.0,1.0,14.0,2.0,1.0,1.0,,,
5025383b,ITQ96_CENTERED,505.0,446,8.0,2.0,12.0,1.0,1.0,0.0,,,
505af2f5,SIGN96_CENTERED,,501,19.0,1.0,25.0,1.0,1.0,0.0,,,
505af2f5,ITQ96_CENTERED,101.0,501,14.0,1.0,21.0,2.0,1.0,1.0,,,
505af2f5,ITQ96_CENTERED,202.0,501,14.0,1.0,18.0,1.0,1.0,0.0,,,
505af2f5,ITQ96_CENTERED,303.0,501,11.0,1.0,15.0,2.0,2.0,0.0,,,
505af2f5,ITQ96_CENTERED,404.0,501,12.0,1.0,16.0,1.0,1.0,0.0,,,
505af2f5,ITQ96_CENTERED,505.0,501,14.0,1.0,20.0,2.0,1.0,1.0,,,
50635ada,SIGN96_CENTERED,,531,16.0,1.0,27.0,1.0,1.0,0.0,,,
50635ada,ITQ96_CENTERED,101.0,531,6.0,1.0,9.0,3.0,2.0,1.0,,,
50635ada,ITQ96_CENTERED,202.0,531,6.0,1.0,10.0,3.0,2.0,1.0,,,
50635ada,ITQ96_CENTERED,303.0,531,4.0,2.0,5.0,1.0,1.0,0.0,,,
50635ada,ITQ96_CENTERED,404.0,531,5.0,2.0,9.0,3.0,1.0,1.0,,,
50635ada,ITQ96_CENTERED,505.0,531,4.0,1.0,8.0,3.0,1.0,1.0,,,
51a45a95,SIGN96_CENTERED,,529,18.0,1.0,27.0,1.0,1.0,0.0,,,
51a45a95,ITQ96_CENTERED,101.0,529,11.0,1.0,16.0,1.0,1.0,0.0,,,
51a45a95,ITQ96_CENTERED,202.0,529,11.0,1.0,13.0,2.0,2.0,0.0,,,
51a45a95,ITQ96_CENTERED,303.0,529,12.0,2.0,14.0,1.0,1.0,0.0,,,
51a45a95,ITQ96_CENTERED,404.0,529,9.0,1.0,17.0,1.0,1.0,0.0,,,
51a45a95,ITQ96_CENTERED,505.0,529,11.0,1.0,16.0,1.0,1.0,0.0,,,
51b23612,SIGN96_CENTERED,,481,20.0,2.0,28.0,1.0,1.0,0.0,,,
51b23612,ITQ96_CENTERED,101.0,481,3.0,3.0,3.0,3.0,3.0,0.0,,,
51b23612,ITQ96_CENTERED,202.0,481,3.0,2.0,5.0,4.0,1.0,1.0,,,
51b23612,ITQ96_CENTERED,303.0,481,3.0,1.0,5.0,4.0,1.0,1.0,,,
51b23612,ITQ96_CENTERED,404.0,481,3.0,1.0,4.0,3.0,2.0,1.0,,,
51b23612,ITQ96_CENTERED,505.0,481,2.0,1.0,3.0,2.0,2.0,0.0,,,
51c32626,SIGN96_CENTERED,,490,19.0,1.0,28.0,1.0,1.0,0.0,,,
51c32626,ITQ96_CENTERED,101.0,490,11.0,2.0,13.0,2.0,1.0,1.0,,,
51c32626,ITQ96_CENTERED,202.0,490,8.0,1.0,10.0,1.0,1.0,0.0,,,
51c32626,ITQ96_CENTERED,303.0,490,9.0,1.0,10.0,2.0,2.0,0.0,,,
51c32626,ITQ96_CENTERED,404.0,490,5.0,1.0,12.0,1.0,1.0,0.0,,,
51c32626,ITQ96_CENTERED,505.0,490,6.0,1.0,8.0,2.0,2.0,0.0,,,
54026fce,SIGN96_CENTERED,,472,35.0,3.0,35.0,3.0,3.0,0.0,,,
54026fce,ITQ96_CENTERED,101.0,472,32.0,2.0,33.0,2.0,1.0,1.0,,,
54026fce,ITQ96_CENTERED,202.0,472,27.0,1.0,31.0,4.0,1.0,1.0,,,
54026fce,ITQ96_CENTERED,303.0,472,27.0,1.0,31.0,2.0,2.0,0.0,,,
54026fce,ITQ96_CENTERED,404.0,472,30.0,6.0,30.0,6.0,3.0,1.0,,,
54026fce,ITQ96_CENTERED,505.0,472,30.0,2.0,31.0,2.0,1.0,1.0,,,
545bd2b5,SIGN96_CENTERED,,461,17.0,1.0,27.0,1.0,1.0,0.0,,,
545bd2b5,ITQ96_CENTERED,101.0,461,13.0,1.0,15.0,2.0,2.0,0.0,,,
545bd2b5,ITQ96_CENTERED,202.0,461,10.0,1.0,14.0,1.0,1.0,0.0,,,
545bd2b5,ITQ96_CENTERED,303.0,461,14.0,1.0,18.0,1.0,1.0,0.0,,,
545bd2b5,ITQ96_CENTERED,404.0,461,14.0,1.0,16.0,2.0,2.0,0.0,,,
545bd2b5,ITQ96_CENTERED,505.0,461,14.0,1.0,18.0,2.0,1.0,1.0,,,
55241a1f,SIGN96_CENTERED,,514,16.0,1.0,20.0,1.0,1.0,0.0,,,
55241a1f,ITQ96_CENTERED,101.0,514,7.0,2.0,8.0,2.0,1.0,1.0,,,
55241a1f,ITQ96_CENTERED,202.0,514,6.0,1.0,9.0,1.0,1.0,0.0,,,
55241a1f,ITQ96_CENTERED,303.0,514,5.0,1.0,7.0,1.0,1.0,0.0,,,
55241a1f,ITQ96_CENTERED,404.0,514,4.0,1.0,9.0,2.0,1.0,1.0,,,
55241a1f,ITQ96_CENTERED,505.0,514,6.0,1.0,8.0,1.0,1.0,0.0,,,
561fabcd,SIGN96_CENTERED,,495,21.0,1.0,26.0,1.0,1.0,0.0,,,
561fabcd,ITQ96_CENTERED,101.0,495,10.0,2.0,11.0,4.0,1.0,1.0,,,
561fabcd,ITQ96_CENTERED,202.0,495,13.0,3.0,13.0,3.0,3.0,0.0,,,
561fabcd,ITQ96_CENTERED,303.0,495,13.0,2.0,14.0,3.0,1.0,1.0,,,
561fabcd,ITQ96_CENTERED,404.0,495,12.0,1.0,14.0,4.0,1.0,1.0,,,
561fabcd,ITQ96_CENTERED,505.0,495,13.0,1.0,14.0,4.0,2.0,1.0,,,
577d4d32,SIGN96_CENTERED,,487,30.0,1.0,34.0,2.0,2.0,0.0,,,
577d4d32,ITQ96_CENTERED,101.0,487,23.0,1.0,28.0,2.0,1.0,1.0,,,
577d4d32,ITQ96_CENTERED,202.0,487,29.0,1.0,30.0,2.0,2.0,0.0,,,
577d4d32,ITQ96_CENTERED,303.0,487,21.0,1.0,27.0,1.0,1.0,0.0,,,
577d4d32,ITQ96_CENTERED,404.0,487,25.0,1.0,28.0,1.0,1.0,0.0,,,
577d4d32,ITQ96_CENTERED,505.0,487,26.0,3.0,26.0,3.0,3.0,0.0,,,
57f827a0,SIGN96_CENTERED,,495,32.0,1.0,34.0,2.0,1.0,1.0,,,
57f827a0,ITQ96_CENTERED,101.0,495,20.0,1.0,23.0,1.0,1.0,0.0,,,
57f827a0,ITQ96_CENTERED,202.0,495,21.0,1.0,23.0,1.0,1.0,0.0,,,
57f827a0,ITQ96_CENTERED,303.0,495,24.0,1.0,25.0,2.0,2.0,0.0,,,
57f827a0,ITQ96_CENTERED,404.0,495,24.0,1.0,27.0,1.0,1.0,0.0,,,
57f827a0,ITQ96_CENTERED,505.0,495,28.0,2.0,31.0,1.0,1.0,0.0,,,
5809eb10,SIGN96_CENTERED,,606,18.0,1.0,22.0,1.0,1.0,0.0,,,
5809eb10,ITQ96_CENTERED,101.0,606,0.0,5.0,0.0,5.0,3.0,1.0,,,
5809eb10,ITQ96_CENTERED,202.0,606,0.0,6.0,0.0,6.0,3.0,1.0,,,
5809eb10,ITQ96_CENTERED,303.0,606,0.0,3.0,0.0,3.0,3.0,0.0,,,
5809eb10,ITQ96_CENTERED,404.0,606,0.0,6.0,0.0,6.0,3.0,1.0,,,
5809eb10,ITQ96_CENTERED,505.0,606,0.0,1.0,1.0,3.0,2.0,1.0,,,
5831f84d,SIGN96_CENTERED,,422,13.0,1.0,20.0,1.0,1.0,0.0,,,
5831f84d,ITQ96_CENTERED,101.0,422,5.0,1.0,13.0,1.0,1.0,0.0,,,
5831f84d,ITQ96_CENTERED,202.0,422,5.0,1.0,10.0,1.0,1.0,0.0,,,
5831f84d,ITQ96_CENTERED,303.0,422,9.0,1.0,11.0,1.0,1.0,0.0,,,
5831f84d,ITQ96_CENTERED,404.0,422,7.0,1.0,13.0,2.0,1.0,1.0,,,
5831f84d,ITQ96_CENTERED,505.0,422,6.0,1.0,15.0,1.0,1.0,0.0,,,
58470ed2,SIGN96_CENTERED,,471,18.0,1.0,37.0,1.0,1.0,0.0,,,
58470ed2,ITQ96_CENTERED,101.0,471,24.0,2.0,30.0,1.0,1.0,0.0,,,
58470ed2,ITQ96_CENTERED,202.0,471,23.0,2.0,29.0,1.0,1.0,0.0,,,
58470ed2,ITQ96_CENTERED,303.0,471,21.0,2.0,28.0,3.0,1.0,1.0,,,
58470ed2,ITQ96_CENTERED,404.0,471,22.0,2.0,29.0,2.0,1.0,1.0,,,
58470ed2,ITQ96_CENTERED,505.0,471,22.0,2.0,27.0,3.0,1.0,1.0,,,
58bf7951,SIGN96_CENTERED,,616,28.0,1.0,31.0,3.0,1.0,1.0,,,
58bf7951,ITQ96_CENTERED,101.0,616,14.0,1.0,16.0,2.0,2.0,0.0,,,
58bf7951,ITQ96_CENTERED,202.0,616,14.0,1.0,15.0,2.0,2.0,0.0,,,
58bf7951,ITQ96_CENTERED,303.0,616,14.0,1.0,19.0,4.0,1.0,1.0,,,
58bf7951,ITQ96_CENTERED,404.0,616,11.0,1.0,14.0,4.0,2.0,1.0,,,
58bf7951,ITQ96_CENTERED,505.0,616,14.0,1.0,15.0,2.0,2.0,0.0,,,
58ef2f1c,SIGN96_CENTERED,,518,26.0,1.0,32.0,3.0,1.0,1.0,,,
58ef2f1c,ITQ96_CENTERED,101.0,518,11.0,3.0,11.0,3.0,3.0,0.0,,,
58ef2f1c,ITQ96_CENTERED,202.0,518,14.0,2.0,16.0,1.0,1.0,0.0,,,
58ef2f1c,ITQ96_CENTERED,303.0,518,12.0,2.0,13.0,2.0,1.0,1.0,,,
58ef2f1c,ITQ96_CENTERED,404.0,518,13.0,1.0,14.0,3.0,2.0,1.0,,,
58ef2f1c,ITQ96_CENTERED,505.0,518,9.0,1.0,14.0,2.0,1.0,1.0,,,
59524333,SIGN96_CENTERED,,528,16.0,1.0,22.0,1.0,1.0,0.0,,,
59524333,ITQ96_CENTERED,101.0,528,10.0,1.0,12.0,1.0,1.0,0.0,,,
59524333,ITQ96_CENTERED,202.0,528,5.0,2.0,7.0,1.0,1.0,0.0,,,
59524333,ITQ96_CENTERED,303.0,528,6.0,1.0,8.0,2.0,2.0,0.0,,,
59524333,ITQ96_CENTERED,404.0,528,11.0,2.0,16.0,2.0,1.0,1.0,,,
59524333,ITQ96_CENTERED,505.0,528,5.0,1.0,6.0,2.0,2.0,0.0,,,
5a4f22c0,SIGN96_CENTERED,,487,19.0,1.0,30.0,1.0,1.0,0.0,,,
5a4f22c0,ITQ96_CENTERED,101.0,487,15.0,2.0,16.0,2.0,1.0,1.0,,,
5a4f22c0,ITQ96_CENTERED,202.0,487,14.0,3.0,14.0,3.0,3.0,0.0,,,
5a4f22c0,ITQ96_CENTERED,303.0,487,13.0,1.0,15.0,2.0,2.0,0.0,,,
5a4f22c0,ITQ96_CENTERED,404.0,487,14.0,1.0,17.0,1.0,1.0,0.0,,,
5a4f22c0,ITQ96_CENTERED,505.0,487,11.0,1.0,14.0,2.0,2.0,0.0,,,
5a7937c8,SIGN96_CENTERED,,419,31.0,1.0,32.0,2.0,2.0,0.0,,,
5a7937c8,ITQ96_CENTERED,101.0,419,19.0,1.0,20.0,3.0,2.0,1.0,,,
5a7937c8,ITQ96_CENTERED,202.0,419,23.0,1.0,27.0,3.0,2.0,1.0,,,
5a7937c8,ITQ96_CENTERED,303.0,419,24.0,2.0,25.0,3.0,1.0,1.0,,,
5a7937c8,ITQ96_CENTERED,404.0,419,23.0,4.0,23.0,4.0,3.0,1.0,,,
5a7937c8,ITQ96_CENTERED,505.0,419,23.0,1.0,26.0,2.0,1.0,1.0,,,
5c40ec5b,SIGN96_CENTERED,,479,16.0,1.0,25.0,1.0,1.0,0.0,,,
5c40ec5b,ITQ96_CENTERED,101.0,479,11.0,1.0,12.0,3.0,2.0,1.0,,,
5c40ec5b,ITQ96_CENTERED,202.0,479,7.0,1.0,13.0,2.0,2.0,0.0,,,
5c40ec5b,ITQ96_CENTERED,303.0,479,8.0,1.0,11.0,2.0,1.0,1.0,,,
5c40ec5b,ITQ96_CENTERED,404.0,479,9.0,1.0,12.0,1.0,1.0,0.0,,,
5c40ec5b,ITQ96_CENTERED,505.0,479,11.0,1.0,13.0,2.0,1.0,1.0,,,
5d3d2817,SIGN96_CENTERED,,510,26.0,1.0,30.0,2.0,2.0,0.0,,,
5d3d2817,ITQ96_CENTERED,101.0,510,26.0,4.0,26.0,4.0,3.0,1.0,,,
5d3d2817,ITQ96_CENTERED,202.0,510,26.0,3.0,26.0,3.0,3.0,0.0,,,
5d3d2817,ITQ96_CENTERED,303.0,510,26.0,4.0,26.0,4.0,3.0,1.0,,,
5d3d2817,ITQ96_CENTERED,404.0,510,26.0,4.0,26.0,4.0,3.0,1.0,,,
5d3d2817,ITQ96_CENTERED,505.0,510,24.0,5.0,24.0,5.0,3.0,1.0,,,
5e1b23de,SIGN96_CENTERED,,445,24.0,1.0,32.0,1.0,1.0,0.0,,,
5e1b23de,ITQ96_CENTERED,101.0,445,22.0,4.0,22.0,4.0,3.0,1.0,,,
5e1b23de,ITQ96_CENTERED,202.0,445,20.0,1.0,24.0,3.0,1.0,1.0,,,
5e1b23de,ITQ96_CENTERED,303.0,445,18.0,1.0,22.0,3.0,1.0,1.0,,,
5e1b23de,ITQ96_CENTERED,404.0,445,25.0,2.0,26.0,1.0,1.0,0.0,,,
5e1b23de,ITQ96_CENTERED,505.0,445,17.0,1.0,20.0,2.0,2.0,0.0,,,
60036106,SIGN96_CENTERED,,483,21.0,1.0,25.0,1.0,1.0,0.0,,,
60036106,ITQ96_CENTERED,101.0,483,10.0,1.0,11.0,3.0,2.0,1.0,,,
60036106,ITQ96_CENTERED,202.0,483,9.0,1.0,12.0,2.0,1.0,1.0,,,
60036106,ITQ96_CENTERED,303.0,483,6.0,3.0,6.0,3.0,3.0,0.0,,,
60036106,ITQ96_CENTERED,404.0,483,4.0,1.0,7.0,2.0,2.0,0.0,,,
60036106,ITQ96_CENTERED,505.0,483,5.0,1.0,7.0,2.0,2.0,0.0,,,
60159905,SIGN96_CENTERED,,448,25.0,1.0,28.0,1.0,1.0,0.0,,,
60159905,ITQ96_CENTERED,101.0,448,7.0,1.0,13.0,1.0,1.0,0.0,,,
60159905,ITQ96_CENTERED,202.0,448,12.0,1.0,15.0,1.0,1.0,0.0,,,
60159905,ITQ96_CENTERED,303.0,448,10.0,1.0,15.0,1.0,1.0,0.0,,,
60159905,ITQ96_CENTERED,404.0,448,9.0,1.0,11.0,2.0,2.0,0.0,,,
60159905,ITQ96_CENTERED,505.0,448,12.0,1.0,16.0,1.0,1.0,0.0,,,
603deb26,SIGN96_CENTERED,,472,16.0,2.0,17.0,1.0,1.0,0.0,,,
603deb26,ITQ96_CENTERED,101.0,472,3.0,1.0,6.0,1.0,1.0,0.0,,,
603deb26,ITQ96_CENTERED,202.0,472,2.0,1.0,3.0,2.0,2.0,0.0,,,
603deb26,ITQ96_CENTERED,303.0,472,3.0,1.0,5.0,2.0,2.0,0.0,,,
603deb26,ITQ96_CENTERED,404.0,472,3.0,1.0,9.0,1.0,1.0,0.0,,,
603deb26,ITQ96_CENTERED,505.0,472,3.0,2.0,4.0,1.0,1.0,0.0,,,
