question_id,method,itq_seed,N_archive,unique_document_codes,unique_document_code_fraction,duplicate_code_fraction,largest_collision_bucket,query_exact_code_match_count,query_exact_code_match_fraction
0a995998,ITQ96_CENTERED,202.0,484,446.0,0.9214876033057852,0.07851239669421484,7,0.0,0.0
0a995998,ITQ96_CENTERED,303.0,484,452.0,0.9338842975206612,0.06611570247933884,7,0.0,0.0
0a995998,ITQ96_CENTERED,404.0,484,447.0,0.9235537190082644,0.07644628099173556,7,0.0,0.0
0a995998,ITQ96_CENTERED,505.0,484,449.0,0.9276859504132231,0.0723140495867769,7,0.0,0.0
0bb5a684,SIGN96_CENTERED,,463,458.0,0.9892008639308856,0.010799136069114423,2,0.0,0.0
0bb5a684,ITQ96_CENTERED,101.0,463,419.0,0.9049676025917927,0.09503239740820735,9,0.0,0.0
0bb5a684,ITQ96_CENTERED,202.0,463,414.0,0.8941684665226782,0.10583153347732177,9,0.0,0.0
0bb5a684,ITQ96_CENTERED,303.0,463,418.0,0.9028077753779697,0.09719222462203025,9,0.0,0.0
0bb5a684,ITQ96_CENTERED,404.0,463,412.0,0.8898488120950324,0.11015118790496758,9,0.0,0.0
0bb5a684,ITQ96_CENTERED,505.0,463,417.0,0.9006479481641468,0.09935205183585316,9,0.0,0.0
0bc8ad92,SIGN96_CENTERED,,443,440.0,0.9932279909706546,0.006772009029345383,2,0.0,0.0
0bc8ad92,ITQ96_CENTERED,101.0,443,400.0,0.9029345372460497,0.09706546275395034,4,0.0,0.0
0bc8ad92,ITQ96_CENTERED,202.0,443,399.0,0.9006772009029346,0.09932279909706543,3,0.0,0.0
0bc8ad92,ITQ96_CENTERED,303.0,443,400.0,0.9029345372460497,0.09706546275395034,3,0.0,0.0
0bc8ad92,ITQ96_CENTERED,404.0,443,403.0,0.909706546275395,0.09029345372460496,3,0.0,0.0
0bc8ad92,ITQ96_CENTERED,505.0,443,401.0,0.9051918735891648,0.09480812641083525,3,0.0,0.0
0bc8ad93,SIGN96_CENTERED,,486,483.0,0.9938271604938271,0.006172839506172867,3,0.0,0.0
0bc8ad93,ITQ96_CENTERED,101.0,486,442.0,0.9094650205761317,0.09053497942386834,6,0.0,0.0
0bc8ad93,ITQ96_CENTERED,202.0,486,445.0,0.9156378600823045,0.08436213991769548,6,0.0,0.0
0bc8ad93,ITQ96_CENTERED,303.0,486,436.0,0.897119341563786,0.10288065843621397,6,0.0,0.0
0bc8ad93,ITQ96_CENTERED,404.0,486,440.0,0.9053497942386831,0.09465020576131689,7,0.0,0.0
0bc8ad93,ITQ96_CENTERED,505.0,486,437.0,0.8991769547325102,0.10082304526748975,7,0.0,0.0
0db4c65d,SIGN96_CENTERED,,462,461.0,0.9978354978354979,0.0021645021645021467,2,0.0,0.0
0db4c65d,ITQ96_CENTERED,101.0,462,420.0,0.9090909090909091,0.09090909090909094,5,0.0,0.0
0db4c65d,ITQ96_CENTERED,202.0,462,412.0,0.8917748917748918,0.10822510822510822,5,0.0,0.0
0db4c65d,ITQ96_CENTERED,303.0,462,406.0,0.8787878787878788,0.12121212121212122,5,0.0,0.0
0db4c65d,ITQ96_CENTERED,404.0,462,412.0,0.8917748917748918,0.10822510822510822,6,0.0,0.0
0db4c65d,ITQ96_CENTERED,505.0,462,417.0,0.9025974025974026,0.09740259740259738,5,0.0,0.0
0ddfec37,SIGN96_CENTERED,,483,481.0,0.9958592132505176,0.0041407867494823725,3,0.0,0.0
0ddfec37,ITQ96_CENTERED,101.0,483,422.0,0.8737060041407867,0.1262939958592133,7,0.0,0.0
0ddfec37,ITQ96_CENTERED,202.0,483,422.0,0.8737060041407867,0.1262939958592133,7,0.0,0.0
0ddfec37,ITQ96_CENTERED,303.0,483,422.0,0.8737060041407867,0.1262939958592133,7,0.0,0.0
0ddfec37,ITQ96_CENTERED,404.0,483,422.0,0.8737060041407867,0.1262939958592133,7,0.0,0.0
0ddfec37,ITQ96_CENTERED,505.0,483,424.0,0.8778467908902692,0.12215320910973082,7,0.0,0.0
0e4e4c46,SIGN96_CENTERED,,481,481.0,1.0,0.0,1,0.0,0.0
0e4e4c46,ITQ96_CENTERED,101.0,481,440.0,0.9147609147609148,0.08523908523908519,5,0.0,0.0
0e4e4c46,ITQ96_CENTERED,202.0,481,432.0,0.8981288981288982,0.10187110187110182,5,0.0,0.0
0e4e4c46,ITQ96_CENTERED,303.0,481,433.0,0.9002079002079002,0.0997920997920998,4,0.0,0.0
0e4e4c46,ITQ96_CENTERED,404.0,481,427.0,0.8877338877338877,0.11226611226611227,5,0.0,0.0
0e4e4c46,ITQ96_CENTERED,505.0,481,434.0,0.9022869022869023,0.09771309771309766,5,0.0,0.0
0e5e2d1a,SIGN96_CENTERED,,450,448.0,0.9955555555555555,0.004444444444444473,2,0.0,0.0
0e5e2d1a,ITQ96_CENTERED,101.0,450,397.0,0.8822222222222222,0.11777777777777776,4,4.0,0.008888888888888889
