method,itq_seed,bit_index,positive_fraction,mean_occupancy,min_occupancy,max_occupancy,dead_constant_bit_count,mean_abs_deviation_from_0_5
ITQ96_CENTERED,101,25,0.5004878975501498,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,26,0.5003929086465808,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,27,0.5005828864537188,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,28,0.49912782915813925,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,29,0.5002547429686623,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,30,0.4997063979344231,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,31,0.5002979197430119,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,32,0.49949483174011033,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,33,0.4998661519995164,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,34,0.5025172059445783,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,35,0.5024740291702288,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,36,0.5011614552300027,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,37,0.49948619638524044,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,38,0.49962004438572405,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,39,0.5017098002642418,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,40,0.4976511834753849,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,41,0.5004878975501498,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,42,0.500189977807138,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,43,0.5024740291702288,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,44,0.4998920580641261,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,45,0.4985794841239001,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,46,0.5007296874865073,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,47,0.4993912074816715,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,48,0.5019429548457294,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,49,0.5000820358712641,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,50,0.4999697762579553,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,51,0.5028798908491144,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,52,0.501701164909372,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,53,0.49854494270442046,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,54,0.5012305380689619,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,55,0.5008980769064705,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,56,0.49968480954724837,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,57,0.4997366216764678,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,58,0.5022149685241315,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,59,0.5036268490453615,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
