source_row_ordinal_1based,N_archive,variant,component,shared_component_bytes,reference_96bit_code_volume_bytes,shared_component_to_code_volume_ratio
444,476,explicit_float32_conversion,raw_array,36864,5712,6.453781512605042
444,476,explicit_float32_conversion,npy_array_container,36992,5712,6.476190476190476
445,457,actual_numpy_fitted_float64,raw_array,73728,5484,13.444201312910284
445,457,actual_numpy_fitted_float64,npy_array_container,73856,5484,13.467541940189642
445,457,explicit_float32_conversion,raw_array,36864,5484,6.722100656455142
445,457,explicit_float32_conversion,npy_array_container,36992,5484,6.7454412837345
446,542,actual_numpy_fitted_float64,raw_array,73728,6504,11.335793357933579
446,542,actual_numpy_fitted_float64,npy_array_container,73856,6504,11.355473554735548
446,542,explicit_float32_conversion,raw_array,36864,6504,5.667896678966789
446,542,explicit_float32_conversion,npy_array_container,36992,6504,5.687576875768758
447,500,actual_numpy_fitted_float64,raw_array,73728,6000,12.288
447,500,actual_numpy_fitted_float64,npy_array_container,73856,6000,12.309333333333333
447,500,explicit_float32_conversion,raw_array,36864,6000,6.144
447,500,explicit_float32_conversion,npy_array_container,36992,6000,6.165333333333334
448,537,actual_numpy_fitted_float64,raw_array,73728,6444,11.441340782122905
448,537,actual_numpy_fitted_float64,npy_array_container,73856,6444,11.461204220980758
448,537,explicit_float32_conversion,raw_array,36864,6444,5.720670391061453
448,537,explicit_float32_conversion,npy_array_container,36992,6444,5.740533829919305
449,500,actual_numpy_fitted_float64,raw_array,73728,6000,12.288
449,500,actual_numpy_fitted_float64,npy_array_container,73856,6000,12.309333333333333
449,500,explicit_float32_conversion,raw_array,36864,6000,6.144
449,500,explicit_float32_conversion,npy_array_container,36992,6000,6.165333333333334
450,508,actual_numpy_fitted_float64,raw_array,73728,6096,12.094488188976378
450,508,actual_numpy_fitted_float64,npy_array_container,73856,6096,12.115485564304462
450,508,explicit_float32_conversion,raw_array,36864,6096,6.047244094488189
450,508,explicit_float32_conversion,npy_array_container,36992,6096,6.0682414698162725
451,477,actual_numpy_fitted_float64,raw_array,73728,5724,12.880503144654089
451,477,actual_numpy_fitted_float64,npy_array_container,73856,5724,12.902865129280224
451,477,explicit_float32_conversion,raw_array,36864,5724,6.440251572327044
451,477,explicit_float32_conversion,npy_array_container,36992,5724,6.46261355695318
452,480,actual_numpy_fitted_float64,raw_array,73728,5760,12.8
452,480,actual_numpy_fitted_float64,npy_array_container,73856,5760,12.822222222222223
452,480,explicit_float32_conversion,raw_array,36864,5760,6.4
452,480,explicit_float32_conversion,npy_array_container,36992,5760,6.4222222222222225
453,491,actual_numpy_fitted_float64,raw_array,73728,5892,12.513238289205702
453,491,actual_numpy_fitted_float64,npy_array_container,73856,5892,12.534962661235573
453,491,explicit_float32_conversion,raw_array,36864,5892,6.256619144602851
453,491,explicit_float32_conversion,npy_array_container,36992,5892,6.278343516632722
454,438,actual_numpy_fitted_float64,raw_array,73728,5256,14.027397260273972
454,438,actual_numpy_fitted_float64,npy_array_container,73856,5256,14.051750380517504
454,438,explicit_float32_conversion,raw_array,36864,5256,7.013698630136986
454,438,explicit_float32_conversion,npy_array_container,36992,5256,7.038051750380517
455,495,actual_numpy_fitted_float64,raw_array,73728,5940,12.412121212121212
455,495,actual_numpy_fitted_float64,npy_array_container,73856,5940,12.433670033670033
455,495,explicit_float32_conversion,raw_array,36864,5940,6.206060606060606
455,495,explicit_float32_conversion,npy_array_container,36992,5940,6.227609427609428
456,534,actual_numpy_fitted_float64,raw_array,73728,6408,11.50561797752809
456,534,actual_numpy_fitted_float64,npy_array_container,73856,6408,11.525593008739076
456,534,explicit_float32_conversion,raw_array,36864,6408,5.752808988764045
456,534,explicit_float32_conversion,npy_array_container,36992,6408,5.772784019975031
457,497,actual_numpy_fitted_float64,raw_array,73728,5964,12.362173038229376
457,497,actual_numpy_fitted_float64,npy_array_container,73856,5964,12.383635144198525
457,497,explicit_float32_conversion,raw_array,36864,5964,6.181086519114688
457,497,explicit_float32_conversion,npy_array_container,36992,5964,6.202548625083836
458,467,actual_numpy_fitted_float64,raw_array,73728,5604,13.156316916488223
458,467,actual_numpy_fitted_float64,npy_array_container,73856,5604,13.179157744468236
458,467,explicit_float32_conversion,raw_array,36864,5604,6.578158458244111
458,467,explicit_float32_conversion,npy_array_container,36992,5604,6.600999286224126
459,566,actual_numpy_fitted_float64,raw_array,73728,6792,10.855123674911662
459,566,actual_numpy_fitted_float64,npy_array_container,73856,6792,10.873969375736161
459,566,explicit_float32_conversion,raw_array,36864,6792,5.427561837455831
459,566,explicit_float32_conversion,npy_array_container,36992,6792,5.446407538280329
460,444,actual_numpy_fitted_float64,raw_array,73728,5328,13.837837837837839
460,444,actual_numpy_fitted_float64,npy_array_container,73856,5328,13.861861861861861
460,444,explicit_float32_conversion,raw_array,36864,5328,6.918918918918919
460,444,explicit_float32_conversion,npy_array_container,36992,5328,6.942942942942943
461,507,actual_numpy_fitted_float64,raw_array,73728,6084,12.118343195266272
461,507,actual_numpy_fitted_float64,npy_array_container,73856,6084,12.139381985535831
461,507,explicit_float32_conversion,raw_array,36864,6084,6.059171597633136
461,507,explicit_float32_conversion,npy_array_container,36992,6084,6.080210387902696
462,490,actual_numpy_fitted_float64,raw_array,73728,5880,12.538775510204081
462,490,actual_numpy_fitted_float64,npy_array_container,73856,5880,12.560544217687076
462,490,explicit_float32_conversion,raw_array,36864,5880,6.2693877551020405
462,490,explicit_float32_conversion,npy_array_container,36992,5880,6.291156462585034
463,516,actual_numpy_fitted_float64,raw_array,73728,6192,11.906976744186046
463,516,actual_numpy_fitted_float64,npy_array_container,73856,6192,11.92764857881137
463,516,explicit_float32_conversion,raw_array,36864,6192,5.953488372093023
463,516,explicit_float32_conversion,npy_array_container,36992,6192,5.974160206718346
464,479,actual_numpy_fitted_float64,raw_array,73728,5748,12.826722338204593
464,479,actual_numpy_fitted_float64,npy_array_container,73856,5748,12.848990953375086
464,479,explicit_float32_conversion,raw_array,36864,5748,6.413361169102297
464,479,explicit_float32_conversion,npy_array_container,36992,5748,6.43562978427279
465,495,actual_numpy_fitted_float64,raw_array,73728,5940,12.412121212121212
465,495,actual_numpy_fitted_float64,npy_array_container,73856,5940,12.433670033670033
465,495,explicit_float32_conversion,raw_array,36864,5940,6.206060606060606
465,495,explicit_float32_conversion,npy_array_container,36992,5940,6.227609427609428
466,454,actual_numpy_fitted_float64,raw_array,73728,5448,13.533039647577093
466,454,actual_numpy_fitted_float64,npy_array_container,73856,5448,13.556534508076359
466,454,explicit_float32_conversion,raw_array,36864,5448,6.766519823788546
466,454,explicit_float32_conversion,npy_array_container,36992,5448,6.790014684287812
467,498,actual_numpy_fitted_float64,raw_array,73728,5976,12.337349397590362
467,498,actual_numpy_fitted_float64,npy_array_container,73856,5976,12.358768406961177
467,498,explicit_float32_conversion,raw_array,36864,5976,6.168674698795181
467,498,explicit_float32_conversion,npy_array_container,36992,5976,6.190093708165997
468,507,actual_numpy_fitted_float64,raw_array,73728,6084,12.118343195266272
468,507,actual_numpy_fitted_float64,npy_array_container,73856,6084,12.139381985535831
468,507,explicit_float32_conversion,raw_array,36864,6084,6.059171597633136
468,507,explicit_float32_conversion,npy_array_container,36992,6084,6.080210387902696
469,556,actual_numpy_fitted_float64,raw_array,73728,6672,11.050359712230216
469,556,actual_numpy_fitted_float64,npy_array_container,73856,6672,11.069544364508394
469,556,explicit_float32_conversion,raw_array,36864,6672,5.525179856115108
469,556,explicit_float32_conversion,npy_array_container,36992,6672,5.5443645083932855
470,471,actual_numpy_fitted_float64,raw_array,73728,5652,13.044585987261147
470,471,actual_numpy_fitted_float64,npy_array_container,73856,5652,13.067232837933474
470,471,explicit_float32_conversion,raw_array,36864,5652,6.522292993630574
470,471,explicit_float32_conversion,npy_array_container,36992,5652,6.544939844302902
