source_row_ordinal_1based,N_archive,variant,component,shared_component_bytes,reference_96bit_code_volume_bytes,shared_component_to_code_volume_ratio
349,489,actual_numpy_fitted_float64,raw_array,73728,5868,12.56441717791411
349,489,actual_numpy_fitted_float64,npy_array_container,73856,5868,12.586230402181322
349,489,explicit_float32_conversion,raw_array,36864,5868,6.282208588957055
349,489,explicit_float32_conversion,npy_array_container,36992,5868,6.304021813224267
350,495,actual_numpy_fitted_float64,raw_array,73728,5940,12.412121212121212
350,495,actual_numpy_fitted_float64,npy_array_container,73856,5940,12.433670033670033
350,495,explicit_float32_conversion,raw_array,36864,5940,6.206060606060606
350,495,explicit_float32_conversion,npy_array_container,36992,5940,6.227609427609428
351,543,actual_numpy_fitted_float64,raw_array,73728,6516,11.314917127071823
351,543,actual_numpy_fitted_float64,npy_array_container,73856,6516,11.334561080417433
351,543,explicit_float32_conversion,raw_array,36864,6516,5.657458563535911
351,543,explicit_float32_conversion,npy_array_container,36992,6516,5.677102516881522
352,482,actual_numpy_fitted_float64,raw_array,73728,5784,12.746887966804978
352,482,actual_numpy_fitted_float64,npy_array_container,73856,5784,12.769017980636239
352,482,explicit_float32_conversion,raw_array,36864,5784,6.373443983402489
352,482,explicit_float32_conversion,npy_array_container,36992,5784,6.395573997233749
353,513,actual_numpy_fitted_float64,raw_array,73728,6156,11.976608187134502
353,513,actual_numpy_fitted_float64,npy_array_container,73856,6156,11.99740090968161
353,513,explicit_float32_conversion,raw_array,36864,6156,5.988304093567251
353,513,explicit_float32_conversion,npy_array_container,36992,6156,6.00909681611436
354,445,actual_numpy_fitted_float64,raw_array,73728,5340,13.806741573033708
354,445,actual_numpy_fitted_float64,npy_array_container,73856,5340,13.830711610486892
354,445,explicit_float32_conversion,raw_array,36864,5340,6.903370786516854
354,445,explicit_float32_conversion,npy_array_container,36992,5340,6.927340823970037
355,522,actual_numpy_fitted_float64,raw_array,73728,6264,11.770114942528735
355,522,actual_numpy_fitted_float64,npy_array_container,73856,6264,11.790549169859515
355,522,explicit_float32_conversion,raw_array,36864,6264,5.885057471264368
355,522,explicit_float32_conversion,npy_array_container,36992,6264,5.905491698595147
356,497,actual_numpy_fitted_float64,raw_array,73728,5964,12.362173038229376
356,497,actual_numpy_fitted_float64,npy_array_container,73856,5964,12.383635144198525
356,497,explicit_float32_conversion,raw_array,36864,5964,6.181086519114688
356,497,explicit_float32_conversion,npy_array_container,36992,5964,6.202548625083836
357,500,actual_numpy_fitted_float64,raw_array,73728,6000,12.288
357,500,actual_numpy_fitted_float64,npy_array_container,73856,6000,12.309333333333333
357,500,explicit_float32_conversion,raw_array,36864,6000,6.144
357,500,explicit_float32_conversion,npy_array_container,36992,6000,6.165333333333334
358,508,actual_numpy_fitted_float64,raw_array,73728,6096,12.094488188976378
358,508,actual_numpy_fitted_float64,npy_array_container,73856,6096,12.115485564304462
358,508,explicit_float32_conversion,raw_array,36864,6096,6.047244094488189
358,508,explicit_float32_conversion,npy_array_container,36992,6096,6.0682414698162725
359,515,actual_numpy_fitted_float64,raw_array,73728,6180,11.930097087378641
359,515,actual_numpy_fitted_float64,npy_array_container,73856,6180,11.950809061488673
359,515,explicit_float32_conversion,raw_array,36864,6180,5.965048543689321
359,515,explicit_float32_conversion,npy_array_container,36992,6180,5.985760517799353
360,585,actual_numpy_fitted_float64,raw_array,73728,7020,10.502564102564103
360,585,actual_numpy_fitted_float64,npy_array_container,73856,7020,10.52079772079772
360,585,explicit_float32_conversion,raw_array,36864,7020,5.251282051282051
360,585,explicit_float32_conversion,npy_array_container,36992,7020,5.26951566951567
361,484,actual_numpy_fitted_float64,raw_array,73728,5808,12.694214876033058
361,484,actual_numpy_fitted_float64,npy_array_container,73856,5808,12.71625344352617
361,484,explicit_float32_conversion,raw_array,36864,5808,6.347107438016529
361,484,explicit_float32_conversion,npy_array_container,36992,5808,6.369146005509642
362,424,actual_numpy_fitted_float64,raw_array,73728,5088,14.49056603773585
362,424,actual_numpy_fitted_float64,npy_array_container,73856,5088,14.515723270440251
362,424,explicit_float32_conversion,raw_array,36864,5088,7.245283018867925
362,424,explicit_float32_conversion,npy_array_container,36992,5088,7.270440251572327
363,487,actual_numpy_fitted_float64,raw_array,73728,5844,12.616016427104723
363,487,actual_numpy_fitted_float64,npy_array_container,73856,5844,12.63791923340178
363,487,explicit_float32_conversion,raw_array,36864,5844,6.308008213552362
363,487,explicit_float32_conversion,npy_array_container,36992,5844,6.329911019849418
364,504,actual_numpy_fitted_float64,raw_array,73728,6048,12.19047619047619
364,504,actual_numpy_fitted_float64,npy_array_container,73856,6048,12.211640211640212
364,504,explicit_float32_conversion,raw_array,36864,6048,6.095238095238095
364,504,explicit_float32_conversion,npy_array_container,36992,6048,6.116402116402116
365,473,actual_numpy_fitted_float64,raw_array,73728,5676,12.989429175475687
365,473,actual_numpy_fitted_float64,npy_array_container,73856,5676,13.011980267794222
365,473,explicit_float32_conversion,raw_array,36864,5676,6.494714587737843
365,473,explicit_float32_conversion,npy_array_container,36992,5676,6.5172656800563775
366,442,actual_numpy_fitted_float64,raw_array,73728,5304,13.900452488687783
366,442,actual_numpy_fitted_float64,npy_array_container,73856,5304,13.924585218702866
366,442,explicit_float32_conversion,raw_array,36864,5304,6.950226244343892
366,442,explicit_float32_conversion,npy_array_container,36992,5304,6.9743589743589745
367,459,actual_numpy_fitted_float64,raw_array,73728,5508,13.38562091503268
367,459,actual_numpy_fitted_float64,npy_array_container,73856,5508,13.40885984023239
367,459,explicit_float32_conversion,raw_array,36864,5508,6.69281045751634
367,459,explicit_float32_conversion,npy_array_container,36992,5508,6.716049382716049
368,527,actual_numpy_fitted_float64,raw_array,73728,6324,11.658444022770398
368,527,actual_numpy_fitted_float64,npy_array_container,73856,6324,11.678684376976596
368,527,explicit_float32_conversion,raw_array,36864,6324,5.829222011385199
368,527,explicit_float32_conversion,npy_array_container,36992,6324,5.849462365591398
369,506,actual_numpy_fitted_float64,raw_array,73728,6072,12.142292490118576
369,506,actual_numpy_fitted_float64,npy_array_container,73856,6072,12.163372859025033
369,506,explicit_float32_conversion,raw_array,36864,6072,6.071146245059288
369,506,explicit_float32_conversion,npy_array_container,36992,6072,6.092226613965744
370,497,actual_numpy_fitted_float64,raw_array,73728,5964,12.362173038229376
370,497,actual_numpy_fitted_float64,npy_array_container,73856,5964,12.383635144198525
370,497,explicit_float32_conversion,raw_array,36864,5964,6.181086519114688
370,497,explicit_float32_conversion,npy_array_container,36992,5964,6.202548625083836
371,470,actual_numpy_fitted_float64,raw_array,73728,5640,13.072340425531914
371,470,actual_numpy_fitted_float64,npy_array_container,73856,5640,13.095035460992907
371,470,explicit_float32_conversion,raw_array,36864,5640,6.536170212765957
371,470,explicit_float32_conversion,npy_array_container,36992,5640,6.55886524822695
372,495,actual_numpy_fitted_float64,raw_array,73728,5940,12.412121212121212
372,495,actual_numpy_fitted_float64,npy_array_container,73856,5940,12.433670033670033
372,495,explicit_float32_conversion,raw_array,36864,5940,6.206060606060606
372,495,explicit_float32_conversion,npy_array_container,36992,5940,6.227609427609428
373,533,actual_numpy_fitted_float64,raw_array,73728,6396,11.527204502814259
373,533,actual_numpy_fitted_float64,npy_array_container,73856,6396,11.547217010631645
373,533,explicit_float32_conversion,raw_array,36864,6396,5.7636022514071295
373,533,explicit_float32_conversion,npy_array_container,36992,6396,5.783614759224515
374,474,actual_numpy_fitted_float64,raw_array,73728,5688,12.962025316455696
374,474,actual_numpy_fitted_float64,npy_array_container,73856,5688,12.9845288326301
374,474,explicit_float32_conversion,raw_array,36864,5688,6.481012658227848
374,474,explicit_float32_conversion,npy_array_container,36992,5688,6.50351617440225
375,453,actual_numpy_fitted_float64,raw_array,73728,5436,13.562913907284768
375,453,actual_numpy_fitted_float64,npy_array_container,73856,5436,13.586460632818248
375,453,explicit_float32_conversion,raw_array,36864,5436,6.781456953642384
375,453,explicit_float32_conversion,npy_array_container,36992,5436,6.805003679175865
376,483,actual_numpy_fitted_float64,raw_array,73728,5796,12.720496894409937
376,483,actual_numpy_fitted_float64,npy_array_container,73856,5796,12.742581090407178
376,483,explicit_float32_conversion,raw_array,36864,5796,6.3602484472049685
376,483,explicit_float32_conversion,npy_array_container,36992,5796,6.382332643202209
377,517,actual_numpy_fitted_float64,raw_array,73728,6204,11.88394584139265
377,517,actual_numpy_fitted_float64,npy_array_container,73856,6204,11.904577691811735
377,517,explicit_float32_conversion,raw_array,36864,6204,5.941972920696325
377,517,explicit_float32_conversion,npy_array_container,36992,6204,5.9626047711154095
378,479,actual_numpy_fitted_float64,raw_array,73728,5748,12.826722338204593
378,479,actual_numpy_fitted_float64,npy_array_container,73856,5748,12.848990953375086
378,479,explicit_float32_conversion,raw_array,36864,5748,6.413361169102297
378,479,explicit_float32_conversion,npy_array_container,36992,5748,6.43562978427279
379,498,actual_numpy_fitted_float64,raw_array,73728,5976,12.337349397590362
379,498,actual_numpy_fitted_float64,npy_array_container,73856,5976,12.358768406961177
379,498,explicit_float32_conversion,raw_array,36864,5976,6.168674698795181
379,498,explicit_float32_conversion,npy_array_container,36992,5976,6.190093708165997
380,446,actual_numpy_fitted_float64,raw_array,73728,5352,13.77578475336323
380,446,actual_numpy_fitted_float64,npy_array_container,73856,5352,13.799701046337818
380,446,explicit_float32_conversion,raw_array,36864,5352,6.887892376681615
380,446,explicit_float32_conversion,npy_array_container,36992,5352,6.911808669656203
381,511,actual_numpy_fitted_float64,raw_array,73728,6132,12.023483365949119
381,511,actual_numpy_fitted_float64,npy_array_container,73856,6132,12.044357469015003
381,511,explicit_float32_conversion,raw_array,36864,6132,6.011741682974559
381,511,explicit_float32_conversion,npy_array_container,36992,6132,6.032615786040443
382,467,actual_numpy_fitted_float64,raw_array,73728,5604,13.156316916488223
382,467,actual_numpy_fitted_float64,npy_array_container,73856,5604,13.179157744468236
382,467,explicit_float32_conversion,raw_array,36864,5604,6.578158458244111
382,467,explicit_float32_conversion,npy_array_container,36992,5604,6.600999286224126
383,495,actual_numpy_fitted_float64,raw_array,73728,5940,12.412121212121212
383,495,actual_numpy_fitted_float64,npy_array_container,73856,5940,12.433670033670033
383,495,explicit_float32_conversion,raw_array,36864,5940,6.206060606060606
383,495,explicit_float32_conversion,npy_array_container,36992,5940,6.227609427609428
384,465,actual_numpy_fitted_float64,raw_array,73728,5580,13.212903225806452
384,465,actual_numpy_fitted_float64,npy_array_container,73856,5580,13.23584229390681
384,465,explicit_float32_conversion,raw_array,36864,5580,6.606451612903226
384,465,explicit_float32_conversion,npy_array_container,36992,5580,6.629390681003584
385,502,actual_numpy_fitted_float64,raw_array,73728,6024,12.239043824701195
385,502,actual_numpy_fitted_float64,npy_array_container,73856,6024,12.260292164674635
385,502,explicit_float32_conversion,raw_array,36864,6024,6.1195219123505975
385,502,explicit_float32_conversion,npy_array_container,36992,6024,6.140770252324037
386,591,actual_numpy_fitted_float64,raw_array,73728,7092,10.395939086294415
386,591,actual_numpy_fitted_float64,npy_array_container,73856,7092,10.413987591652566
386,591,explicit_float32_conversion,raw_array,36864,7092,5.197969543147208
386,591,explicit_float32_conversion,npy_array_container,36992,7092,5.216018048505358
387,483,actual_numpy_fitted_float64,raw_array,73728,5796,12.720496894409937
387,483,actual_numpy_fitted_float64,npy_array_container,73856,5796,12.742581090407178
387,483,explicit_float32_conversion,raw_array,36864,5796,6.3602484472049685
387,483,explicit_float32_conversion,npy_array_container,36992,5796,6.382332643202209
388,458,actual_numpy_fitted_float64,raw_array,73728,5496,13.414847161572052
388,458,actual_numpy_fitted_float64,npy_array_container,73856,5496,13.438136826783115
388,458,explicit_float32_conversion,raw_array,36864,5496,6.707423580786026
388,458,explicit_float32_conversion,npy_array_container,36992,5496,6.730713245997089
389,472,actual_numpy_fitted_float64,raw_array,73728,5664,13.016949152542374
389,472,actual_numpy_fitted_float64,npy_array_container,73856,5664,13.03954802259887
389,472,explicit_float32_conversion,raw_array,36864,5664,6.508474576271187
389,472,explicit_float32_conversion,npy_array_container,36992,5664,6.531073446327683
390,474,actual_numpy_fitted_float64,raw_array,73728,5688,12.962025316455696
390,474,actual_numpy_fitted_float64,npy_array_container,73856,5688,12.9845288326301
390,474,explicit_float32_conversion,raw_array,36864,5688,6.481012658227848
390,474,explicit_float32_conversion,npy_array_container,36992,5688,6.50351617440225
391,515,actual_numpy_fitted_float64,raw_array,73728,6180,11.930097087378641
391,515,actual_numpy_fitted_float64,npy_array_container,73856,6180,11.950809061488673
391,515,explicit_float32_conversion,raw_array,36864,6180,5.965048543689321
391,515,explicit_float32_conversion,npy_array_container,36992,6180,5.985760517799353
392,457,actual_numpy_fitted_float64,raw_array,73728,5484,13.444201312910284
392,457,actual_numpy_fitted_float64,npy_array_container,73856,5484,13.467541940189642
392,457,explicit_float32_conversion,raw_array,36864,5484,6.722100656455142
392,457,explicit_float32_conversion,npy_array_container,36992,5484,6.7454412837345
393,465,actual_numpy_fitted_float64,raw_array,73728,5580,13.212903225806452
393,465,actual_numpy_fitted_float64,npy_array_container,73856,5580,13.23584229390681
393,465,explicit_float32_conversion,raw_array,36864,5580,6.606451612903226
393,465,explicit_float32_conversion,npy_array_container,36992,5580,6.629390681003584
394,493,actual_numpy_fitted_float64,raw_array,73728,5916,12.462474645030426
394,493,actual_numpy_fitted_float64,npy_array_container,73856,5916,12.484110885733603
394,493,explicit_float32_conversion,raw_array,36864,5916,6.231237322515213
394,493,explicit_float32_conversion,npy_array_container,36992,5916,6.252873563218391
395,501,actual_numpy_fitted_float64,raw_array,73728,6012,12.263473053892216
395,501,actual_numpy_fitted_float64,npy_array_container,73856,6012,12.284763805721889
395,501,explicit_float32_conversion,raw_array,36864,6012,6.131736526946108
395,501,explicit_float32_conversion,npy_array_container,36992,6012,6.153027278775782
396,498,actual_numpy_fitted_float64,raw_array,73728,5976,12.337349397590362
396,498,actual_numpy_fitted_float64,npy_array_container,73856,5976,12.358768406961177
396,498,explicit_float32_conversion,raw_array,36864,5976,6.168674698795181
396,498,explicit_float32_conversion,npy_array_container,36992,5976,6.190093708165997
397,460,actual_numpy_fitted_float64,raw_array,73728,5520,13.356521739130434
397,460,actual_numpy_fitted_float64,npy_array_container,73856,5520,13.379710144927536
397,460,explicit_float32_conversion,raw_array,36864,5520,6.678260869565217
397,460,explicit_float32_conversion,npy_array_container,36992,5520,6.701449275362319
398,532,actual_numpy_fitted_float64,raw_array,73728,6384,11.548872180451127
398,532,actual_numpy_fitted_float64,npy_array_container,73856,6384,11.568922305764412
398,532,explicit_float32_conversion,raw_array,36864,6384,5.774436090225564
398,532,explicit_float32_conversion,npy_array_container,36992,6384,5.794486215538847
399,486,actual_numpy_fitted_float64,raw_array,73728,5832,12.641975308641975
399,486,actual_numpy_fitted_float64,npy_array_container,73856,5832,12.663923182441701
399,486,explicit_float32_conversion,raw_array,36864,5832,6.320987654320987
399,486,explicit_float32_conversion,npy_array_container,36992,5832,6.342935528120713
400,469,actual_numpy_fitted_float64,raw_array,73728,5628,13.100213219616204
400,469,actual_numpy_fitted_float64,npy_array_container,73856,5628,13.122956645344704
400,469,explicit_float32_conversion,raw_array,36864,5628,6.550106609808102
400,469,explicit_float32_conversion,npy_array_container,36992,5628,6.572850035536603
401,500,actual_numpy_fitted_float64,raw_array,73728,6000,12.288
401,500,actual_numpy_fitted_float64,npy_array_container,73856,6000,12.309333333333333
401,500,explicit_float32_conversion,raw_array,36864,6000,6.144
401,500,explicit_float32_conversion,npy_array_container,36992,6000,6.165333333333334
402,460,actual_numpy_fitted_float64,raw_array,73728,5520,13.356521739130434
402,460,actual_numpy_fitted_float64,npy_array_container,73856,5520,13.379710144927536
402,460,explicit_float32_conversion,raw_array,36864,5520,6.678260869565217
402,460,explicit_float32_conversion,npy_array_container,36992,5520,6.701449275362319
403,520,actual_numpy_fitted_float64,raw_array,73728,6240,11.815384615384616
403,520,actual_numpy_fitted_float64,npy_array_container,73856,6240,11.835897435897436
403,520,explicit_float32_conversion,raw_array,36864,6240,5.907692307692308
403,520,explicit_float32_conversion,npy_array_container,36992,6240,5.9282051282051285
404,472,actual_numpy_fitted_float64,raw_array,73728,5664,13.016949152542374
404,472,actual_numpy_fitted_float64,npy_array_container,73856,5664,13.03954802259887
404,472,explicit_float32_conversion,raw_array,36864,5664,6.508474576271187
404,472,explicit_float32_conversion,npy_array_container,36992,5664,6.531073446327683
405,513,actual_numpy_fitted_float64,raw_array,73728,6156,11.976608187134502
405,513,actual_numpy_fitted_float64,npy_array_container,73856,6156,11.99740090968161
405,513,explicit_float32_conversion,raw_array,36864,6156,5.988304093567251
405,513,explicit_float32_conversion,npy_array_container,36992,6156,6.00909681611436
406,516,actual_numpy_fitted_float64,raw_array,73728,6192,11.906976744186046
406,516,actual_numpy_fitted_float64,npy_array_container,73856,6192,11.92764857881137
406,516,explicit_float32_conversion,raw_array,36864,6192,5.953488372093023
406,516,explicit_float32_conversion,npy_array_container,36992,6192,5.974160206718346
407,484,actual_numpy_fitted_float64,raw_array,73728,5808,12.694214876033058
407,484,actual_numpy_fitted_float64,npy_array_container,73856,5808,12.71625344352617
407,484,explicit_float32_conversion,raw_array,36864,5808,6.347107438016529
407,484,explicit_float32_conversion,npy_array_container,36992,5808,6.369146005509642
408,497,actual_numpy_fitted_float64,raw_array,73728,5964,12.362173038229376
408,497,actual_numpy_fitted_float64,npy_array_container,73856,5964,12.383635144198525
408,497,explicit_float32_conversion,raw_array,36864,5964,6.181086519114688
408,497,explicit_float32_conversion,npy_array_container,36992,5964,6.202548625083836
409,481,actual_numpy_fitted_float64,raw_array,73728,5772,12.773388773388774
409,481,actual_numpy_fitted_float64,npy_array_container,73856,5772,12.795564795564795
409,481,explicit_float32_conversion,raw_array,36864,5772,6.386694386694387
409,481,explicit_float32_conversion,npy_array_container,36992,5772,6.408870408870409
410,547,actual_numpy_fitted_float64,raw_array,73728,6564,11.23217550274223
410,547,actual_numpy_fitted_float64,npy_array_container,73856,6564,11.251675807434491
410,547,explicit_float32_conversion,raw_array,36864,6564,5.616087751371115
410,547,explicit_float32_conversion,npy_array_container,36992,6564,5.635588056063376
411,467,actual_numpy_fitted_float64,raw_array,73728,5604,13.156316916488223
411,467,actual_numpy_fitted_float64,npy_array_container,73856,5604,13.179157744468236
411,467,explicit_float32_conversion,raw_array,36864,5604,6.578158458244111
411,467,explicit_float32_conversion,npy_array_container,36992,5604,6.600999286224126
412,452,actual_numpy_fitted_float64,raw_array,73728,5424,13.5929203539823
412,452,actual_numpy_fitted_float64,npy_array_container,73856,5424,13.616519174041297
412,452,explicit_float32_conversion,raw_array,36864,5424,6.79646017699115
412,452,explicit_float32_conversion,npy_array_container,36992,5424,6.820058997050148
413,491,actual_numpy_fitted_float64,raw_array,73728,5892,12.513238289205702
413,491,actual_numpy_fitted_float64,npy_array_container,73856,5892,12.534962661235573
413,491,explicit_float32_conversion,raw_array,36864,5892,6.256619144602851
413,491,explicit_float32_conversion,npy_array_container,36992,5892,6.278343516632722
414,459,actual_numpy_fitted_float64,raw_array,73728,5508,13.38562091503268
414,459,actual_numpy_fitted_float64,npy_array_container,73856,5508,13.40885984023239
414,459,explicit_float32_conversion,raw_array,36864,5508,6.69281045751634
414,459,explicit_float32_conversion,npy_array_container,36992,5508,6.716049382716049
415,565,actual_numpy_fitted_float64,raw_array,73728,6780,10.87433628318584
415,565,actual_numpy_fitted_float64,npy_array_container,73856,6780,10.893215339233038
415,565,explicit_float32_conversion,raw_array,36864,6780,5.43716814159292
415,565,explicit_float32_conversion,npy_array_container,36992,6780,5.456047197640118
416,489,actual_numpy_fitted_float64,raw_array,73728,5868,12.56441717791411
416,489,actual_numpy_fitted_float64,npy_array_container,73856,5868,12.586230402181322
416,489,explicit_float32_conversion,raw_array,36864,5868,6.282208588957055
416,489,explicit_float32_conversion,npy_array_container,36992,5868,6.304021813224267
417,467,actual_numpy_fitted_float64,raw_array,73728,5604,13.156316916488223
417,467,actual_numpy_fitted_float64,npy_array_container,73856,5604,13.179157744468236
417,467,explicit_float32_conversion,raw_array,36864,5604,6.578158458244111
417,467,explicit_float32_conversion,npy_array_container,36992,5604,6.600999286224126
418,525,actual_numpy_fitted_float64,raw_array,73728,6300,11.702857142857143
418,525,actual_numpy_fitted_float64,npy_array_container,73856,6300,11.723174603174604
418,525,explicit_float32_conversion,raw_array,36864,6300,5.851428571428571
418,525,explicit_float32_conversion,npy_array_container,36992,6300,5.8717460317460315
419,480,actual_numpy_fitted_float64,raw_array,73728,5760,12.8
419,480,actual_numpy_fitted_float64,npy_array_container,73856,5760,12.822222222222223
419,480,explicit_float32_conversion,raw_array,36864,5760,6.4
419,480,explicit_float32_conversion,npy_array_container,36992,5760,6.4222222222222225
420,482,actual_numpy_fitted_float64,raw_array,73728,5784,12.746887966804978
420,482,actual_numpy_fitted_float64,npy_array_container,73856,5784,12.769017980636239
420,482,explicit_float32_conversion,raw_array,36864,5784,6.373443983402489
420,482,explicit_float32_conversion,npy_array_container,36992,5784,6.395573997233749
421,505,actual_numpy_fitted_float64,raw_array,73728,6060,12.166336633663366
421,505,actual_numpy_fitted_float64,npy_array_container,73856,6060,12.187458745874588
421,505,explicit_float32_conversion,raw_array,36864,6060,6.083168316831683
421,505,explicit_float32_conversion,npy_array_container,36992,6060,6.104290429042904
422,561,actual_numpy_fitted_float64,raw_array,73728,6732,10.95187165775401
422,561,actual_numpy_fitted_float64,npy_array_container,73856,6732,10.9708853238265
422,561,explicit_float32_conversion,raw_array,36864,6732,5.475935828877005
422,561,explicit_float32_conversion,npy_array_container,36992,6732,5.494949494949495
423,467,actual_numpy_fitted_float64,raw_array,73728,5604,13.156316916488223
423,467,actual_numpy_fitted_float64,npy_array_container,73856,5604,13.179157744468236
423,467,explicit_float32_conversion,raw_array,36864,5604,6.578158458244111
423,467,explicit_float32_conversion,npy_array_container,36992,5604,6.600999286224126
424,519,actual_numpy_fitted_float64,raw_array,73728,6228,11.83815028901734
424,519,actual_numpy_fitted_float64,npy_array_container,73856,6228,11.858702633269107
424,519,explicit_float32_conversion,raw_array,36864,6228,5.91907514450867
424,519,explicit_float32_conversion,npy_array_container,36992,6228,5.939627488760436
425,516,actual_numpy_fitted_float64,raw_array,73728,6192,11.906976744186046
425,516,actual_numpy_fitted_float64,npy_array_container,73856,6192,11.92764857881137
425,516,explicit_float32_conversion,raw_array,36864,6192,5.953488372093023
425,516,explicit_float32_conversion,npy_array_container,36992,6192,5.974160206718346
426,480,actual_numpy_fitted_float64,raw_array,73728,5760,12.8
426,480,actual_numpy_fitted_float64,npy_array_container,73856,5760,12.822222222222223
426,480,explicit_float32_conversion,raw_array,36864,5760,6.4
426,480,explicit_float32_conversion,npy_array_container,36992,5760,6.4222222222222225
427,533,actual_numpy_fitted_float64,raw_array,73728,6396,11.527204502814259
427,533,actual_numpy_fitted_float64,npy_array_container,73856,6396,11.547217010631645
427,533,explicit_float32_conversion,raw_array,36864,6396,5.7636022514071295
427,533,explicit_float32_conversion,npy_array_container,36992,6396,5.783614759224515
428,558,actual_numpy_fitted_float64,raw_array,73728,6696,11.010752688172044
428,558,actual_numpy_fitted_float64,npy_array_container,73856,6696,11.029868578255675
428,558,explicit_float32_conversion,raw_array,36864,6696,5.505376344086022
428,558,explicit_float32_conversion,npy_array_container,36992,6696,5.524492234169654
429,497,actual_numpy_fitted_float64,raw_array,73728,5964,12.362173038229376
429,497,actual_numpy_fitted_float64,npy_array_container,73856,5964,12.383635144198525
429,497,explicit_float32_conversion,raw_array,36864,5964,6.181086519114688
429,497,explicit_float32_conversion,npy_array_container,36992,5964,6.202548625083836
430,489,actual_numpy_fitted_float64,raw_array,73728,5868,12.56441717791411
430,489,actual_numpy_fitted_float64,npy_array_container,73856,5868,12.586230402181322
430,489,explicit_float32_conversion,raw_array,36864,5868,6.282208588957055
430,489,explicit_float32_conversion,npy_array_container,36992,5868,6.304021813224267
431,500,actual_numpy_fitted_float64,raw_array,73728,6000,12.288
431,500,actual_numpy_fitted_float64,npy_array_container,73856,6000,12.309333333333333
431,500,explicit_float32_conversion,raw_array,36864,6000,6.144
431,500,explicit_float32_conversion,npy_array_container,36992,6000,6.165333333333334
432,505,actual_numpy_fitted_float64,raw_array,73728,6060,12.166336633663366
432,505,actual_numpy_fitted_float64,npy_array_container,73856,6060,12.187458745874588
432,505,explicit_float32_conversion,raw_array,36864,6060,6.083168316831683
432,505,explicit_float32_conversion,npy_array_container,36992,6060,6.104290429042904
433,493,actual_numpy_fitted_float64,raw_array,73728,5916,12.462474645030426
433,493,actual_numpy_fitted_float64,npy_array_container,73856,5916,12.484110885733603
433,493,explicit_float32_conversion,raw_array,36864,5916,6.231237322515213
433,493,explicit_float32_conversion,npy_array_container,36992,5916,6.252873563218391
434,485,actual_numpy_fitted_float64,raw_array,73728,5820,12.668041237113401
434,485,actual_numpy_fitted_float64,npy_array_container,73856,5820,12.690034364261168
434,485,explicit_float32_conversion,raw_array,36864,5820,6.334020618556701
434,485,explicit_float32_conversion,npy_array_container,36992,5820,6.356013745704467
435,480,actual_numpy_fitted_float64,raw_array,73728,5760,12.8
435,480,actual_numpy_fitted_float64,npy_array_container,73856,5760,12.822222222222223
435,480,explicit_float32_conversion,raw_array,36864,5760,6.4
435,480,explicit_float32_conversion,npy_array_container,36992,5760,6.4222222222222225
436,444,actual_numpy_fitted_float64,raw_array,73728,5328,13.837837837837839
436,444,actual_numpy_fitted_float64,npy_array_container,73856,5328,13.861861861861861
436,444,explicit_float32_conversion,raw_array,36864,5328,6.918918918918919
436,444,explicit_float32_conversion,npy_array_container,36992,5328,6.942942942942943
437,445,actual_numpy_fitted_float64,raw_array,73728,5340,13.806741573033708
437,445,actual_numpy_fitted_float64,npy_array_container,73856,5340,13.830711610486892
437,445,explicit_float32_conversion,raw_array,36864,5340,6.903370786516854
437,445,explicit_float32_conversion,npy_array_container,36992,5340,6.927340823970037
438,490,actual_numpy_fitted_float64,raw_array,73728,5880,12.538775510204081
438,490,actual_numpy_fitted_float64,npy_array_container,73856,5880,12.560544217687076
438,490,explicit_float32_conversion,raw_array,36864,5880,6.2693877551020405
438,490,explicit_float32_conversion,npy_array_container,36992,5880,6.291156462585034
439,470,actual_numpy_fitted_float64,raw_array,73728,5640,13.072340425531914
439,470,actual_numpy_fitted_float64,npy_array_container,73856,5640,13.095035460992907
439,470,explicit_float32_conversion,raw_array,36864,5640,6.536170212765957
439,470,explicit_float32_conversion,npy_array_container,36992,5640,6.55886524822695
440,498,actual_numpy_fitted_float64,raw_array,73728,5976,12.337349397590362
440,498,actual_numpy_fitted_float64,npy_array_container,73856,5976,12.358768406961177
440,498,explicit_float32_conversion,raw_array,36864,5976,6.168674698795181
440,498,explicit_float32_conversion,npy_array_container,36992,5976,6.190093708165997
441,476,actual_numpy_fitted_float64,raw_array,73728,5712,12.907563025210084
441,476,actual_numpy_fitted_float64,npy_array_container,73856,5712,12.929971988795518
441,476,explicit_float32_conversion,raw_array,36864,5712,6.453781512605042
441,476,explicit_float32_conversion,npy_array_container,36992,5712,6.476190476190476
442,477,actual_numpy_fitted_float64,raw_array,73728,5724,12.880503144654089
442,477,actual_numpy_fitted_float64,npy_array_container,73856,5724,12.902865129280224
442,477,explicit_float32_conversion,raw_array,36864,5724,6.440251572327044
442,477,explicit_float32_conversion,npy_array_container,36992,5724,6.46261355695318
443,481,actual_numpy_fitted_float64,raw_array,73728,5772,12.773388773388774
443,481,actual_numpy_fitted_float64,npy_array_container,73856,5772,12.795564795564795
443,481,explicit_float32_conversion,raw_array,36864,5772,6.386694386694387
443,481,explicit_float32_conversion,npy_array_container,36992,5772,6.408870408870409
444,476,actual_numpy_fitted_float64,raw_array,73728,5712,12.907563025210084
444,476,actual_numpy_fitted_float64,npy_array_container,73856,5712,12.929971988795518
