bench,archive,arm,scorer,n,hit10_pct,fr3_pct,hit3_pct,exp_hit10_pct,loss_init,loss_final,haar_init,haar_final
PerLTQA,Feng Wei,ITQ_20260916,sym,324,71.91358024691358,42.64442902500464,48.76543209876543,71.67107583774249,34658.946573789966,33859.559949876675,0.8555229703245943,0.8357908755400049
PerLTQA,Feng Wei,ITQ_20260916,qscale,324,76.5432098765432,47.27262135131789,53.70370370370371,76.5432098765432,34658.946573789966,33859.559949876675,0.8555229703245943,0.8357908755400049
PerLTQA,Feng Wei,RAND_20260916,sym,324,70.37037037037037,39.04878243303453,45.98765432098765,70.52959043699785,,,,
PerLTQA,Feng Wei,RAND_20260916,qscale,324,72.53086419753086,45.723152635956495,52.46913580246913,72.53086419753086,,,,
PerLTQA,Feng Wei,ITQ_20260917,sym,324,70.06172839506173,42.54853550440353,48.45679012345679,70.43430335097001,34655.02849604204,33869.88468910203,0.855426256320153,0.836045731859746
PerLTQA,Feng Wei,ITQ_20260917,qscale,324,75.61728395061729,47.297055507696484,54.32098765432099,75.61728395061729,34655.02849604204,33869.88468910203,0.855426256320153,0.836045731859746
PerLTQA,Feng Wei,RAND_20260917,sym,324,68.82716049382715,42.24582752245865,48.45679012345679,69.58186360964139,,,,
PerLTQA,Feng Wei,RAND_20260917,qscale,324,74.38271604938271,46.679713731263156,54.32098765432099,74.38271604938271,,,,
PerLTQA,Feng Wei,ITQ_20260918,sym,324,67.28395061728395,41.35696358398743,47.22222222222222,67.53527336860671,34657.91512331834,33875.49942892816,0.8554975099555276,0.8361843263459755
PerLTQA,Feng Wei,ITQ_20260918,qscale,324,74.69135802469135,46.814877047935184,53.70370370370371,74.69135802469135,34657.91512331834,33875.49942892816,0.8554975099555276,0.8361843263459755
PerLTQA,Feng Wei,RAND_20260918,sym,324,72.53086419753086,44.70395032898617,50.92592592592593,72.59259259259258,,,,
PerLTQA,Feng Wei,RAND_20260918,qscale,324,75.0,52.10404810113845,59.876543209876544,75.0,,,,
PerLTQA,Feng Wei,ITQ_7,sym,324,70.06172839506173,43.471233393475686,49.691358024691354,71.18141289437587,34643.324367987305,33865.355885793324,0.8551373511055318,0.8359339426785477
PerLTQA,Feng Wei,ITQ_7,qscale,324,73.14814814814815,47.03345965350036,54.01234567901234,73.14814814814815,34643.324367987305,33865.355885793324,0.8551373511055318,0.8359339426785477
PerLTQA,Feng Wei,RAND_7,sym,324,71.29629629629629,39.87669523416571,47.22222222222222,71.04210090321202,,,,
PerLTQA,Feng Wei,RAND_7,qscale,324,75.92592592592592,46.70970174736228,54.01234567901234,75.92592592592592,,,,
PerLTQA,Feng Wei,ITQ_42,sym,324,71.60493827160494,44.95158542665996,53.086419753086425,72.1766607877719,34650.140966396386,33866.25966718217,0.8553056123221857,0.8359562516583275
PerLTQA,Feng Wei,ITQ_42,qscale,324,74.07407407407408,48.343392414779004,54.93827160493827,74.07407407407408,34650.140966396386,33866.25966718217,0.8553056123221857,0.8359562516583275
PerLTQA,Feng Wei,RAND_42,sym,324,69.44444444444444,41.575162643238265,48.148148148148145,70.15726043503821,,,,
PerLTQA,Feng Wei,RAND_42,qscale,324,73.76543209876543,46.92264953706445,53.70370370370371,73.76543209876543,,,,
PerLTQA,Han Gang,FULL,sym,259,72.58687258687259,42.768991298403066,54.054054054054056,72.26665440951156,,,,
PerLTQA,Han Gang,FULL,qscale,259,79.92277992277992,49.80620708561885,60.231660231660236,79.92277992277992,,,,
PerLTQA,Han Gang,ITQ_20260916,sym,259,79.15057915057915,47.7531475325593,59.07335907335908,79.97425997425998,36786.709150191615,35937.87752829761,0.8553457298686666,0.8356091315173366
PerLTQA,Han Gang,ITQ_20260916,qscale,259,81.46718146718148,52.26330704271881,62.93436293436293,81.46718146718148,36786.709150191615,35937.87752829761,0.8553457298686666,0.8356091315173366
PerLTQA,Han Gang,RAND_20260916,sym,259,74.9034749034749,45.209126238538,57.14285714285714,76.1126432555004,,,,
PerLTQA,Han Gang,RAND_20260916,qscale,259,81.85328185328186,52.44909347850524,64.0926640926641,81.85328185328186,,,,
PerLTQA,Han Gang,ITQ_20260917,sym,259,78.76447876447877,47.23001075942253,59.07335907335908,78.77489734632593,36785.90019772703,35927.425696295846,0.8553269205200668,0.8353661108699741
PerLTQA,Han Gang,ITQ_20260917,qscale,259,81.46718146718148,50.57436160377337,61.77606177606177,81.46718146718148,36785.90019772703,35927.425696295846,0.8553269205200668,0.8353661108699741
PerLTQA,Han Gang,RAND_20260917,sym,259,76.06177606177607,43.96292874234051,54.826254826254825,75.8108108108108,,,,
PerLTQA,Han Gang,RAND_20260917,qscale,259,84.55598455598455,48.06899909841086,59.45945945945946,84.55598455598455,,,,
PerLTQA,Han Gang,ITQ_20260918,sym,259,74.5173745173745,46.109539638951404,57.14285714285714,74.5173745173745,36795.256342832385,35940.59885027833,0.8555444648166012,0.8356724063029746
PerLTQA,Han Gang,ITQ_20260918,qscale,259,79.53667953667953,48.06524534465711,59.07335907335908,79.53667953667953,36795.256342832385,35940.59885027833,0.8555444648166012,0.8356724063029746
PerLTQA,Han Gang,RAND_20260918,sym,259,76.83397683397683,42.40994718935895,53.28185328185329,76.42244285101427,,,,
PerLTQA,Han Gang,RAND_20260918,qscale,259,80.3088803088803,47.54508232449409,58.68725868725869,80.3088803088803,,,,
PerLTQA,Han Gang,ITQ_7,sym,259,74.9034749034749,48.53470831412008,59.07335907335908,75.18569589998161,36789.96905525609,35933.73681573376,0.8554215275124649,0.8355128537884524
PerLTQA,Han Gang,ITQ_7,qscale,259,80.3088803088803,50.752153031564795,61.38996138996139,80.3088803088803,36789.96905525609,35933.73681573376,0.8554215275124649,0.8355128537884524
PerLTQA,Han Gang,RAND_7,sym,259,80.3088803088803,44.263716543128304,57.52895752895753,81.00998958141815,,,,
PerLTQA,Han Gang,RAND_7,qscale,259,81.08108108108108,49.885230914642676,62.93436293436293,81.08108108108108,,,,
PerLTQA,Han Gang,ITQ_42,sym,259,81.46718146718148,46.66831269772446,58.301158301158296,80.69865784151499,36766.54190738282,35938.15080233793,0.8548768114625842,0.8356154855454317
PerLTQA,Han Gang,ITQ_42,qscale,259,80.6949806949807,50.53872531813708,62.16216216216216,80.6949806949807,36766.54190738282,35938.15080233793,0.8548768114625842,0.8356154855454317
PerLTQA,Han Gang,RAND_42,sym,259,77.22007722007721,46.07414710355887,56.75675675675676,77.12033462033462,,,,
PerLTQA,Han Gang,RAND_42,qscale,259,82.23938223938224,54.67935945877122,66.02316602316603,82.23938223938224,,,,
PerLTQA,He Feng,FULL,sym,311,88.7459807073955,61.352516276149714,78.13504823151125,88.87459807073957,,,,
PerLTQA,He Feng,FULL,qscale,311,90.67524115755627,64.01884333958289,81.02893890675242,90.67524115755627,,,,
PerLTQA,He Feng,ITQ_20260916,sym,311,85.85209003215434,54.08609031197456,69.13183279742765,86.15219721329045,36245.547312997536,35378.97289832507,0.8542031323764502,0.8337804698888827
PerLTQA,He Feng,ITQ_20260916,qscale,311,87.78135048231512,57.623725417133784,72.66881028938906,87.78135048231512,36245.547312997536,35378.97289832507,0.8542031323764502,0.8337804698888827
PerLTQA,He Feng,RAND_20260916,sym,311,86.49517684887459,55.498847793863874,72.02572347266882,86.36120042872456,,,,
