seed,high_wrong_or_tie_to_full_rescue,high_correct_to_full_degrade,highmid_wrong_or_tie_to_full_rescue,high_bad,high_good,hm_bad
55001,0.3583138173302108,0.27906976744186046,0.23615160349854228,427,43,343
55002,0.3515439429928741,0.3673469387755102,0.21515151515151515,421,49,330
55003,0.36754176610978523,0.2549019607843137,0.22188449848024316,419,51,329
55004,0.3248259860788863,0.23076923076923078,0.18840579710144928,431,39,345
55005,0.35362997658079626,0.37209302325581395,0.20059880239520958,427,43,334
