conv_id,question_id,method,seed,spearman_hamming_distance_vs_native,mean_top3_overlap_vs_native
locomo_0,locomo_0_qa18,NATIVE_SIGN96,,1.0,1.0
locomo_0,locomo_0_qa18,HAAR96_SIGN,43001.0,0.28957671252674394,0.0
locomo_0,locomo_0_qa18,HAAR96_SIGN,43002.0,0.23375055881656154,0.0
locomo_0,locomo_0_qa18,HAAR96_SIGN,43003.0,0.3129322864887041,0.0
locomo_0,locomo_0_qa18,HAAR96_SIGN,43004.0,0.21771911936762725,0.0
locomo_0,locomo_0_qa18,HAAR96_SIGN,43005.0,0.27892406619410975,0.0
locomo_0,locomo_0_qa18,ITQ96_CENTERED,101.0,0.2998621112799576,0.2
locomo_0,locomo_0_qa18,ITQ96_CENTERED,202.0,0.2770273714081732,0.0
locomo_0,locomo_0_qa18,ITQ96_CENTERED,303.0,0.32766574552690114,0.33333333333333326
locomo_0,locomo_0_qa18,ITQ96_CENTERED,404.0,0.2538995590912313,0.0
locomo_0,locomo_0_qa18,ITQ96_CENTERED,505.0,0.32339547367742016,0.0
locomo_0,locomo_0_qa19,NATIVE_SIGN96,,1.0,1.0
locomo_0,locomo_0_qa19,HAAR96_SIGN,43001.0,0.27663045947422704,0.15
locomo_0,locomo_0_qa19,HAAR96_SIGN,43002.0,0.314478151403596,0.4833333333333334
locomo_0,locomo_0_qa19,HAAR96_SIGN,43003.0,0.2786408698499382,0.25
locomo_0,locomo_0_qa19,HAAR96_SIGN,43004.0,0.28615382876164086,0.8166666666666667
locomo_0,locomo_0_qa19,HAAR96_SIGN,43005.0,0.2789785464290192,0.21666666666666665
locomo_0,locomo_0_qa19,ITQ96_CENTERED,101.0,0.33983593273749574,0.4833333333333334
locomo_0,locomo_0_qa19,ITQ96_CENTERED,202.0,0.26429645367404,0.4833333333333334
locomo_0,locomo_0_qa19,ITQ96_CENTERED,303.0,0.34670940620315804,0.4833333333333334
locomo_0,locomo_0_qa19,ITQ96_CENTERED,404.0,0.3590677993475539,0.15
locomo_0,locomo_0_qa19,ITQ96_CENTERED,505.0,0.3640981398740001,0.15
locomo_0,locomo_0_qa20,NATIVE_SIGN96,,1.0,1.0
locomo_0,locomo_0_qa20,HAAR96_SIGN,43001.0,0.20382087932808252,0.6666666666666665
locomo_0,locomo_0_qa20,HAAR96_SIGN,43002.0,0.2057473902996666,0.33333333333333326
locomo_0,locomo_0_qa20,HAAR96_SIGN,43003.0,0.17724020892626832,0.21666666666666665
locomo_0,locomo_0_qa20,HAAR96_SIGN,43004.0,0.1888669193841807,0.33333333333333326
locomo_0,locomo_0_qa20,HAAR96_SIGN,43005.0,0.19275146472308505,0.18333333333333335
locomo_0,locomo_0_qa20,ITQ96_CENTERED,101.0,0.18506828888108584,0.6666666666666665
locomo_0,locomo_0_qa20,ITQ96_CENTERED,202.0,0.12563864684667408,0.33333333333333326
locomo_0,locomo_0_qa20,ITQ96_CENTERED,303.0,0.10970628658679579,0.33333333333333326
