seed,Fractional_R3,native_minus_intervention_pp
56001,0.5106400709219857,3.1335106382978872
56002,0.5131560283687944,2.8819148936170214
56003,0.5095053191489362,3.246985815602843
56004,0.5302712765957447,1.1703900709219894
56005,0.521531914893617,2.044326241134753
