distribution,n,data_seed,initialization_seed,iterations,converged,stop_reason,cap_hit,initial_objective_mean,final_objective_mean,initial_objective_sum,final_objective_sum,relative_training_objective_reduction,orthogonality_frobenius_error,monotonicity_violations,positive_half_step_increases_within_tolerance,largest_positive_half_step_increase,exact_zero_projection_entries_over_observed_steps,elapsed_seconds,data_sha256,initial_rotation_sha256,final_rotation_sha256,final_binary_codes_sha256
rotated_heterogeneous,100,5212100,7312002,11,True,relative_objective_stable_5,False,0.4009326226268995,0.1653742869465908,3848.953177218235,1587.5931546872716,0.5875259891224042,2.5719414548111258e-14,0,0,0.0,0,0.026382700074464083,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,09c16380acd86ba0f5983001666952c1fe8cc07a623513c77b920059db08d699,1923300eaf8f262f00374f684d84c9ba16e2bd65ca7bc9902a4e9ae513d6f508,b70a681d5e1e724e95438dcd8b147f0f2b56ad0d2e9f7b0bdbb0a5ec233b539f
rotated_heterogeneous,100,5212100,7312003,12,True,relative_objective_stable_5,False,0.40802383147002175,0.1712063946268439,3917.028782112209,1643.5813884177014,0.580400992731174,2.5081811989668482e-14,0,0,0.0,0,0.02889419998973608,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,87a5f1d6c00a09a058c0d77476edcc7307fa38209378932833f628623c5e6694,e3b2b17f3f954804622730a2b2ac1e7c67650da2ea9ab368588836112efbe1a9,e930fd82757b68e91697f804e44273aa983017367faa9174bb24418a7ab8f884
rotated_heterogeneous,100,5212100,7312004,11,True,relative_objective_stable_5,False,0.4037104592594271,0.16986467487035037,3875.6204088905,1630.7008787553636,0.5792413325581091,2.4341213502699687e-14,0,0,0.0,0,0.024422400048933923,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,c02b50b360df6e448a4d0cfaa3a8025c5530cf04f1299e5c0f6d42ecc7845d09,97298ec51f4607da5010ceebda400e5ba50d7e2dfa87a66228b38652b9d6e751,dc6839beabef96ff17f97d55967bd3e6f4b710b93e87f8ac223c315e4bd9e4c6
rotated_heterogeneous,100,5212100,7312005,10,True,relative_objective_stable_5,False,0.4051904029628896,0.17030461283077827,3889.82786844374,1634.9242831754714,0.5796923826787278,2.529290423838332e-14,0,0,0.0,0,0.026142199989408255,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,6f239c7798ac2175ffea3d35a05164a1e8a997b58af62e007ee07e5ef9483fe5,066831b27f76ffc8cd3da4b512dfddfdb62edae9bc5ef43cd6a67453df8356dd,b811cd120b8df4f65c0f1a732a940f17ccd3f4aac64e753a6d8a56bf5c6e3a33
rotated_heterogeneous,100,5212100,7312006,14,True,relative_objective_stable_5,False,0.4013240413429794,0.17036950767281853,3852.710796892602,1635.547273659058,0.5754814311579769,2.449477619736553e-14,0,0,0.0,0,0.03347369993571192,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,dd16d4749df3a595fab6783363274f825c98a4a46db8d30cfb8d51e20f32fc61,75a8fdd59866b30eb30e18c3bfde61390e4b4ba6dc6b3cdfcc93f5d6b3b3e403,2d854ebb3c0d5a6f73f86d87244f68890244227b65e26b67366693c2ee6db116
rotated_heterogeneous,100,5212100,7312007,14,True,relative_objective_stable_5,False,0.4070418521621522,0.1726824409714601,3907.6017807566614,1657.751433326017,0.5757624429669973,2.5273153125937453e-14,0,0,0.0,0,0.036359200021252036,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,fb6648a9b1aff69dc7787f7620959882aa42044aab171e5a030cf863501c7fac,3366d00abed3a38359302caa610240c2267c5ff145e2eeda7c0e10be57782d6a,ec6f9ca668700964db8e09632f5c8ddfbe019f6f2a3773a6f6e72254444e2fcc
rotated_heterogeneous,100,5212100,7312008,13,True,relative_objective_stable_5,False,0.41157901988250994,0.17780520684769074,3951.1585908720954,1706.9299857378312,0.5679925402940914,2.464302210733076e-14,0,0,0.0,0,0.03275539993774146,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,ab9752160b0ea100d782e061c518e1853cea6bf2019ba0c47704cba1002f6ddf,a298b8c97bcdd8b2fadd0fbfc4f22d123f607ddd7180b67d2329cefda23abfb6,9d2f78b5cde77e024dc8d931dd51c17b55262a2f5ec4bdbcce88fec64a5af1e7
rotated_heterogeneous,100,5212100,7312009,11,True,relative_objective_stable_5,False,0.40108874408491935,0.16909840821516675,3850.4519432152256,1623.3447188656007,0.5784015116131883,2.5811546522749217e-14,0,0,0.0,0,0.027444400009699166,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,03147f63aa4bf97b1f8b3ce584aa208fa04a24579e8d8e1a1de39df57b410e6d,b07aef377ace646460d2364526b0c60f761e1957be9f7f4bb86b6d0fcf0c6103,5471eca142d84089d68d11a92755774691c8c0ebb39733ec286313714e40f7cf
rotated_heterogeneous,100,5212100,7312010,15,True,relative_objective_stable_5,False,0.40040897463553327,0.16958279520887293,3843.9261565011193,1627.99483400518,0.5764760383724333,2.5464552740665285e-14,0,0,0.0,0,0.037744700093753636,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,14f35ce06927678a59dd59d26a9724389a485cc3dffc963bcac4046bae766a34,8c069f472e5fdc46765648a8c150f28698906830c8cf7448f9bb7e6454c373a6,52bb0c50053e95a47878658c6b2a7a8c7598025b7f19c4dbcd49e88bf241d673
rotated_heterogeneous,100,5212100,7312011,16,True,relative_objective_stable_5,False,0.4087377305131906,0.17387739948096553,3923.88221292663,1669.223035017269,0.5745990974147315,2.4720523284230145e-14,0,0,0.0,0,0.05146460002288222,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,29cc27e854074dcb7cc1d9a2eac087eead0871b2c61077be3062d9ef3f931820,5e6b4fdb0a37d0d8dada4351afc08b832ab63c15c13cb28020cb36af40c63121,e5b312d582a2381d84b59eab052775c93a54a69319fe027ea4a65c0350c9aaa7
rotated_heterogeneous,100,5212100,7312012,13,True,relative_objective_stable_5,False,0.4057079137105521,0.17302308581575374,3894.7959716213,1661.021623831236,0.5735279496194516,2.502197906702431e-14,0,0,0.0,0,0.03670950001105666,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,dc1a7babe16644337529c22e7a9294b5534ca55919e4c85756bf9c2be6d038b5,5b7a44b38359fe1ac74db5cd3c734ad423b552ea2a03ee8571603f0d5c58e32d,0239eb5910db9542eae3538f32522ac0a8e11b7e605d15e152e234e53fdcc675
rotated_heterogeneous,100,5212100,7312013,12,True,relative_objective_stable_5,False,0.40772006244409104,0.17162095946399025,3914.112599463274,1647.5612108543064,0.5790715854520307,2.4588673212334337e-14,0,0,0.0,0,0.03160820004995912,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,2ae805ae258cddf4752bcf6cd2f3caefb21bd53199a2b18404e951f38b5c142e,fb5a104ba79ac67627a94cd473666aad326fd7771c137ccc8460557042f02498,dc28fa850a17c4455c260d7a58e081b1950229ce2a9147cfdd4e3bac830b8f18
rotated_heterogeneous,100,5212100,7312014,11,True,relative_objective_stable_5,False,0.40410456969159164,0.1690297547862428,3879.40386903928,1622.6856459479309,0.5817177842971573,2.5467888040214065e-14,0,0,0.0,0,0.025389699963852763,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,94d8799a77edb0763fd9fc46fc42dd4ad6e8560b98adad5147efe8f07530255f,c265e6cc3508e40a6779ac2c325037d9e4d2d4a942749065d5b4b20867ea8d03,673cc1599c1c1c5698fe4acaf1501889cf4a59e77a8394b931709fc6f204ef99
rotated_heterogeneous,100,5212100,7312015,17,True,relative_objective_stable_5,False,0.40508401457926685,0.1726279495995194,3888.806539960962,1657.2283161553864,0.5738465518595783,2.474508452659596e-14,0,0,0.0,0,0.05358820001129061,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,26478f94f92f579abb988a4aee1bd8066ba64eff5b4179b9aa12eb8b2d38d860,a0daed7ed2b6ad4f5fc47ebbf158f5476ddc5c7d99306a4f55095dfbebf07f68,2839bfb247bfb5be98d3fbdf62ddae0e0fdccae3d28e211a44d3fd1824af6cad
rotated_heterogeneous,100,5212100,7312016,9,True,relative_objective_stable_5,False,0.41136521430841705,0.17442285321806777,3949.106057360804,1674.4593908934507,0.5759902705645501,2.4751886143843444e-14,0,0,0.0,0,0.04066079994663596,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,3134165718aaeb6a31e150dedfddf9b597c56629b4d90c6bfa3a4716e07460b2,75f3e9d6b1ac99195c10c77d12e68440830362ba6b83903924ce1cc5dfd0b7b3,57a111ed2584796a3ef2d789f32ec1df3ddd821367561f3a6d19e698222b6310
rotated_heterogeneous,100,5212100,7312017,11,True,relative_objective_stable_5,False,0.39780519232208006,0.1703761007807723,3818.9298462919687,1635.6105674954142,0.5717097110114426,2.5436227122248933e-14,0,0,0.0,0,0.027359799947589636,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,b34362e585f7f7ea99dbb512620be21c1a9b8c581738bcbaf20dea35487f5877,da8dcaee24061e54ddeeb516063081747a40634af1dcbdb270e01ab6791ef3d3,f327d6d2259fb15ea85da3f6a15506fd943e56bbb2415726ab8f43cc915e8d74
rotated_heterogeneous,100,5212100,7312018,11,True,relative_objective_stable_5,False,0.41411217789130494,0.17022121073740198,3975.4769077565275,1634.1236230790591,0.588949034041493,2.4751886640537596e-14,0,0,0.0,0,0.03505589999258518,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,bf9469e1ec5451c1579d8b06451f1b86556194bd114370b700fd5b48eeed3fc1,96254641b99526f109e6cea4122032bb36e4daa3ac17eb65faade949a0f6ddca,0e4cfc0f19dce28a30dffcdf9135bd081107a05b25391499331d1b44748c4259
rotated_heterogeneous,100,5212100,7312019,11,True,relative_objective_stable_5,False,0.3938569929009626,0.1706268536158748,3781.027131849241,1638.017794712398,0.5667796771637369,2.5998319127265913e-14,0,0,0.0,0,0.026444699964486063,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,7b59124bfd816b54117141b0ba0a99a2a443ba79bc8819a0f7de95c8edd8fefb,9002d1544fd788921c71698ba45b3fd58bbb573ac11f8dc64d34194bf40f6df1,09f53cc10d929eb8b1ec384bcd79e706cfdfca5791aba0781e2c982c6946f1ce
rotated_heterogeneous,100,5212100,7312020,12,True,relative_objective_stable_5,False,0.40493179092599524,0.1748020090185839,3887.3451928895543,1678.0992865784053,0.568317398298494,2.6404166555586097e-14,0,0,0.0,0,0.02786160004325211,5d468f54649c52ae9506e94f25fc31287de0f73f2df02851117658549e501509,707fcf116933a0c17d6c504e7dd5036df80900c37f7bf3c512d613ccb59ddcaa,623cfa8f9d3f732dfd0c23fac8e417d2ab6cc0ae257f6533745fdba8bd5e27d7,ee65d09ba5823fc67dc02d61ca1fa5589752c7b7af4431250a229b073b2f126b
gaussian,250,5212250,7312001,32,True,relative_objective_stable_5,False,0.3986320190301653,0.20971096996442332,9567.168456723968,5033.063279146159,0.47392341820752226,2.8633591941177814e-14,0,0,0.0,0,0.13808820000849664,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,29d7236dfa0c7782784c0713c0010d5960193f97d12cb4e6272a316c5a840880,48e213164ed6ff452597115135a0a50d4678d1785924690c3c12c4065fb2569e,563b69c2ab7b25748d661868537e164307ae2b600e3bc2c6434f851d1236d91d
gaussian,250,5212250,7312002,29,True,relative_objective_stable_5,False,0.4010193089671296,0.20980197759289954,9624.46341521111,5035.247462229589,0.47682824018307707,3.010359707016518e-14,0,0,0.0,0,0.08928620000369847,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,09c16380acd86ba0f5983001666952c1fe8cc07a623513c77b920059db08d699,73841cbfc047f33e20632bd849bd4dc53766ef44ced6c17573e261ed3c829dfc,510f9c462ea1e01b4748f403b190ec2065dada05e52aaaf366b232f45df06aad
gaussian,250,5212250,7312003,27,True,relative_objective_stable_5,False,0.39641412220177524,0.2115527559212177,9513.938932842606,5077.266142109224,0.4663339571602419,2.768053754324472e-14,0,0,0.0,0,0.07704109989572316,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,87a5f1d6c00a09a058c0d77476edcc7307fa38209378932833f628623c5e6694,7ce4573c4584a5bda2cb0665e9afebd1b5e2c52ca51266137b8c627a565d71de,08a119399c1c58773a15f7c97061acd462ec41c71413ba77cffa6bc8541cb6ec
gaussian,250,5212250,7312004,30,True,relative_objective_stable_5,False,0.39926105010334284,0.21336927444382914,9582.265202480228,5120.8625866519,0.46558955753735143,2.820992997671963e-14,0,0,0.0,0,0.07853469997644424,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,c02b50b360df6e448a4d0cfaa3a8025c5530cf04f1299e5c0f6d42ecc7845d09,255bbe3298d1b9b2a47c4121ecbde22daa7590201a3c2e835e967bbbe8ab377a,1d7a3a7f1b35998ccc84fe97472e9b08a062e812ac82ef6c6782cf4709908e6b
gaussian,250,5212250,7312005,32,True,relative_objective_stable_5,False,0.39890770020635985,0.20842417053623766,9573.784804952636,5002.180092869704,0.4775127919856717,2.8004639198899837e-14,0,0,0.0,0,0.08448540000244975,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,6f239c7798ac2175ffea3d35a05164a1e8a997b58af62e007ee07e5ef9483fe5,ddcf724bee02ba0acf97872b8913e39a8ecf03db1d4692f59face3b292313454,4a87736ac67f446eac3a9811d7f0179de19aacf85fb2fd37aa67f003a2b705e1
gaussian,250,5212250,7312006,27,True,relative_objective_stable_5,False,0.4011055601570515,0.21319303820789196,9626.533443769236,5116.632916989407,0.46848645497604935,2.7981695525906323e-14,0,0,0.0,0,0.0865129999583587,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,dd16d4749df3a595fab6783363274f825c98a4a46db8d30cfb8d51e20f32fc61,5e39d3c41dad5d118e84e68f7def7e604304d0647de5ac2850ecb7dcf7b3c6fc,76b5522d2ddf146bc43cabf7c9470ffbc670d20432b757382785fbb582cd0429
gaussian,250,5212250,7312007,32,True,relative_objective_stable_5,False,0.3979815312975341,0.20961995155615712,9551.556751140819,5030.878837347771,0.47329226340545033,2.858875912252524e-14,0,0,0.0,0,0.08588170004077256,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,fb6648a9b1aff69dc7787f7620959882aa42044aab171e5a030cf863501c7fac,ea03bf3a919b8a76a2e84af6581f509173f78f60d932be286768f85df04f35d4,4aa44df9a20eb276a0a7f099c8584d3dbb557ad902b58899791151a2c3866354
gaussian,250,5212250,7312008,27,True,relative_objective_stable_5,False,0.4019041484576221,0.21422466754669373,9645.69956298293,5141.39202112065,0.4669757245133732,2.79421399196985e-14,0,0,0.0,0,0.06750030000694096,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,ab9752160b0ea100d782e061c518e1853cea6bf2019ba0c47704cba1002f6ddf,c159f50fc731026a8bf9ffa55bc1f778e3c39b0e7e114af247cb54433c919bcc,a641171a306b808518acf4474cec7e2c8b5bb54c39e79ba2d7dfa017640e7871
gaussian,250,5212250,7312009,33,True,relative_objective_stable_5,False,0.3972581010027413,0.21199629166621828,9534.19442406579,5087.910999989239,0.46635124335763917,2.7994097573145695e-14,0,0,0.0,0,0.07573889999184757,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,03147f63aa4bf97b1f8b3ce584aa208fa04a24579e8d8e1a1de39df57b410e6d,6cf1bb1261c8a9098209f7b20c422f73612a876839b451a2a647f60f3a54fb96,022890e98e2c3349e83b5a7e0706cd9a293bfb1a21462c7b977134385ba5076d
gaussian,250,5212250,7312010,25,True,relative_objective_stable_5,False,0.40187054100334807,0.21533034331452874,9644.892984080354,5167.92823954869,0.4641798257296626,2.6711271825207752e-14,0,0,0.0,0,0.05992350005544722,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,14f35ce06927678a59dd59d26a9724389a485cc3dffc963bcac4046bae766a34,474109a183d73de0fb1b9212246ee8d8d73a51525517429effb7a83ab85d54d4,7aa7962d350a1f20dc0d66f2038e2837fabaead207df1674349f48208929f703
gaussian,250,5212250,7312011,25,True,relative_objective_stable_5,False,0.3972411499140864,0.21022640736465525,9533.787597938073,5045.433776751726,0.4707839119634959,2.6927685103274968e-14,0,0,0.0,0,0.05691019992809743,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,29cc27e854074dcb7cc1d9a2eac087eead0871b2c61077be3062d9ef3f931820,03d0aeffd1c0a3628442b7f79af96ab8a5214190ea986646054324bc1ee9053a,92d7a90aafc28247de3d0733f2eb302c9163e4ed8571b8baa37610c942983dba
gaussian,250,5212250,7312012,31,True,relative_objective_stable_5,False,0.3991243843993102,0.21131184775348624,9578.985225583445,5071.48434608367,0.47056141891326786,2.86049754761549e-14,0,0,0.0,0,0.06737369997426867,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,dc1a7babe16644337529c22e7a9294b5534ca55919e4c85756bf9c2be6d038b5,8b5c5ea61c17f3f2c0d9c03159c60e9242497179e35223b5d62e2fabe71da8f5,da5da9b95f97e039aeac6c9cdc0a99ac6aaf645dd8cca140e4615bcddfc186fc
gaussian,250,5212250,7312013,34,True,relative_objective_stable_5,False,0.40058441092877833,0.20921768414666211,9614.02586229068,5021.224419519891,0.47771885665351105,2.970637557237353e-14,0,0,0.0,0,0.07411869999486953,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,2ae805ae258cddf4752bcf6cd2f3caefb21bd53199a2b18404e951f38b5c142e,ebeb0684d5fbf7b8e5e11a270c595cdcb325569d0ea7e641024a14a57816d84d,03142cddadaed2c8374e91aceac1bdbbbf6efc9239c0e93cb9d72c78eb4d62ea
gaussian,250,5212250,7312014,29,True,relative_objective_stable_5,False,0.4013982329612495,0.21458273443859777,9633.557591069988,5149.985626526346,0.46541186079582636,2.6469704172534027e-14,0,0,0.0,0,0.06812920002266765,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,94d8799a77edb0763fd9fc46fc42dd4ad6e8560b98adad5147efe8f07530255f,fc7c6b0b3f6a5cddc73e1ebcc99faed66bafb160668e6da0625613ef06d91801,1bb6dfe7277bd1aa3693428b2709da35aff03d37f9ef36e6413be741f85b1c56
gaussian,250,5212250,7312015,33,True,relative_objective_stable_5,False,0.4022846522760423,0.21077477749665344,9654.831654625015,5058.594659919682,0.4760556329849178,2.8114605432915982e-14,0,0,0.0,0,0.07236079999711365,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,26478f94f92f579abb988a4aee1bd8066ba64eff5b4179b9aa12eb8b2d38d860,fea7feec4fb584278c95423c25c6a12e89ba17147a83d177a09e89a106706b00,768cd527177423ddec8a65441bfda6dae96be7395a86ccbb4ed19ddd5bcced06
gaussian,250,5212250,7312016,33,True,relative_objective_stable_5,False,0.39837671877921177,0.2105930181895141,9561.041250701082,5054.232436548338,0.47137217547537236,2.9895791505858215e-14,0,0,0.0,0,0.08132839994505048,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,3134165718aaeb6a31e150dedfddf9b597c56629b4d90c6bfa3a4716e07460b2,730496a7b4eb0a7976ddab371cffbcf0ffc6dc14315d3ea9cdd577724a299266,7c5de537b1dcfa57e583aba7b0e06e5bd1023fecb5176079a6b53327ab023660
gaussian,250,5212250,7312017,20,True,relative_objective_stable_5,False,0.39936877213353245,0.21014544178560185,9584.850531204778,5043.490602854445,0.4738060247851881,2.8990526915778576e-14,0,0,0.0,0,0.044881199952214956,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,b34362e585f7f7ea99dbb512620be21c1a9b8c581738bcbaf20dea35487f5877,200161eb0889e947a43ef163989a327480f52bfd49f9c7faedd0367e4a92a11d,284ac741748a1304624bef6a602492bbe248bc56b7064ad802e5fb0e3db5cc1b
gaussian,250,5212250,7312018,33,True,relative_objective_stable_5,False,0.39792615744329807,0.2076676579616266,9550.227778639153,4984.023791079038,0.4781251393577516,2.7827592792765645e-14,0,0,0.0,0,0.076872400008142,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,bf9469e1ec5451c1579d8b06451f1b86556194bd114370b700fd5b48eeed3fc1,c90b085f79906192f67af6cc3d12f6c85697361628a9432324b1eff9d2dfcbac,671eb83ad08c5105d31d27f8add7a24a61c04e12ede499dfe1463406f5c19fa5
gaussian,250,5212250,7312019,26,True,relative_objective_stable_5,False,0.4017427676150803,0.2111130304588291,9641.826422761927,5066.7127310118985,0.474506954507015,2.840501236339387e-14,0,0,0.0,0,0.05660180002450943,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,7b59124bfd816b54117141b0ba0a99a2a443ba79bc8819a0f7de95c8edd8fefb,519b2b2ead9b9012b00b6c8d3b12fe3026438eef9f8357fedfc4eec886017c8a,81f77a9e7f25ce0d29b98b5bd118d8cffb6f10ec42ef01540beba29cdf87069b
gaussian,250,5212250,7312020,24,True,relative_objective_stable_5,False,0.39943920823783285,0.2113490392689112,9586.540997707989,5072.376942453869,0.47088559432785976,2.6770327029781134e-14,0,0,0.0,0,0.05340560001786798,9d7980e0265cbcf9a4403d9add4617a9ccaac0b26502ad83b52d0436dd53865c,707fcf116933a0c17d6c504e7dd5036df80900c37f7bf3c512d613ccb59ddcaa,b2083a4c19c8bf7d8e3b1e23e1766b321b846b2c6dc5449b7d3357b2617fe1a2,242e141927578914d49a758b06af4a5ef7163ec7b096cd670ebcef9ca67abfe7
heterogeneous,250,5212250,7312001,27,True,relative_objective_stable_5,False,0.4076838612921517,0.22650600098337137,9784.41267101164,5436.144023600913,0.4444077323407851,2.5357646653431057e-14,0,0,0.0,0,0.057332700002007186,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,29d7236dfa0c7782784c0713c0010d5960193f97d12cb4e6272a316c5a840880,da49ada5e6af6d9833cc7ec0dcdbda87d465e13d278e1e40d06537bc4590c171,2001764da971b3f787acd5d7c8beab2d88901bd0d95d89c41e998a4ae23cc68d
heterogeneous,250,5212250,7312002,28,True,relative_objective_stable_5,False,0.40144649402134824,0.22527257224681566,9634.715856512357,5406.5417339235755,0.43884782753928836,2.7995692671490557e-14,0,0,0.0,0,0.058490099967457354,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,09c16380acd86ba0f5983001666952c1fe8cc07a623513c77b920059db08d699,0caa88ee4a3eb84004f5d547d5bb72e2815df374719e7d7ad2314da37aa68b5a,3ea8c83c6d5dcc7174df83112716fd68c73462c1b5db89ce3babf6d5a2ff14f9
heterogeneous,250,5212250,7312003,30,True,relative_objective_stable_5,False,0.39940355426857105,0.22257523241335753,9585.685302445705,5341.805577920581,0.4427309671268193,2.5359097623534413e-14,0,0,0.0,0,0.0695416999515146,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,87a5f1d6c00a09a058c0d77476edcc7307fa38209378932833f628623c5e6694,ce8ed2e37e0192bd09ccdddd313ad25056a8efdf50002bf121aa9fb28bbcd000,4e44361aa61605be9088abc3677038e7bde517d88ce72bbf7c0bd39a0e759ea1
heterogeneous,250,5212250,7312004,27,True,relative_objective_stable_5,False,0.403776039086041,0.22180851504983123,9690.624938064984,5323.40436119595,0.45066449323763397,2.5282277974265465e-14,0,0,0.0,0,0.05706519994419068,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,c02b50b360df6e448a4d0cfaa3a8025c5530cf04f1299e5c0f6d42ecc7845d09,b703babe52aacb4292a21e205c98c5a8edcd3b15b9a13a3dbea526465fe6e760,c123fe521d612749621c1b7e33371fcf6b3cfbe3c0d251a97fb104e6861d8da5
heterogeneous,250,5212250,7312005,21,True,relative_objective_stable_5,False,0.40289155085237544,0.22828637403344362,9669.397220457011,5478.872976802647,0.4333800906212336,2.5238553591881485e-14,0,0,0.0,0,0.04571680002845824,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,6f239c7798ac2175ffea3d35a05164a1e8a997b58af62e007ee07e5ef9483fe5,5ae64753efb9d12c51a74440e117ed3a43b5218b09d0e84beeeba60d093d7532,64c2e737918e00e16243e059b663d6ed46b4c2a16463fde5fdbfdf6164fcc17e
heterogeneous,250,5212250,7312006,27,True,relative_objective_stable_5,False,0.3982818625854279,0.2262358907014383,9558.76470205027,5429.661376834519,0.4319703909366129,2.6052641765680803e-14,0,0,0.0,0,0.05898420000448823,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,dd16d4749df3a595fab6783363274f825c98a4a46db8d30cfb8d51e20f32fc61,4ed93ad81e97b51af5245967c5f8a14cd636348cc4bdfb244efb661080ebca3d,02e1375f20cdecea6aa9767ce728ed1d9ede037ee9ef76b5a082b592402471d0
heterogeneous,250,5212250,7312007,21,True,relative_objective_stable_5,False,0.4014672980882438,0.2273208432356732,9635.21515411785,5455.700237656157,0.4337749442653051,2.8361351491149907e-14,0,0,0.0,0,0.04640120000112802,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,fb6648a9b1aff69dc7787f7620959882aa42044aab171e5a030cf863501c7fac,a565598262c86a5567b962e69532b15e7641aa0dcc23bc56e5052f0c7dc19f99,2c6a3877eb4df390d8bc33cffc5f5ad5cbd88074e85aa6b0fbb04777521fcec4
heterogeneous,250,5212250,7312008,30,True,relative_objective_stable_5,False,0.40394463966861077,0.22633995387072423,9694.671352046658,5432.1588928973815,0.43967580791167415,2.7864494104324055e-14,0,0,0.0,0,0.06277570000384003,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,ab9752160b0ea100d782e061c518e1853cea6bf2019ba0c47704cba1002f6ddf,7e24004f4a1f089d696922f9de76d3bc7e303efaf4c54e5bed996985febb0b42,bc366d2f36c29bb4f2fa38a999a8d230f4810b74a7df034b3b4d2fe7e0afea55
heterogeneous,250,5212250,7312009,34,True,relative_objective_stable_5,False,0.4013687741756475,0.22608857363115348,9632.85058021554,5426.125767147683,0.43670612120859126,2.7542885485542858e-14,0,0,0.0,0,0.07187920005526394,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,03147f63aa4bf97b1f8b3ce584aa208fa04a24579e8d8e1a1de39df57b410e6d,5d2d0936f12169b6fc579b108503c81868fcdfefbdbb20579ab999409637826c,0850d9ac1564d295a9dcd41a75497840194459a765a58ec9a520811777b3e50a
heterogeneous,250,5212250,7312010,31,True,relative_objective_stable_5,False,0.40205018555978117,0.22673170724320574,9649.204453434748,5441.560973836938,0.4360611799556232,2.5337219520349375e-14,0,0,0.0,0,0.06302249990403652,8051c69109fb7b4cede916554f6b6e19b1b928fdd90ee22f189f82ce2dd849fe,14f35ce06927678a59dd59d26a9724389a485cc3dffc963bcac4046bae766a34,0e40af61b99b3f29f0dd057304a75b3476841c4ef3bc94d319d7f2af4b683af7,028d81d024eb66f7a0dcd620fcd72dedd3c1a04dec784eb57542b68e7ceeaa5a
